ln_nbr,fd_cde,kind_cde_ln,int_rate_note,int_rate_note_1st,pymt_typ_cde,dir_pymt_cde,dte_amortn_efctv,dstr_dclrd_cde,mrg_cntrl,docmt_typ_cde,dte_oblgn_ln,asstnc_typ_cde,ln_amt_oblgn,begng_frmr_rnchr_cde,colltl_cde,cpn_procg_dte,case_nbr_chng_cde,pymt_asstnc_meth_cde,int_rate_prev,int_rate_prev_redfnd
293872,9,7,12.5901,10.8563,9,1,2015-11-21,2,16,E,2015-07-07,206,378313.31,R,2,2020-06-12,1,7,14.2294,15.2963
740723,9,0,12.0768,11.5207,5,1,2018-05-22,3,49,D,2014-11-29,497,140722.85,W,5,2015-02-19,8,4,5.293,5.1054
678925,7,6,11.3114,9.6089,3,3,2018-05-23,4,56,E,2015-09-11,342,35682.43,R,2,2012-02-16,6,7,11.5106,16.1116
565923,3,3,2.2375,10.4242,7,0,2016-04-09,6,25,A,2020-08-25,502,308470.84,W,9,2017-09-01,4,1,10.7514,14.5955
319242,3,1,10.4365,14.9468,1,4,2018-06-09,1,59,C,2018-02-12,724,360895.18,O,5,2016-04-23,6,8,5.4699,17.8675
314751,5,6,7.061,6.3641,9,5,2019-03-29,9,80,B,2013-06-27,353,361158.0,O,3,2021-02-09,2,7,5.0812,12.1689
458450,8,0,5.5814,9.1698,6,1,2010-11-22,8,46,G,2011-02-03,560,419177.37,O,7,2013-12-22,6,2,11.4786,17.7023
256068,9,4,12.2055,9.5425,2,0,2014-10-11,5,21,D,2013-06-20,256,85590.22,W,5,2019-04-22,9,1,6.4946,5.2017
345636,3,7,2.5891,7.122,9,9,2015-09-04,1,89,D,2011-10-29,285,475626.08,W,7,2012-11-19,2,0,13.3008,10.5452
573581,8,2,9.3069,13.2352,6,9,2017-09-04,7,68,G,2016-01-24,449,467628.37,F,3,2018-07-31,6,5,5.8731,14.8703
467429,3,0,8.8228,17.5663,2,3,2019-09-02,9,12,F,2011-05-19,176,484482.44,R,8,2022-11-01,3,6,8.5927,8.3908
893545,3,7,6.6087,8.8917,8,9,2014-03-11,6,63,B,2015-09-15,865,43748.44,W,3,2022-09-12,6,5,5.5548,14.6821
595283,2,1,8.4841,14.0985,4,0,2015-02-23,1,87,E,2014-11-09,299,82066.46,W,8,2021-11-05,2,5,8.5944,12.5488
250682,6,6,7.4059,6.1495,4,4,2011-03-12,4,82,E,2016-08-15,308,291028.88,R,4,2013-07-17,5,0,10.7962,17.2999
724473,8,4,2.4018,17.8416,8,9,2014-09-18,4,26,E,2016-01-03,398,195565.06,R,5,2013-12-02,9,4,8.8945,6.4269
140979,5,3,9.4031,15.2484,4,3,2020-08-20,2,75,D,2017-07-18,631,422608.99,W,2,2015-05-11,6,2,6.3344,18.5622
724499,1,3,6.6038,17.6338,6,5,2015-12-10,8,65,G,2020-04-25,596,52953.16,O,3,2015-10-01,8,1,8.8988,15.2138
221624,7,2,2.2503,5.9652,3,5,2018-12-21,8,57,A,2012-07-17,907,195572.28,R,6,2012-04-08,1,8,5.9861,13.5822
296619,2,8,13.659,11.5713,1,7,2020-07-24,2,86,G,2017-11-19,549,355299.91,R,1,2012-04-28,4,5,5.6824,9.8107
628984,1,9,3.8273,8.2978,4,3,2010-05-13,5,33,A,2020-02-27,593,425618.57,W,3,2017-03-30,7,3,5.8682,12.039
440741,5,0,14.5587,6.3366,2,4,2012-04-08,6,35,G,2017-06-27,449,252230.52,W,8,2020-06-18,1,5,13.3188,18.2332
203516,8,7,9.3746,9.1439,2,8,2010-02-23,8,11,A,2016-10-11,117,383015.95,R,3,2015-02-05,3,8,8.0962,6.8521
100465,8,8,9.6097,7.5373,9,1,2017-03-07,7,29,D,2016-02-05,576,346645.56,W,9,2017-07-14,4,6,6.2729,13.8865
164505,9,5,4.7613,8.3731,6,6,2016-07-12,8,61,C,2015-01-03,514,63072.69,R,9,2014-11-29,0,0,6.2281,18.1436
140583,5,0,1.8893,9.3931,3,2,2011-11-10,2,66,D,2011-02-28,269,417571.96,R,4,2015-09-28,3,6,9.2595,10.4389
227011,1,1,12.9311,6.0737,1,2,2017-09-27,8,89,D,2018-05-14,798,318396.37,F,3,2013-10-06,2,9,9.4358,9.5928
523319,1,7,5.3701,12.9842,2,0,2019-06-20,1,84,F,2017-01-16,136,146216.66,O,6,2022-06-11,1,6,13.2354,6.4562
642877,1,4,8.9141,10.7133,5,3,2010-01-16,2,71,G,2020-12-23,129,353812.64,R,8,2020-09-11,3,6,12.5348,15.8604
832104,1,7,8.3546,7.0,3,8,2019-12-30,4,59,D,2019-10-03,665,385925.98,O,9,2017-01-02,7,3,9.7289,5.4041
867978,1,3,12.4128,6.832,7,1,2020-04-07,3,87,E,2019-07-31,548,247894.66,F,7,2016-11-09,7,3,12.6233,8.4924
548253,4,3,8.854,6.6663,9,9,2014-06-09,7,15,C,2021-01-06,629,297596.19,R,4,2019-07-28,3,3,9.7395,13.9131
677068,2,6,7.0637,13.6679,5,9,2017-01-20,4,10,A,2020-11-28,114,267960.24,O,3,2018-10-24,6,7,8.5501,10.7009
794035,8,7,11.2265,15.2228,5,0,2011-04-19,8,74,B,2019-02-07,616,234315.47,F,9,2020-06-12,9,1,6.9705,11.9131
420497,6,6,6.8003,16.2315,8,0,2013-01-23,4,10,G,2013-03-14,341,389873.95,R,9,2015-09-03,5,0,12.1178,16.9654
726558,8,8,5.7455,17.1648,7,0,2018-12-11,5,53,D,2016-01-10,692,329363.04,W,5,2013-06-06,8,3,5.2065,11.1908
246882,4,0,10.8028,13.2314,4,4,2020-08-09,6,80,D,2011-07-18,701,338851.81,R,4,2017-05-19,5,4,13.6296,12.5416
444196,0,7,9.9029,6.0465,1,7,2010-10-15,7,58,B,2018-07-28,801,488173.66,O,9,2015-11-05,2,3,7.2285,13.0896
219306,4,2,7.9819,6.825,4,3,2011-09-28,3,65,G,2016-10-24,564,299186.35,O,7,2016-01-04,1,5,8.1487,12.3414
868978,1,4,12.9665,5.3439,6,5,2016-07-03,4,24,F,2017-03-14,494,69355.42,O,6,2013-02-21,9,9,12.2139,15.5415
135480,9,8,1.6972,15.3417,4,6,2019-12-09,5,87,C,2020-02-22,191,384621.89,R,9,2019-07-13,0,1,13.5587,15.378
673913,6,7,5.7616,5.5446,2,3,2015-03-11,4,39,C,2021-06-02,323,129125.98,R,7,2016-07-20,3,4,8.507,12.1539
568720,3,3,13.3684,10.5299,8,3,2015-10-24,4,35,G,2019-07-21,803,115016.61,O,2,2012-10-17,3,0,5.7655,11.492
512457,4,8,2.1552,6.5455,1,7,2013-07-14,1,34,D,2016-07-08,854,120375.09,F,4,2022-01-06,4,3,10.6996,11.3652
338059,0,2,3.7362,8.1563,4,6,2013-06-04,2,55,F,2014-10-26,375,171610.33,W,2,2020-02-03,6,3,7.6525,11.7123
360506,2,6,7.3745,9.379,9,6,2016-07-06,4,33,G,2019-09-12,546,458598.57,R,6,2017-11-28,9,8,8.9032,18.6303
456893,7,7,2.6559,6.8385,1,2,2020-08-19,3,45,B,2016-02-13,474,219416.18,O,1,2019-07-22,4,3,8.2027,14.7148
584709,0,5,12.9262,17.5844,2,1,2015-01-26,7,42,D,2015-09-07,103,188096.8,O,4,2022-05-30,1,2,6.6701,18.1519
638399,2,8,3.8285,12.2138,6,8,2017-09-10,7,61,C,2017-12-22,394,144284.78,R,8,2013-12-28,1,2,13.0225,5.3525
412049,2,0,11.764,8.0217,4,4,2011-07-08,5,48,B,2020-05-06,854,56121.24,R,2,2020-10-01,8,4,12.7629,13.0669
893702,0,7,10.6662,16.6209,1,6,2015-10-20,5,45,F,2012-11-25,619,465079.89,O,5,2012-11-08,9,2,12.6391,5.4888
240103,4,8,12.9278,7.0044,5,4,2018-06-12,1,71,D,2019-07-21,419,115037.47,R,7,2015-08-18,7,4,11.4564,5.3039
659343,2,6,1.6537,12.772,6,1,2011-03-03,5,76,G,2019-12-12,385,225312.33,R,4,2018-12-17,1,8,5.2784,11.3067
254734,9,0,7.0078,8.9376,4,7,2010-05-22,1,82,C,2014-08-30,363,421980.38,W,6,2020-05-21,1,6,11.4062,18.9315
236799,7,7,1.3967,15.9256,9,7,2018-12-30,6,10,A,2016-04-04,231,96589.43,O,1,2021-02-01,8,5,7.8375,11.1489
516817,8,3,11.8702,8.7967,6,2,2016-01-03,7,38,A,2019-11-21,113,130494.84,R,8,2015-05-21,5,2,7.9072,8.2833
890914,6,3,11.0817,5.8,3,4,2016-04-21,7,66,G,2011-05-20,334,102307.33,O,3,2018-12-15,7,4,9.6894,18.2048
723184,2,0,13.0041,15.3744,7,8,2018-06-26,3,75,B,2011-11-28,681,67321.44,F,2,2017-01-25,9,7,13.8889,6.2779
216648,3,5,9.2841,6.014,8,0,2013-03-31,7,20,B,2016-11-26,794,261777.42,W,6,2021-04-17,9,9,5.494,15.696
158243,0,4,11.5977,12.2114,4,8,2019-11-08,5,76,G,2013-02-17,889,165685.42,R,6,2022-07-17,4,3,5.9579,13.3226
284156,2,8,2.9892,7.04,9,6,2020-01-19,7,19,D,2012-11-05,225,488524.05,F,4,2021-03-13,0,9,11.2846,16.0032
690892,0,1,6.978,13.4745,5,0,2015-10-25,2,88,A,2012-08-07,222,307274.48,R,8,2022-12-29,7,7,14.7947,15.2934
821215,8,9,11.3602,7.6868,4,1,2019-12-11,9,51,E,2021-11-11,487,469099.52,O,2,2019-08-08,2,6,13.579,5.0659
575522,4,6,9.9376,12.112,9,5,2012-07-10,3,51,E,2014-02-21,832,215266.97,W,6,2017-04-07,1,8,8.2805,16.336
674141,4,8,3.2706,6.2105,6,5,2013-05-16,4,72,G,2015-03-10,320,228955.81,W,3,2015-12-15,5,9,14.294,14.1644
150598,2,4,8.339,16.9644,9,3,2017-06-20,1,15,D,2015-07-25,534,164015.88,R,2,2012-06-17,0,7,7.4929,17.9361
890438,8,4,10.3713,8.7587,6,4,2018-08-18,4,87,E,2019-03-26,104,123252.74,F,4,2019-04-20,3,4,8.6476,16.1122
513711,6,9,12.6592,17.869,2,9,2013-05-14,6,28,F,2018-04-01,708,298428.4,R,7,2020-05-13,2,7,8.6713,6.5476
783406,0,4,13.5018,10.2633,4,9,2012-11-05,1,16,E,2015-10-07,198,80137.27,W,4,2016-12-27,7,3,11.0737,16.7874
258798,0,6,6.0628,7.3213,5,5,2020-01-13,7,13,E,2013-03-16,896,439724.53,F,8,2017-01-14,9,8,12.2034,9.2568
474414,8,8,9.5913,7.1567,2,3,2010-12-28,5,14,D,2016-09-09,944,300707.1,W,6,2019-06-03,9,1,13.6064,18.1071
779043,9,9,10.4615,7.5236,8,1,2012-01-12,8,57,D,2012-10-09,717,32116.37,F,5,2020-06-19,6,7,5.5327,7.0127
227612,4,6,12.4195,6.29,8,6,2013-06-30,8,41,F,2020-08-16,832,266939.28,F,9,2013-05-11,9,7,6.599,14.0713
516555,8,7,12.5545,16.3224,8,2,2016-01-28,4,78,G,2018-08-04,502,51879.2,W,4,2021-03-28,5,0,14.6841,5.9137
319140,4,7,14.132,14.099,1,9,2015-10-25,5,41,B,2013-04-18,907,217079.01,R,7,2022-04-22,2,3,5.4961,12.9314
486926,1,8,13.0668,14.143,1,7,2010-04-08,3,55,E,2020-04-06,366,95937.74,O,3,2012-09-29,2,5,13.2828,15.543
807505,0,7,9.2931,13.5683,3,7,2019-08-14,9,55,A,2017-09-16,118,415073.25,F,6,2021-08-30,6,4,11.4322,12.8478
599672,4,9,10.1514,6.7195,4,6,2016-08-11,8,68,E,2013-10-25,584,337861.11,W,7,2015-11-13,4,7,11.5688,13.8163
616511,8,4,7.1811,10.249,1,4,2013-06-27,5,32,G,2016-04-11,136,360772.62,F,6,2021-05-25,0,7,7.6687,15.0065
140867,0,4,7.3413,17.6796,2,9,2014-08-17,1,68,F,2021-06-27,692,135141.06,W,5,2013-06-19,6,0,7.394,12.731
538449,0,8,5.7045,16.6956,7,2,2011-03-07,8,22,E,2018-12-12,293,452096.24,W,7,2018-10-04,5,3,10.8923,7.4569
225063,2,2,9.8155,7.8874,7,0,2019-07-24,8,69,G,2017-09-19,889,262698.21,R,4,2014-04-10,7,9,10.9446,16.4622
291196,5,9,6.5372,16.7303,9,5,2010-04-25,7,33,E,2013-03-25,751,191756.39,W,5,2012-11-23,5,8,12.5941,5.3682
898935,7,7,14.9944,10.6788,9,4,2016-01-05,3,37,B,2018-01-29,848,438746.78,W,4,2020-01-12,2,3,6.6207,6.5917
511647,7,3,5.5565,7.6429,2,6,2019-03-09,3,58,A,2017-05-03,356,345423.15,O,9,2018-05-05,1,4,10.1184,5.6032
664844,8,9,4.8611,15.0512,6,1,2011-10-28,3,31,E,2013-12-08,319,292410.42,F,2,2019-05-12,5,6,9.9692,9.561
490936,3,6,9.9018,7.1028,8,0,2020-06-16,4,23,E,2017-12-02,742,376975.01,R,2,2021-02-11,1,3,13.2532,9.1814
397879,9,3,3.6899,13.7072,4,7,2015-06-02,1,44,D,2011-08-21,238,224662.81,F,6,2015-12-19,5,4,6.0936,17.6627
679660,9,0,8.0255,8.7879,4,6,2011-02-15,7,74,B,2017-12-21,442,357873.47,O,7,2015-01-16,1,2,13.1586,9.093
795597,2,3,10.4749,14.168,3,0,2014-07-25,1,57,C,2018-09-14,139,434184.27,O,2,2021-04-25,3,4,13.6249,13.4363
707771,7,1,13.8575,8.3972,3,7,2011-01-18,5,13,F,2014-06-18,828,201801.24,W,3,2019-09-07,9,5,11.9395,7.8988
467092,3,8,2.169,14.5064,2,0,2015-07-16,3,26,F,2017-11-27,150,298075.64,R,7,2019-06-16,4,5,7.4051,6.1521
449512,8,0,5.1827,9.089,4,7,2015-01-03,1,20,G,2018-08-09,115,107677.95,F,4,2013-01-21,0,7,6.4527,10.5537
293987,3,7,13.9599,9.7746,9,2,2011-03-09,5,22,C,2021-07-18,607,431079.29,F,9,2016-06-29,9,8,13.7659,17.8172
203118,2,8,3.8227,14.3791,2,8,2011-12-22,8,37,G,2014-10-10,821,352410.07,R,2,2015-07-11,0,3,8.4502,11.5731
153440,3,1,10.8188,8.3268,9,4,2012-02-28,1,32,C,2017-12-19,825,494725.8,O,1,2020-04-04,7,7,7.8454,12.5927
519983,6,3,14.6566,7.6888,9,3,2012-04-27,3,80,B,2016-07-19,288,40000.26,O,7,2015-03-17,3,1,10.0312,5.8595
768833,8,6,10.2574,16.0435,4,2,2018-06-29,6,21,E,2021-01-10,297,446531.84,O,3,2013-07-31,8,1,10.8337,7.7607
287326,8,7,3.5525,10.5515,3,9,2012-06-01,3,58,B,2011-08-12,898,167422.86,W,6,2012-11-05,5,0,10.5726,9.0424
862615,4,8,13.3055,11.0726,3,5,2016-02-28,3,76,D,2017-04-27,491,365556.76,W,7,2017-02-15,2,7,7.8397,14.1305
553329,3,8,1.3377,15.0796,1,0,2016-04-30,9,11,E,2011-11-02,640,418821.77,F,8,2017-11-18,5,6,13.553,8.3085
793011,4,8,5.2833,12.7522,9,4,2014-10-12,2,84,B,2014-12-11,890,441511.23,R,8,2022-06-30,2,4,11.3151,18.3523
329107,9,9,12.0041,8.5107,4,7,2010-09-07,6,33,B,2019-10-01,571,66925.93,O,8,2012-04-07,3,1,14.6308,14.3511
520553,2,7,5.219,15.1535,1,1,2018-12-02,4,90,B,2012-08-19,326,244748.02,O,4,2019-06-01,2,3,11.5012,16.2226
396070,8,0,10.7702,12.3963,2,3,2011-07-14,1,15,D,2011-01-03,857,338034.02,W,6,2020-11-16,9,9,14.713,14.162
101939,2,9,6.996,16.7411,9,1,2018-05-16,7,53,A,2017-10-13,106,496105.38,O,5,2018-07-20,9,6,13.0952,6.8525
342144,1,0,4.7371,8.3622,8,0,2014-02-27,3,36,G,2016-12-12,179,321034.4,O,3,2013-03-20,7,3,9.8074,11.545
656063,6,3,9.2134,10.5794,1,8,2017-04-07,4,47,C,2011-12-07,516,363868.57,R,9,2020-02-27,4,7,8.6775,15.9915
729131,7,9,3.3871,10.4165,9,6,2010-11-03,2,37,C,2017-05-31,824,455688.29,F,2,2014-06-03,0,9,13.8161,17.3394
856853,0,7,9.3259,6.2751,6,1,2011-02-22,6,75,E,2012-01-27,404,342466.03,O,8,2019-09-17,3,4,13.8443,9.5509
172711,1,6,10.8275,17.0223,6,6,2011-08-08,7,30,C,2013-11-10,116,390244.05,O,3,2017-03-17,0,3,12.9062,5.218
288461,5,4,4.195,7.5933,9,9,2014-09-20,3,74,C,2017-05-09,628,72160.48,R,9,2013-05-01,5,3,7.0663,16.5416
316261,6,4,13.9965,15.9588,6,2,2014-09-18,8,79,A,2014-05-27,884,290464.48,F,3,2020-03-15,5,7,11.4635,7.76
876602,2,5,13.6973,17.548,5,3,2018-12-30,3,33,E,2015-02-18,839,303337.81,O,3,2019-09-06,3,7,9.918,14.6957
644361,9,4,13.266,17.7167,8,4,2011-01-29,2,56,B,2021-01-19,858,484167.46,O,2,2018-07-25,5,4,14.1657,15.0736
337583,5,3,12.0256,7.8715,6,6,2019-01-27,8,86,A,2014-06-16,457,193768.07,R,3,2021-03-02,9,0,10.9332,12.4522
312068,9,1,9.0799,6.1175,2,4,2013-12-23,7,28,A,2013-02-16,851,47123.61,R,4,2013-03-15,4,9,5.9689,18.7591
192532,0,2,1.5958,14.4445,1,6,2015-10-27,8,24,E,2012-08-02,303,335395.63,O,5,2021-02-02,6,1,14.3093,10.9847
135993,8,1,5.7043,15.1099,6,4,2018-03-27,1,76,E,2011-11-08,306,490956.09,O,9,2018-08-17,9,2,8.7811,8.3993
759404,3,4,8.3886,15.3203,1,6,2019-07-04,6,42,C,2011-05-31,763,275228.39,F,7,2018-11-21,4,0,8.6205,13.9788
794192,1,0,8.5372,8.7306,5,6,2017-03-17,4,54,F,2011-12-26,924,393644.15,O,1,2013-03-30,1,7,11.5674,14.8896
521568,1,3,11.7026,17.0746,3,2,2013-06-29,9,63,G,2013-07-01,212,367578.01,W,7,2019-01-08,6,8,14.0812,16.1578
482460,0,5,14.7219,7.9943,2,8,2016-06-17,5,60,G,2012-05-24,490,361117.79,R,1,2021-05-11,7,3,8.7757,17.5615
534424,7,7,7.3859,15.5247,5,8,2013-12-02,2,71,G,2015-07-28,149,147480.5,F,1,2021-07-26,0,7,8.3997,16.6414
380863,6,6,6.9978,9.0993,8,2,2013-02-08,7,10,C,2012-05-14,198,47980.61,W,2,2013-04-17,6,8,14.1956,15.2758
638937,2,6,4.7674,5.1454,4,5,2015-11-30,8,35,F,2019-11-17,724,488557.47,F,9,2020-05-09,3,9,12.0889,10.6908
296251,7,9,7.4011,15.7115,9,8,2014-09-14,8,61,B,2013-10-05,788,262013.03,W,5,2016-09-15,9,9,14.5294,13.1351
626343,1,0,11.4671,16.6757,9,3,2019-11-29,8,55,E,2014-09-04,301,456462.46,F,6,2022-05-24,7,0,14.0993,18.0632
463511,2,6,6.311,6.9607,7,9,2013-08-21,7,88,G,2015-12-05,160,416234.24,W,5,2015-04-30,6,1,10.6669,14.2439
209936,8,7,8.4979,10.4235,3,0,2010-08-03,2,74,G,2012-06-10,931,236322.43,F,8,2013-04-23,3,7,12.0842,8.2166
301878,7,7,9.0174,16.0871,1,7,2018-08-10,9,52,A,2013-10-28,617,63256.97,F,5,2022-06-19,7,4,7.3316,6.1276
371174,3,0,7.0409,13.7458,9,2,2020-09-11,7,56,F,2011-01-16,606,346792.03,F,5,2017-05-22,5,2,12.6673,11.7624
638800,1,0,7.483,15.6478,3,4,2012-08-21,8,48,C,2015-01-24,661,426934.59,O,4,2013-11-23,5,5,12.186,12.5766
164463,3,3,5.4314,16.8454,2,7,2016-11-13,3,57,A,2012-02-22,723,348247.93,F,7,2022-07-02,3,6,10.8987,7.6036
829677,2,0,13.8497,8.85,8,7,2018-12-21,5,22,A,2012-02-08,934,247865.67,R,5,2018-04-08,3,9,5.1906,18.0641
465972,5,0,9.2638,15.1792,3,5,2018-07-26,1,17,F,2013-03-25,595,420680.12,W,9,2014-04-03,5,3,5.9905,15.1114
175693,3,4,12.7956,11.8023,2,2,2012-06-15,6,55,D,2017-07-23,253,83834.97,O,7,2016-02-22,5,8,14.3288,9.4367
139573,1,5,1.0882,9.5622,6,0,2020-08-12,7,50,B,2016-01-23,487,332911.24,F,8,2018-06-20,0,4,11.8029,8.7047
249636,2,3,4.2307,14.1589,1,2,2013-10-22,5,24,A,2018-03-16,237,89248.09,R,4,2013-12-29,1,9,12.6099,16.5233
685675,3,4,14.6573,5.0112,1,6,2018-02-09,6,55,A,2018-02-14,225,360405.88,R,4,2017-07-07,5,0,11.5214,12.5353
797870,9,5,7.9368,16.4396,6,3,2017-04-09,2,14,A,2021-08-13,529,412851.15,R,2,2017-12-13,5,1,5.702,16.431
516805,7,9,8.1755,5.5652,6,0,2020-11-01,2,59,C,2012-07-28,325,180713.69,F,5,2014-08-30,0,0,13.202,10.1447
412523,0,3,2.4822,7.001,1,3,2010-03-01,7,44,G,2013-06-28,694,97683.19,R,3,2016-11-01,6,6,5.7826,18.3788
641353,0,9,7.6044,14.7844,2,7,2018-08-09,2,12,D,2019-04-22,118,375922.3,O,7,2013-09-27,2,7,11.0023,14.8557
252543,2,6,3.4581,13.353,3,9,2019-11-15,3,54,A,2011-01-16,359,460421.41,R,4,2022-04-25,1,3,10.3231,14.4787
495966,2,6,5.5641,8.1588,8,4,2019-01-13,5,13,C,2019-06-06,739,180588.1,O,7,2020-03-10,7,8,9.9009,7.8593
283717,4,0,7.7852,14.5304,7,4,2013-01-31,7,66,F,2016-11-07,285,147444.01,R,4,2015-08-29,4,6,10.4249,13.7677
546966,7,3,11.9473,5.5662,6,7,2020-05-19,6,16,D,2018-09-14,387,48531.39,O,8,2015-03-27,4,5,12.612,11.411
221349,4,3,5.5269,12.5113,5,4,2020-03-03,5,66,E,2018-02-07,623,425659.27,F,9,2014-09-05,4,7,10.6102,13.7735
600587,4,9,4.6882,11.8328,8,2,2015-10-14,6,90,A,2012-05-25,613,428511.06,R,1,2017-04-21,4,6,11.3303,10.2878
191761,5,2,6.2114,8.6359,9,8,2018-08-18,7,54,E,2015-03-19,772,49605.03,W,1,2016-04-14,7,4,14.1391,5.7368
808388,0,0,7.1196,15.0717,6,2,2018-10-04,6,48,B,2012-11-11,341,164364.51,O,3,2012-01-14,3,8,5.5828,11.1957
631398,0,2,5.4759,8.517,7,1,2017-12-01,4,37,G,2011-12-20,728,128516.87,F,8,2015-07-25,1,4,7.429,18.7828
596485,5,3,4.8387,16.0285,8,5,2018-01-03,3,40,G,2020-01-20,285,12615.49,F,3,2015-03-09,4,6,14.6504,8.5844
388143,3,1,13.3462,7.6114,7,4,2020-05-05,4,73,D,2014-03-28,881,382088.36,R,2,2013-04-02,7,4,13.2533,13.5974
515610,3,6,10.585,14.0215,7,7,2010-12-19,7,81,G,2015-04-13,637,488567.88,W,4,2019-05-13,6,2,13.5956,18.525
662652,4,0,12.1256,8.1485,3,1,2012-02-23,3,29,A,2021-02-06,875,209731.79,W,3,2020-03-20,1,7,14.1121,15.3972
115990,2,0,9.5373,13.0847,1,9,2013-12-23,6,67,E,2018-09-28,599,243213.27,O,7,2017-11-30,2,5,11.0216,18.6926
200205,7,9,11.0808,16.7795,6,8,2018-08-12,3,66,F,2017-02-27,512,232176.54,R,6,2015-10-26,4,8,11.281,9.0274
602553,4,9,2.9855,8.5458,3,1,2011-10-29,1,65,G,2014-08-20,767,351513.77,R,5,2022-02-05,2,8,11.6599,13.4178
361212,2,6,4.6847,9.2739,9,1,2012-12-10,2,22,G,2021-09-02,302,263048.26,O,6,2012-05-19,2,3,7.958,17.2455
510057,0,9,8.556,16.6664,7,5,2012-12-23,6,16,A,2015-11-22,821,489528.07,W,8,2013-05-07,3,0,12.779,6.7134
248666,5,9,12.4577,9.457,1,0,2013-09-20,9,46,G,2011-12-08,313,131320.84,W,2,2015-09-28,5,3,14.4271,10.9981
441441,5,8,4.4066,6.1663,8,3,2019-03-26,4,10,A,2020-11-10,743,67408.84,O,2,2013-05-07,0,0,7.2307,9.7499
419173,0,0,11.3158,9.2543,9,2,2017-08-03,7,44,G,2019-03-06,124,455953.31,F,7,2021-11-10,1,8,14.9089,16.7575
230177,7,1,6.1999,7.6811,4,6,2017-01-16,3,80,G,2016-04-06,757,489913.25,F,4,2019-07-30,7,7,8.589,13.8264
704666,4,2,3.7959,6.5439,2,1,2020-02-20,4,39,A,2017-10-07,165,129340.46,F,5,2013-11-16,2,8,5.8375,18.6189
386880,4,7,4.4908,12.79,4,7,2013-04-13,3,87,D,2014-04-11,382,190207.4,R,7,2021-10-31,8,2,7.6892,9.4104
624460,7,4,11.98,6.242,1,5,2018-11-20,4,50,G,2019-05-05,262,100772.97,F,8,2022-07-13,2,8,13.2767,18.8906
472019,2,3,7.4066,13.5771,3,9,2016-11-08,5,80,G,2013-05-31,560,184849.42,F,4,2021-10-24,5,5,12.963,10.4451
555793,6,0,8.9943,16.436,8,7,2017-06-11,9,58,A,2019-01-23,211,24647.45,F,4,2012-08-18,0,8,6.8672,8.235
295414,4,2,12.7186,17.1822,6,7,2020-10-24,7,81,B,2018-11-10,551,213066.68,R,2,2012-12-27,5,1,5.8716,6.5654
199696,3,6,13.4318,13.1023,8,2,2013-02-01,9,33,F,2012-08-31,721,338551.1,W,4,2015-11-06,4,5,5.6718,17.9683
562984,0,9,4.1743,12.0086,1,8,2014-11-16,2,16,C,2018-05-06,194,292608.29,F,1,2012-12-20,6,5,14.2092,14.6087
752332,1,7,3.6705,6.4783,2,0,2013-10-05,8,72,D,2012-01-16,727,360228.51,R,4,2016-07-31,2,2,6.2906,13.5121
606349,0,9,5.323,5.6849,4,7,2010-04-23,2,46,G,2019-03-06,808,134203.77,F,3,2021-07-17,7,7,11.9771,8.1354
209081,1,0,6.7967,13.8208,7,8,2013-10-21,2,10,D,2020-06-04,792,314915.41,O,8,2020-09-27,7,9,14.8769,7.1694
178212,8,5,3.0847,6.7779,6,7,2019-11-04,7,64,C,2016-09-08,754,192620.07,O,6,2016-06-26,6,1,12.3788,12.2963
773302,2,7,8.3292,12.0486,1,8,2020-08-26,5,17,G,2017-04-28,358,119121.74,R,9,2012-05-09,0,2,5.9424,13.2598
656231,3,8,4.5129,15.8661,9,0,2019-06-23,8,13,A,2013-09-15,833,175243.28,F,8,2016-11-17,3,2,9.7753,7.1339
160873,9,2,14.4248,13.382,1,7,2010-11-16,8,84,F,2019-11-17,298,444727.42,O,7,2014-07-04,1,1,13.2802,8.5181
621321,4,1,10.7008,11.856,3,4,2012-02-24,5,21,D,2013-08-12,874,40192.15,R,1,2017-03-06,4,1,11.8378,13.242
121374,7,7,14.9867,17.3632,4,2,2018-08-24,1,88,G,2012-08-27,693,178159.85,W,1,2020-02-13,2,5,5.0589,7.0201
789538,4,5,5.4388,5.5119,6,8,2011-01-21,8,34,E,2014-05-18,568,252470.12,O,4,2017-06-07,6,0,5.9581,5.9217
594608,0,7,14.7426,15.9322,1,3,2019-04-16,3,20,A,2021-01-25,689,361956.14,R,4,2016-05-21,5,9,9.138,17.4115
443866,7,7,11.4542,7.6131,1,5,2012-11-12,8,50,E,2018-11-18,687,499841.04,R,8,2012-10-26,1,4,12.207,13.1267
384899,2,2,5.8848,7.3322,9,5,2013-05-13,6,79,C,2021-12-25,756,63310.34,W,7,2020-12-05,8,7,11.6782,15.2038
507654,5,5,2.2729,15.8171,5,4,2019-03-11,7,36,D,2016-09-09,503,88798.14,R,1,2016-01-29,3,1,12.3637,8.6181
137308,8,5,7.5951,7.6259,3,4,2011-01-29,6,54,B,2017-12-09,379,99274.34,O,8,2016-07-10,5,1,14.428,16.543
645944,6,0,12.4021,6.3616,3,8,2014-05-26,6,76,F,2014-08-04,440,134070.23,R,5,2012-06-03,9,9,6.8311,18.2814
883265,3,6,14.303,5.5899,3,9,2011-02-14,1,61,A,2020-09-06,148,461065.95,R,5,2022-09-14,4,4,9.0855,5.2599
