INT-RATE-BORR,INT-RATE-BORR-1ST,APPLTN-CDE,FULLY-PD-CDE,FULLY-MTURD-CDE,ADVNC-UNCLSD-CDE,ACT-COLLCTN-ONLY-CDE,ASSOC-TYP-NOTE-CDE,PURCH-CDE,NBR-PYMTS-AMORTN,INSTLMTS-INT-ONLY-CNT,SALE-STAT-CDE,FIXD-PRD-INIT-LGTH,MORT-HLDR-CDE,YR-LN-CLSD,DTE-LN-SLD-OR-PLDGD,FMHA-DIR-TO-INSRD-CDE,DTE-CLSG,DTE-LN-EXPRTN,LN-AMT,RECVRBL-CST-CHGS,PRIN-CR-LN,INT-CR-LN,INT-FCL-LN,SCHED-STAT,PYMT-EXTRA-AMT-CUM,CR-NON-CSH-APPLTN-TYP-CDE,CR-NON-CSH-LST-AMT-APPLD,DTE-LST-NON-CSH-CR,DTE-LST-CSH-CR,DTE-NEXT-INSTLMT-DUE,INSTLMT-DUE-NEXT-AMT,INSTLMT-NEXT-TYP-CDE,MTURD-CDE-DIR-RE,DTE-INSTLMT-DUE,INSTLMT-DUE-AMT,INSTLMT-TYP-CDE,SUSP-CDE-LN,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-CHNG,LN-NBR-OLD,INT-ASSTNC-CDE,WRTF-CDE
6.5598,13.0881,1,1,2,2,1,1,D,189,1,3,14,72,20,2016-10-21,1,2021-09-21,2042-04-05,4075284.12,45573.22,40030.38,10628.59,36535.74,28595.2,24789.41,X,80437.01,2017-01-05,2016-08-13,2015-08-21,3593.54,6,5,2018-04-04,1914.2,W,8,2019-07-26,34,73,2,I
3.6449,2.4939,3,0,1,3,1,0,C,031,6,1,10,76,20,2016-02-28,0,2018-11-13,2044-08-23,1875777.34,47654.52,40980.42,40915.3,31616.1,45335.12,23316.52,V,59828.76,2019-07-06,2014-06-15,2016-12-27,2618.78,6,5,2014-07-22,1367.17,A,7,2014-03-04,38,64,1,Z
10.1505,10.9705,2,0,2,0,0,1,S,235,5,4,31,61,20,2017-09-17,0,2018-02-26,2049-08-19,201154.85,49926.46,36032.85,41763.16,49010.02,39870.0,22715.69,J,82785.34,2015-11-22,2018-03-26,2017-09-12,3369.89,2,6,2013-01-23,1990.41,S,5,2010-04-09,24,52,1,C
2.5703,6.4183,2,1,0,1,1,0,C,171,2,3,46,62,20,2018-11-11,0,2019-08-15,2049-05-27,3023501.25,24288.48,40286.81,22677.98,46381.31,42854.31,36190.38,A,54287.38,2017-05-05,2017-07-30,2014-12-26,3423.05,6,6,2018-07-22,1619.86,Q,7,2015-12-16,30,78,2,W
13.497,1.3397,3,0,2,1,0,1,S,176,5,2,28,67,20,2015-11-19,1,2014-07-18,2041-11-27,218456.12,27201.58,13155.42,41120.21,29124.51,27652.88,54976.34,C,49993.75,2016-03-09,2016-02-10,2013-08-22,2920.6,6,6,2021-09-14,1736.88,W,9,2013-06-27,21,13,2,Z
5.5328,4.8514,3,0,0,0,1,1,U,243,6,4,13,64,20,2014-11-09,0,2013-12-07,2046-12-30,3507740.54,30170.68,34915.43,18176.55,21490.3,49054.45,60465.07,P,79855.19,2016-03-29,2018-05-16,2014-12-04,2522.18,1,7,2018-02-22,3107.78,W,8,2020-12-12,30,14,4,G
11.9186,13.8973,3,0,2,3,0,0,U,086,3,2,33,61,20,2016-01-16,0,2021-07-31,2048-05-27,4154526.87,18147.64,37987.65,15696.97,42003.73,38860.19,61389.0,P,48451.32,2018-10-23,2019-02-07,2013-07-21,1729.26,1,4,2020-02-29,1044.08,S,7,2019-10-20,24,06,2,E
8.792,3.0513,1,1,2,1,0,0,C,189,6,1,28,80,20,2016-03-29,1,2019-12-14,2041-12-01,2947279.38,43400.09,12062.07,30030.1,23022.07,14749.73,67608.21,M,41733.07,2015-06-10,2017-10-07,2018-01-12,1319.69,4,5,2014-09-12,2421.09,M,6,2013-08-07,36,05,4,X
9.4236,12.6385,2,0,1,1,1,0,U,010,4,1,10,70,20,2017-07-18,1,2017-12-09,2043-06-12,2656266.31,28146.87,42039.66,45086.58,14630.71,27801.42,32632.78,V,74315.53,2014-06-06,2019-03-21,2013-03-19,1663.05,3,7,2017-08-05,1983.82,W,7,2019-03-29,20,47,5,N
13.6527,14.7997,2,0,1,1,1,0,D,169,4,4,48,79,20,2019-06-11,1,2014-05-08,2047-07-10,2250893.85,46291.3,12125.43,12260.63,36958.76,16770.38,41318.58,D,52505.4,2018-10-27,2018-02-24,2016-10-16,2367.9,5,7,2013-06-17,1547.36,Q,7,2019-02-20,22,74,4,M
3.6622,10.7543,3,1,0,3,0,0,S,167,4,3,48,63,20,2016-04-04,1,2017-10-18,2051-07-07,3780793.19,14641.3,20242.39,20454.12,47491.4,32131.76,50555.43,S,54628.05,2015-11-19,2017-12-09,2017-12-20,2676.95,2,4,2019-02-13,2040.59,A,9,2011-05-28,36,56,3,U
11.0498,11.7919,3,0,2,3,1,0,T,158,6,2,43,74,20,2015-05-24,1,2016-09-08,2044-06-06,3572526.27,48985.53,40594.42,21557.77,28852.97,26740.96,46845.68,O,43060.64,2016-01-22,2017-07-10,2017-12-28,2424.15,6,4,2015-01-15,2243.39,S,9,2014-02-14,40,86,1,D
9.5638,10.3116,3,0,1,1,0,0,V,092,3,1,46,71,20,2017-03-04,0,2012-08-01,2043-08-07,4936569.68,12277.43,46768.58,32873.97,34585.17,42651.76,67358.68,Q,76496.52,2016-01-22,2015-06-01,2016-01-13,3696.91,1,5,2018-02-08,1706.88,S,9,2017-02-16,34,45,1,K
8.2939,1.8358,3,1,0,3,0,0,C,188,5,3,21,65,20,2020-03-16,1,2011-02-05,2049-06-11,3072268.08,39083.12,43508.95,44088.62,18207.58,21176.64,22618.27,S,86498.16,2018-12-15,2018-06-17,2018-01-07,2307.25,6,5,2016-07-20,2635.09,M,6,2012-06-29,26,45,1,V
9.5491,13.3247,3,0,1,3,1,1,V,088,1,4,20,69,20,2015-01-03,0,2014-02-07,2043-09-30,285002.28,41769.73,48502.06,24263.09,11316.6,42517.36,69895.87,H,73349.16,2014-01-26,2016-04-22,2019-09-15,1560.18,6,4,2022-07-30,3296.13,W,6,2014-09-09,37,01,5,F
1.5629,13.5063,3,1,1,2,0,0,S,124,2,3,27,61,20,2011-11-16,0,2016-10-11,2048-10-16,4984860.71,16154.33,33177.49,15293.5,19895.15,15101.94,45267.75,G,78997.73,2019-10-30,2018-09-08,2016-07-18,2101.13,6,5,2020-06-05,3611.51,M,9,2014-05-29,27,37,3,X
11.5227,4.6107,3,1,2,0,1,0,S,019,2,4,22,65,20,2019-09-12,1,2015-10-28,2042-08-13,1226985.27,18130.91,40372.77,40776.7,24193.48,43702.37,64379.21,M,54283.23,2013-05-22,2018-08-03,2015-06-08,3263.85,2,5,2020-11-14,2285.37,M,6,2013-07-11,34,11,1,B
8.4393,8.3367,3,1,0,0,1,0,V,057,6,1,47,76,20,2014-10-24,0,2014-01-04,2045-09-25,3160582.08,26138.7,34082.14,23032.72,15592.2,18920.05,60146.07,P,76698.27,2017-11-26,2019-09-26,2013-09-14,1069.2,3,5,2020-05-08,1763.0,Q,7,2020-08-11,38,28,5,A
3.9757,3.634,2,0,0,0,0,0,D,284,5,2,47,61,20,2013-04-17,1,2015-12-07,2047-09-22,1981936.11,33525.82,22587.04,42377.17,31903.63,46423.7,44374.09,B,68320.88,2014-02-05,2015-01-27,2015-01-16,2205.69,4,5,2017-10-04,1599.2,M,5,2015-06-11,38,37,1,D
8.619,2.4802,1,0,1,2,0,0,V,013,3,1,36,75,20,2014-08-26,0,2012-12-04,2041-06-18,541294.99,42111.79,34053.59,42817.46,34548.1,39153.69,39134.21,I,35817.52,2014-12-15,2018-04-30,2015-02-06,2555.37,2,7,2012-03-22,1563.64,S,7,2016-11-03,31,35,3,W
5.5044,2.4667,1,1,1,2,0,0,D,234,5,1,42,79,20,2013-01-22,1,2017-01-17,2046-02-11,1610692.58,47846.2,40185.34,41448.95,12930.55,21745.11,21706.93,H,66491.67,2013-11-16,2016-12-27,2013-09-12,1694.17,5,4,2021-01-23,2870.92,Q,7,2018-05-17,32,04,5,S
1.8002,9.6454,2,0,0,0,1,1,D,148,1,4,47,69,20,2019-08-23,0,2021-02-19,2041-02-04,1724735.42,32149.55,37615.13,42691.38,11450.69,20780.33,31972.38,C,33749.81,2018-12-03,2019-12-09,2013-01-03,1013.42,5,4,2013-06-09,2042.08,S,5,2015-07-03,25,38,1,A
9.75,5.7044,3,0,2,0,1,1,D,281,3,1,29,66,20,2015-02-24,1,2016-05-28,2047-08-02,2202703.85,44926.82,19791.16,13481.2,17553.89,16849.16,36878.77,I,42544.93,2016-05-10,2015-01-07,2015-07-14,1132.56,2,4,2020-07-28,1037.95,W,5,2014-07-09,20,73,3,R
14.2222,6.4795,3,0,0,0,0,0,V,094,2,3,25,60,20,2018-03-20,1,2017-03-22,2050-06-06,1679626.13,46559.74,14739.59,31859.95,16287.35,17323.6,23641.4,L,64478.06,2014-03-30,2019-05-29,2019-10-10,2144.83,2,5,2016-05-21,2400.8,A,9,2014-11-07,28,41,5,R
3.426,14.7039,1,0,1,2,1,0,V,120,3,2,33,75,20,2021-02-17,0,2020-04-17,2041-12-15,1856572.92,35157.16,12048.92,15314.81,20907.0,46648.55,41614.27,N,74459.04,2016-05-11,2013-06-07,2013-04-11,2976.52,2,5,2022-07-14,3430.04,Q,9,2018-11-13,34,34,1,S
10.8035,14.3833,1,1,0,2,1,0,C,075,1,1,47,77,20,2013-11-02,0,2020-08-30,2044-06-15,1217799.33,17877.26,19515.37,33395.89,10090.5,32152.58,52806.52,P,63676.28,2017-08-27,2015-01-27,2016-03-04,1837.79,3,5,2019-07-14,1723.14,Q,8,2010-03-09,21,30,2,J
6.3689,12.5435,3,0,2,2,0,0,C,142,2,4,21,60,20,2018-08-20,1,2017-04-10,2046-10-19,926677.84,24269.58,30723.88,32463.6,28956.53,26122.57,28563.44,Q,45807.76,2016-11-06,2016-06-29,2018-07-05,1412.17,6,7,2019-05-13,2544.77,Q,8,2018-05-21,27,73,4,V
1.4993,7.5603,2,0,1,0,0,1,S,243,6,2,16,78,20,2019-09-12,1,2019-09-12,2041-12-22,4308478.07,37529.08,48705.46,49299.05,42236.82,26952.94,38103.29,M,69010.66,2015-06-14,2014-02-21,2017-07-17,2230.86,5,6,2012-09-18,2064.56,S,9,2015-05-02,35,95,3,W
14.2371,14.0643,2,0,2,1,1,0,C,032,2,2,41,76,20,2016-10-01,0,2013-06-29,2050-05-20,2475916.76,12145.49,26247.17,28316.38,41737.3,38983.15,33749.06,C,64336.11,2015-11-14,2016-10-27,2013-09-17,3121.35,4,4,2015-03-10,2299.64,W,5,2012-11-20,30,38,5,S
11.7198,4.9175,2,0,1,2,1,1,C,259,1,3,19,71,20,2019-05-21,0,2017-02-05,2046-03-05,3220315.6,32201.34,33879.8,18333.61,32903.25,34084.29,46681.66,S,51202.94,2018-12-21,2015-03-05,2015-05-29,1169.98,5,7,2016-06-14,1007.37,M,7,2012-07-21,30,39,1,A
3.1981,2.3877,3,1,1,2,0,0,T,025,4,3,26,68,20,2011-05-17,0,2020-05-19,2043-12-06,4680258.61,16102.46,23987.48,26935.93,13087.54,22358.07,50989.13,I,81720.78,2015-06-25,2014-01-06,2016-04-14,2924.79,1,5,2012-04-22,1379.07,M,9,2010-02-19,33,82,2,G
4.9751,10.0659,1,1,0,2,1,1,U,248,4,2,12,76,20,2017-11-09,0,2015-01-27,2046-10-02,1128883.21,48686.61,15065.55,47137.13,19161.57,13086.08,53639.02,J,31161.58,2018-07-15,2015-11-17,2018-04-07,1192.52,6,5,2022-03-23,1723.02,M,8,2015-09-11,31,57,3,A
3.276,6.5279,2,1,1,3,0,0,C,065,6,4,14,77,20,2019-11-22,1,2013-10-11,2045-03-21,4308213.04,10702.05,16292.56,44869.48,21325.23,33042.01,39951.42,H,33609.83,2017-11-17,2013-06-14,2013-04-09,1395.24,6,4,2019-07-28,1650.53,Q,5,2011-08-01,33,37,1,N
9.3841,13.7995,2,1,2,3,0,0,S,015,2,1,17,71,20,2016-07-15,1,2014-02-05,2047-06-30,4003585.28,25730.22,22093.96,46621.88,28889.66,28523.96,23330.02,B,61750.06,2015-12-17,2016-04-13,2015-09-29,1199.81,4,7,2014-03-23,2399.5,W,9,2012-08-05,23,71,2,X
10.9772,7.9592,3,0,1,3,1,0,V,220,4,1,41,65,20,2020-06-19,1,2012-04-23,2042-10-21,975321.83,36669.01,48304.66,25549.35,35457.83,17248.26,66098.96,W,44131.3,2015-02-10,2017-02-19,2015-11-25,2242.95,4,6,2020-07-09,2225.46,S,9,2013-11-30,32,87,5,W
5.4282,3.9716,2,0,0,2,0,1,T,261,2,1,45,77,20,2021-03-29,0,2014-08-26,2049-11-10,884927.24,19120.8,28284.49,20731.91,30446.8,27272.4,32516.75,V,85709.92,2019-04-12,2019-07-14,2018-01-28,3452.07,2,4,2014-08-20,2245.17,Q,7,2013-09-25,35,23,3,J
6.5308,2.4366,2,0,2,3,1,0,D,069,5,3,44,61,20,2018-03-12,1,2012-01-13,2051-11-26,1342416.27,45481.82,25624.72,43458.36,18183.34,37352.43,58583.12,X,62954.71,2019-10-25,2016-07-23,2017-08-28,3668.44,6,6,2017-04-24,2304.43,S,8,2014-12-14,40,71,1,H
2.7562,7.4012,3,0,1,1,0,1,T,084,4,2,32,75,20,2017-06-18,0,2012-11-12,2045-06-13,4426462.37,16645.78,40470.29,46207.12,32412.27,42852.88,39925.01,T,32599.08,2017-07-07,2013-11-06,2014-07-13,1229.92,2,4,2021-02-02,3228.21,Q,9,2017-07-07,21,21,3,T
4.3081,9.956,3,0,2,3,0,0,C,118,4,1,38,74,20,2021-04-16,1,2012-07-28,2051-01-12,1998370.35,33978.93,39748.72,49214.4,41903.86,14745.01,21586.03,K,65695.86,2015-07-09,2016-08-15,2018-08-21,3001.69,3,4,2017-01-18,3677.1,M,5,2017-08-16,30,44,1,D
8.2553,5.2681,1,0,1,2,0,0,V,214,2,1,47,68,20,2014-03-01,1,2015-08-09,2048-07-01,1977932.85,27916.16,15438.74,47810.28,28651.58,21892.45,20713.9,I,45210.63,2017-01-11,2017-02-22,2013-12-09,2129.54,5,7,2014-01-05,2836.51,Q,6,2011-09-11,27,40,1,W
14.9187,7.4966,1,1,1,3,0,1,T,113,2,1,43,70,20,2014-11-02,1,2020-08-04,2049-04-18,4646812.09,13262.33,43735.52,38432.92,45924.78,33007.6,67140.8,R,51747.71,2013-03-03,2016-09-22,2015-08-12,3473.78,5,6,2014-07-03,3585.86,W,9,2018-09-28,28,80,4,Y
8.5932,1.6535,3,0,1,1,0,0,V,093,1,4,15,61,20,2020-03-11,1,2014-08-02,2048-07-09,2060745.99,26385.62,29539.32,32565.12,26589.46,37385.52,65527.97,P,71115.6,2013-06-25,2017-09-25,2018-09-03,2765.32,5,5,2014-09-07,1057.88,A,5,2019-02-25,33,87,3,E
4.904,3.3391,3,1,1,2,0,1,C,262,1,3,41,79,20,2012-04-04,0,2014-03-15,2047-04-27,1570536.05,41512.08,22097.31,27989.84,33947.2,41222.28,32644.82,W,42502.32,2018-07-20,2013-04-28,2013-12-31,3993.62,5,5,2021-01-04,1063.31,W,6,2019-12-13,20,03,1,I
4.0823,1.6469,3,1,0,1,0,1,T,097,6,1,27,71,20,2014-05-27,0,2021-11-13,2043-05-07,4368574.72,26394.83,16138.38,41020.88,20858.91,45394.88,39730.19,L,61884.52,2019-07-05,2014-06-24,2014-06-27,3650.86,1,4,2022-05-03,3143.78,Q,8,2010-06-10,23,62,3,U
2.2014,13.2458,1,0,0,2,0,0,C,261,5,3,40,62,20,2014-02-20,1,2019-07-15,2047-07-25,2687657.79,34964.64,30687.38,48470.28,23996.96,22872.6,33645.3,T,52081.75,2019-01-06,2017-06-05,2017-01-28,2754.76,2,4,2012-09-09,2495.36,A,8,2019-06-24,39,53,5,X
12.5718,5.909,2,0,1,1,1,1,U,115,1,1,39,78,20,2012-06-21,0,2012-12-30,2048-02-13,3836810.62,24431.12,31609.73,36559.84,48479.87,48714.31,65829.93,I,53848.56,2015-10-26,2019-04-22,2015-06-19,2961.42,5,7,2022-07-01,3722.42,Q,5,2020-07-25,29,10,1,G
8.5773,13.6634,3,0,2,1,1,0,C,298,1,2,10,60,20,2017-08-19,0,2014-03-16,2048-12-20,1778738.45,31722.49,34430.73,38631.45,12056.83,39781.68,22141.52,E,43225.4,2015-07-25,2015-05-30,2017-03-31,1954.57,2,6,2013-04-14,2149.54,S,7,2013-11-14,32,58,1,T
8.2765,10.5909,2,0,2,3,1,1,V,152,6,1,20,69,20,2017-08-03,1,2016-06-13,2041-07-29,3198287.88,30268.34,47923.89,35648.35,12992.37,26816.81,21104.63,W,85642.36,2014-12-11,2013-04-08,2014-07-27,1085.61,1,5,2018-09-19,1377.17,M,8,2018-10-22,35,84,5,E
2.1298,10.5155,3,1,1,1,1,0,U,127,1,1,40,60,20,2012-05-02,1,2020-07-31,2044-12-04,195322.53,26658.98,12806.07,10417.65,39582.65,14017.51,67664.23,G,54283.17,2019-07-24,2019-08-10,2013-10-24,3775.17,6,7,2021-04-03,2168.55,M,9,2018-05-27,35,53,5,U
13.9475,7.8718,2,0,0,3,0,0,D,163,2,1,36,60,20,2019-02-19,0,2016-10-17,2051-06-20,226206.94,31982.22,23209.69,41635.44,24163.31,18967.24,26115.91,D,44157.85,2016-04-15,2018-08-20,2013-12-28,2603.15,6,7,2012-10-28,3008.49,W,8,2016-01-05,38,97,4,E
1.1538,5.6246,3,1,2,1,0,1,D,030,3,4,47,71,20,2014-06-27,0,2014-11-05,2050-01-25,4014871.76,18990.2,19891.84,37190.3,16818.52,19730.69,31208.95,X,37183.18,2013-05-17,2013-06-30,2018-08-05,2255.6,5,7,2013-05-13,3388.63,W,7,2018-02-26,37,43,1,H
7.08,10.4364,3,1,1,0,1,0,V,255,2,4,11,78,20,2011-02-19,0,2013-11-24,2043-02-01,1915686.31,26410.44,49304.19,26616.18,31288.16,39830.81,46113.65,K,70093.73,2015-02-08,2018-10-22,2015-03-03,2844.66,4,5,2020-04-07,3846.57,Q,6,2015-05-28,38,61,1,E
13.7105,1.7649,3,0,1,1,0,0,S,076,6,2,40,68,20,2018-07-23,0,2021-09-02,2042-11-06,2978710.47,33069.34,40668.69,49890.01,26796.11,35176.33,29563.37,U,86491.55,2019-05-07,2014-03-18,2014-06-29,1187.73,6,7,2017-02-01,1024.94,W,8,2011-10-14,34,84,4,J
6.6145,13.0908,2,0,0,1,1,1,V,222,4,2,36,72,20,2011-12-16,0,2013-07-12,2050-10-23,3320392.67,12072.36,41341.9,36024.76,25482.36,44476.91,55323.26,U,88717.46,2017-07-05,2017-02-02,2015-01-13,2339.11,5,7,2015-02-22,2835.74,Q,6,2012-01-12,37,07,2,M
9.3284,14.4213,3,1,1,2,1,0,U,038,4,3,26,70,20,2017-10-03,1,2019-12-05,2044-01-18,2463955.71,26207.03,27737.67,20264.07,38870.45,33749.27,65051.81,W,45583.08,2016-04-22,2015-08-14,2018-11-05,3012.0,5,4,2019-01-19,2316.33,Q,5,2010-06-19,22,33,5,W
10.7121,14.4696,1,0,1,0,0,1,T,092,6,1,45,76,20,2015-06-01,1,2019-03-22,2051-10-04,2505518.0,36708.62,32129.95,14968.39,30968.95,48790.53,59011.07,E,42862.45,2017-02-02,2013-02-24,2014-10-24,2740.23,1,5,2018-09-03,2643.73,W,8,2011-06-13,32,55,1,E
7.1745,11.5511,2,1,2,3,0,1,C,299,1,4,33,71,20,2012-04-14,1,2013-04-05,2050-03-12,1106989.3,23132.37,19884.79,29617.8,16134.17,28759.0,26838.75,T,36957.53,2014-11-19,2017-02-13,2017-06-18,2312.37,2,7,2021-09-14,1657.23,M,6,2014-09-19,21,42,3,Y
9.8899,9.0428,2,0,0,3,1,0,T,058,1,3,38,80,20,2019-05-25,0,2013-06-01,2041-02-13,4682781.44,31379.39,36631.16,40338.88,17137.54,36712.12,20246.09,Z,47136.48,2019-01-06,2017-02-08,2015-02-20,2163.72,4,6,2015-03-07,1149.65,A,5,2010-09-21,21,07,5,I
8.2801,3.9259,1,1,2,3,1,1,U,261,4,3,46,80,20,2013-02-24,0,2012-01-05,2047-09-04,2976851.43,26641.31,42973.66,11002.18,34778.77,22238.88,23115.84,Z,47628.22,2017-06-15,2013-11-14,2014-07-03,1090.54,2,7,2017-04-15,2792.93,M,9,2012-09-29,36,90,2,V
4.1447,7.0607,2,1,2,3,0,1,D,215,3,3,12,70,20,2018-07-12,1,2015-11-27,2044-12-09,4236012.04,36174.32,14716.13,21574.34,20000.72,12078.93,22223.74,E,58143.99,2016-02-21,2014-02-18,2018-01-15,1013.86,4,4,2015-12-08,3937.18,A,6,2019-10-22,30,55,4,Q
6.4371,12.2614,2,0,2,1,0,0,C,253,1,2,46,64,20,2017-05-25,0,2018-05-12,2045-08-03,679432.41,20799.18,33538.9,15021.24,30029.39,11939.05,20658.27,D,35264.95,2018-12-30,2019-08-16,2019-02-03,1993.2,5,7,2022-08-29,2355.25,W,6,2020-05-02,30,61,1,C
8.1514,1.0185,1,1,2,0,0,0,V,292,2,2,39,75,20,2011-12-07,0,2017-12-23,2048-08-14,2945746.62,28828.61,18978.19,28027.6,43882.44,29947.27,66248.14,U,64270.6,2017-04-28,2014-07-02,2017-04-16,2511.6,6,7,2019-05-17,3103.6,S,5,2013-11-28,36,24,2,Y
12.6359,6.1128,1,1,1,3,0,1,T,035,3,1,37,62,20,2016-03-22,0,2017-07-21,2045-10-05,3526860.8,45083.08,16200.44,39518.95,40926.34,33285.39,25716.15,T,87949.74,2014-12-02,2018-02-18,2014-10-14,2807.71,4,4,2021-08-15,1168.01,A,9,2016-03-02,33,11,4,Q
1.4787,11.7913,1,1,2,3,0,0,C,104,4,3,34,73,20,2020-10-17,0,2013-06-21,2051-03-02,1013365.98,21617.38,42234.75,13587.72,36935.07,26331.78,60009.33,A,39750.38,2013-03-31,2014-12-12,2017-12-06,2205.51,5,5,2016-03-26,2967.93,S,6,2013-08-16,20,93,4,Y
8.1514,6.9427,3,0,0,0,0,1,S,080,2,4,48,63,20,2012-03-21,1,2019-04-21,2051-09-15,3631430.65,16340.79,20415.6,26221.5,35217.42,25808.64,57667.98,N,42676.24,2015-08-21,2017-07-28,2019-08-17,1883.09,5,7,2022-12-11,3512.12,M,7,2010-11-20,34,48,5,V
9.6909,8.1082,3,1,2,3,1,0,U,235,3,1,42,65,20,2014-10-11,1,2018-09-30,2050-04-08,2831988.46,39695.97,25120.69,37727.41,33326.28,17423.65,55645.89,P,30470.92,2014-03-30,2017-07-10,2019-02-15,1697.29,4,7,2018-03-26,2245.85,Q,8,2014-11-01,25,73,5,A
4.8802,4.079,3,0,2,0,0,0,U,113,1,4,50,69,20,2017-03-29,1,2018-05-22,2050-07-12,1290882.62,20451.13,11198.63,30157.4,35161.81,36586.49,35257.36,B,56213.06,2017-05-10,2019-08-03,2013-05-02,3485.9,6,6,2021-02-22,2294.44,S,5,2013-05-17,28,43,2,H
2.3361,1.6399,3,0,0,1,0,0,V,091,3,2,16,63,20,2021-10-20,1,2011-05-09,2041-04-04,3800009.59,16184.25,27753.81,43478.85,24337.82,25662.68,31619.29,C,34011.27,2019-12-15,2013-10-12,2017-03-31,1091.6,6,6,2012-02-17,2992.24,W,8,2020-07-26,26,67,5,C
9.747,12.8342,2,0,1,2,0,1,D,074,4,4,12,63,20,2015-02-07,0,2016-05-26,2047-06-06,4571920.36,48882.07,36437.12,41748.4,13632.44,15680.56,33267.28,M,40574.31,2016-10-13,2013-09-16,2019-10-18,2460.63,2,7,2022-08-08,2306.03,W,9,2014-09-01,40,97,4,C
6.8345,13.7762,1,1,2,0,0,1,D,116,5,3,13,69,20,2020-11-20,0,2017-08-30,2049-10-12,4189983.13,41790.31,13314.37,44108.22,42951.9,15961.88,65458.18,K,82897.6,2017-04-23,2018-04-02,2014-07-10,2811.8,2,7,2014-02-13,1933.11,Q,6,2016-01-26,28,14,3,I
12.8371,12.3132,1,1,1,1,0,1,V,109,2,3,48,77,20,2014-06-06,1,2019-10-02,2042-02-23,1691320.9,33653.92,27584.48,48668.35,20779.18,44729.27,49229.11,F,41675.28,2016-12-15,2015-01-24,2017-11-15,1655.12,1,5,2021-02-24,1892.62,M,9,2014-09-13,37,44,2,S
13.8071,1.112,3,1,0,0,1,0,D,037,6,1,17,75,20,2016-05-19,1,2018-03-15,2044-06-10,4982310.45,39660.76,41451.65,48372.13,49544.21,33059.85,36546.48,O,38057.9,2015-04-28,2016-12-04,2014-02-06,1769.28,5,4,2016-03-16,3658.11,A,6,2017-07-11,29,98,5,U
9.604,2.9431,3,1,1,1,0,1,T,251,3,3,16,78,20,2011-07-07,0,2018-12-23,2046-08-28,360676.24,45686.38,49939.45,46530.03,34430.04,47061.98,62339.21,R,54651.82,2015-03-30,2016-02-23,2014-02-09,1036.81,2,4,2017-06-09,3092.62,S,6,2016-08-11,21,79,3,W
2.1178,14.382,3,1,2,1,1,0,T,015,4,4,12,70,20,2019-09-10,1,2021-09-10,2046-05-04,2118365.67,40005.58,21171.1,27657.26,17128.08,40362.86,44178.29,M,60339.54,2018-09-08,2015-09-01,2019-11-09,3618.89,3,5,2019-11-17,1931.1,W,5,2010-01-27,20,38,2,V
10.6062,8.0621,1,0,2,0,0,0,T,090,1,2,33,70,20,2020-02-18,1,2013-12-25,2048-12-19,1364233.16,29041.13,41066.29,48519.59,31876.26,39663.72,46227.96,B,33571.54,2017-12-21,2014-12-04,2016-06-27,1565.9,2,7,2022-12-09,3559.18,M,8,2015-10-27,25,60,5,S
12.0879,14.734,3,1,2,0,0,0,T,240,5,4,23,66,20,2013-10-09,1,2015-04-07,2047-11-24,3015774.91,30499.41,24845.14,29791.05,15413.25,40083.14,50991.76,X,80660.44,2019-04-04,2015-07-25,2019-07-09,2002.39,4,6,2018-12-26,1695.56,M,5,2011-03-28,32,03,5,B
5.647,14.3086,2,1,0,3,1,1,S,198,3,3,32,66,20,2015-04-02,1,2019-05-27,2041-11-29,1237866.89,23508.33,23977.65,22747.14,37896.93,11617.23,56815.71,D,58565.51,2013-06-07,2017-07-04,2016-05-30,2408.89,5,7,2014-07-21,1645.47,A,8,2012-10-12,24,12,3,N
10.075,12.4269,2,1,2,2,1,0,V,231,2,3,34,71,20,2018-12-12,0,2013-07-25,2050-02-15,3519539.6,31371.72,45334.41,41216.05,17667.51,38092.54,22807.53,Q,68721.52,2016-08-09,2017-03-12,2018-05-04,2205.5,2,7,2019-06-08,1808.96,A,7,2014-08-14,37,86,3,B
11.2587,1.175,3,1,1,1,0,1,T,093,5,3,42,63,20,2019-09-07,1,2014-02-25,2048-04-20,4770209.23,46354.16,48142.53,27267.98,11011.62,47044.7,25532.78,N,41989.21,2019-02-28,2013-02-17,2017-07-18,3889.93,5,6,2014-04-11,3306.28,M,9,2013-09-30,30,54,1,G
5.9904,12.9154,1,0,2,1,1,1,C,035,5,2,38,60,20,2011-05-01,1,2017-09-25,2044-11-21,177958.56,30600.54,13983.17,19643.75,47407.38,36076.09,35872.66,V,76716.76,2017-07-12,2015-07-16,2018-12-16,1927.95,5,5,2018-04-23,1967.07,W,9,2011-05-29,20,46,1,E
11.9512,6.004,1,0,2,2,0,1,S,158,4,3,22,66,20,2017-07-05,1,2011-09-10,2041-12-06,3576354.16,23484.05,37618.4,37894.2,17166.05,17587.14,62955.33,A,72097.54,2015-11-18,2013-02-16,2019-07-31,3613.62,4,5,2017-03-05,2292.74,S,6,2016-10-29,34,05,5,W
