LN-NBR,FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,KIND-CDE-LN,INT-RATE-NOTE,INT-RATE-NOTE-1ST,PYMT-TYP-CDE,DIR-PYMT-CDE,DTE-AMORTN-EFCTV,DSTR-TYP-CDE,FY-DSTR-DCLRD,DSTR-DCLRD-NBR,MRG-CNTRL,DOCMT-TYP-CDE,DTE-OBLGN-LN,ASSTNC-TYP-CDE,LN-AMT-OBLGN,BEGNG-FRMR-RNCHR-CDE,COLLTL-CDE,CPN-PROCG-DTE,CASE-NBR-CHNG-CDE,PYMT-ASSTNC-METH-CDE,INT-RATE-PREV,INT-RATE-PREV-REDFND
87,28,1,9,60,6.2539,0.062539,4,8,121818,5,7,641,62,B,103116,41,-6017.68,W,3,22718,0,3,5.3555,0.053555
36,28,2,2,65,6.649,0.06649,0,7,32014,8,1,871,75,A,81518,290,-105.78,F,3,62420,8,9,3.4303,0.034303
11,28,2,5,60,9.1518,0.091518,7,7,82421,6,5,784,63,F,33114,768,-9933.42,F,5,110914,4,0,8.7016,0.087016
84,28,2,8,64,7.6441,0.076441,2,1,40521,0,9,834,54,C,62921,621,-922589.35,O,8,92318,9,8,5.2383,0.052383
35,89,7,3,67,9.9958,0.099958,7,5,62321,9,3,744,30,A,111122,117,-5450.35,W,6,90819,4,4,2.8412,0.028412
86,48,7,9,60,2.5152,0.025152,4,3,81520,3,8,139,93,E,122517,451,-922.94,R,6,41920,7,1,6.2077,0.062077
23,89,7,6,67,5.2919,0.052919,0,3,92613,0,1,111,80,E,71321,836,3344.6,O,1,32921,0,8,1.3586,0.013586
26,28,3,5,60,9.5119,0.095119,3,4,102618,7,1,551,65,F,111822,896,-87811.39,W,0,102615,0,5,8.2533,0.082533
99,69,3,2,60,1.8869,0.018869,1,3,101316,7,1,256,94,E,122720,297,33581.26,R,3,72013,5,6,2.3097,0.023097
19,89,8,1,68,9.421,0.09421,1,7,22418,6,2,26,38,E,70120,975,4219.9,F,1,60616,3,7,7.8521,0.078521
61,48,8,7,65,6.4406,0.064406,1,1,92517,2,6,988,51,D,61713,498,965.49,W,2,102719,2,5,4.5909,0.045909
40,69,3,6,65,3.2524,0.032524,7,7,100514,1,4,806,50,D,30914,171,898.83,R,8,41318,9,3,3.8113,0.038113
5,89,8,6,61,9.9325,0.099325,3,1,10721,7,1,161,15,E,61121,991,-316504.33,O,2,92314,0,2,8.5542,0.085542
67,28,4,3,65,3.269,0.03269,8,2,121614,2,4,898,47,F,42621,54,373239.3,O,8,101316,3,6,2.3974,0.023974
37,48,9,1,62,8.6288,0.086288,5,6,100216,9,7,347,98,C,61813,468,-856.54,O,6,92816,6,3,1.1391,0.011391
57,89,8,9,66,7.8398,0.078398,8,9,21718,1,3,413,40,F,41822,783,361388.33,F,6,50214,0,9,1.7621,0.017621
50,69,4,1,60,8.3642,0.083642,1,3,73113,0,2,789,64,B,91314,954,-489.58,O,0,123113,3,8,8.6609,0.086609
38,28,5,5,62,6.9261,0.069261,4,9,111216,1,9,425,68,E,12620,914,-94294.38,R,5,60319,1,6,6.6021,0.066021
91,28,5,6,61,7.5547,0.075547,4,5,62523,9,0,29,0,E,20119,250,19222.4,O,4,40422,3,9,8.9957,0.089957
50,69,5,3,65,3.5111,0.035111,6,6,101122,9,9,34,79,C,120923,256,697.28,O,6,11221,3,6,2.1692,0.021692
43,28,5,9,61,1.4486,0.014486,9,5,30115,7,6,623,52,F,31717,2,-504011.4,R,2,62823,9,5,8.5333,0.085333
9,28,6,5,62,1.7615,0.017615,6,5,83117,2,1,161,61,C,82918,399,85724.13,R,1,123017,1,4,8.6906,0.086906
96,28,6,7,63,1.6682,0.016682,1,0,92122,0,8,178,37,F,52921,734,5971,O,2,120517,5,8,1.9161,0.019161
93,28,6,8,64,4.4332,0.044332,8,5,21822,8,7,711,38,C,13023,627,-486451.47,O,5,112815,1,6,3.981,0.03981
36,28,6,9,65,2.316,0.02316,5,2,112220,4,9,621,27,A,32116,799,-70545.72,F,5,72713,4,2,5.5223,0.055223
17,69,6,7,67,6.5686,0.065686,7,0,50416,7,1,598,24,D,113019,650,-55302.11,W,5,121117,5,3,7.8542,0.078542
58,49,1,9,64,8.3066,0.083066,1,2,21915,2,2,404,18,D,32917,414,225510.62,F,6,12619,0,1,7.8772,0.078772
33,28,7,4,64,4.675,0.04675,8,4,101718,6,6,692,50,C,62017,419,-456.3,R,6,81022,2,0,8.4597,0.084597
58,69,7,2,64,4.2847,0.042847,0,1,20217,5,3,342,26,F,42013,146,-92463.76,R,4,30513,7,4,5.554,0.05554
93,49,2,5,65,1.8316,0.018316,4,0,21215,4,3,856,61,A,120221,273,395.9,W,9,22021,2,5,8.514,0.08514
45,49,2,8,67,4.2603,0.042603,0,5,61823,1,2,514,75,C,71617,369,-976.6,W,1,82118,6,3,3.5374,0.035374
5,69,7,7,66,9.8288,0.098288,3,3,31217,9,3,602,33,D,52314,220,298235.37,R,6,53020,4,3,7.2701,0.072701
92,49,2,9,61,7.6865,0.076865,6,6,41418,9,3,184,9,A,51016,559,69159.14,F,5,20314,5,8,2.424,0.02424
68,49,3,8,62,2.6347,0.026347,4,9,90917,8,7,586,57,A,103117,860,599425.3,R,3,60414,8,5,2.9119,0.029119
69,49,4,1,64,5.6234,0.056234,3,4,30113,6,3,284,62,A,11118,970,-31574.97,R,1,12416,0,4,1.9467,0.019467
84,28,9,4,63,1.398,0.01398,6,9,111613,4,5,776,45,A,120220,141,386.68,F,1,50921,2,3,4.3147,0.043147
10,28,9,7,65,2.1666,0.021666,0,9,50615,6,0,32,35,G,90815,158,2575.8,W,6,81817,7,7,7.7096,0.077096
69,69,9,3,60,7.285,0.07285,3,8,11716,9,5,357,81,E,101122,899,308131.3,F,3,32315,7,5,5.2986,0.052986
14,69,9,5,66,5.5753,0.055753,4,1,121815,2,7,621,0,B,21920,993,328.3,W,8,102016,9,3,5.8855,0.058855
28,49,4,9,62,7.2614,0.072614,7,4,61618,3,6,972,20,B,80818,872,-184.64,W,4,91813,0,9,1.8168,0.018168
55,69,9,9,61,7.8119,0.078119,4,8,122721,8,6,167,25,B,102016,254,-8743.36,F,0,62516,6,5,6.5321,0.065321
94,49,5,8,66,2.6047,0.026047,8,3,121123,6,7,591,30,C,100422,337,-978587.34,W,9,101115,9,4,7.1517,0.071517
32,49,6,1,66,2.5924,0.025924,2,5,111818,7,1,992,54,A,70514,841,93960.3,R,9,70823,4,7,3.6128,0.036128
60,49,6,3,61,8.1126,0.081126,8,9,12221,0,7,287,75,E,30213,575,-9052.77,W,3,51213,9,3,8.3182,0.083182
83,29,2,1,63,2.7238,0.027238,0,7,20522,7,9,401,79,C,32413,336,-6104.15,W,6,21021,5,7,1.9077,0.019077
56,29,2,2,68,3.6707,0.036707,9,5,80613,0,3,84,88,E,20719,112,-7399.92,O,8,90622,1,8,4.3489,0.043489
12,29,2,6,67,1.863,0.01863,7,3,62116,4,4,256,67,E,52618,745,-21424.9,R,2,32318,2,0,4.5165,0.045165
6,49,7,5,61,7.1449,0.071449,6,7,92913,3,5,271,13,A,120620,954,-845494.64,R,5,71523,7,2,1.6497,0.016497
91,49,8,2,60,9.557,0.09557,6,7,42713,3,3,285,18,C,12420,68,579331.59,O,6,71316,4,8,2.5344,0.025344
5,49,8,5,65,4.5121,0.045121,6,2,32317,9,6,477,35,A,11822,133,307747.38,F,1,110515,3,8,9.6612,0.096612
14,29,3,7,65,7.8695,0.078695,0,2,120723,3,0,664,77,D,101020,162,23329.95,W,2,100315,2,1,8.9389,0.089389
71,49,8,6,63,6.6627,0.066627,7,2,42922,8,3,969,26,A,62621,990,16347.53,R,5,20915,3,2,8.3759,0.083759
93,49,8,8,68,8.219,0.08219,0,8,122317,1,4,843,2,C,102221,708,1305.85,F,4,30714,2,4,9.6424,0.096424
60,49,9,1,63,2.3615,0.023615,8,5,122221,7,3,268,95,A,52522,819,-45628.73,O,6,72713,6,6,8.2733,0.082733
20,49,9,2,63,8.932,0.08932,5,7,52217,7,6,519,41,E,111319,179,15870.17,O,3,20616,2,4,8.1155,0.081155
60,29,6,3,67,8.3825,0.083825,2,0,102316,8,9,624,92,B,43021,411,-699.27,O,4,60618,6,0,6.764,0.06764
60,29,6,6,63,7.7528,0.077528,3,0,120420,3,6,471,75,G,22714,212,1231.6,W,2,42814,7,1,2.9359,0.029359
65,29,6,7,67,7.2787,0.072787,4,7,80322,1,3,695,33,A,62615,154,-954981.65,R,3,10815,8,8,7.5093,0.075093
27,91,1,2,60,7.2545,0.072545,0,0,41513,8,0,680,89,A,110521,561,-17242.36,F,7,20218,8,1,2.8856,0.028856
22,29,6,9,63,5.3248,0.053248,7,6,31216,7,2,987,11,A,90423,474,6057.78,W,1,50222,2,4,4.73,0.0473
21,91,2,2,64,3.62,0.0362,5,9,80916,2,5,52,42,F,120218,646,2328.15,W,2,80618,7,4,6.1118,0.061118
28,29,7,9,64,9.8465,0.098465,2,9,12713,2,5,254,61,A,51316,586,-630890.84,R,2,121621,0,6,6.255,0.06255
63,29,8,3,63,4.6413,0.046413,4,9,91621,9,1,176,97,A,41414,284,73470.3,O,2,41423,5,8,4.419,0.04419
88,91,3,1,66,7.6837,0.076837,2,1,81514,2,3,806,22,E,90923,944,716603.39,W,0,42722,3,2,3.5238,0.035238
44,91,4,2,63,9.8217,0.098217,4,3,12620,6,9,962,38,D,71216,388,98807.52,O,4,62322,0,2,2.39,0.0239
35,91,4,6,63,5.9269,0.059269,2,7,42116,9,1,806,9,A,30515,512,-804.63,W,8,61319,2,1,2.2094,0.022094
71,91,4,9,68,3.21,0.0321,0,9,72918,9,6,143,77,G,112515,273,18624.66,W,3,101315,3,3,8.7571,0.087571
67,91,5,5,61,7.2418,0.072418,8,3,42216,2,7,671,73,A,91413,21,-295.47,F,7,71217,3,3,8.705,0.08705
22,91,5,8,65,1.3321,0.013321,1,7,122714,2,2,172,71,F,52422,607,-6993.34,W,7,102618,6,5,3.983,0.03983
49,91,6,3,61,6.4561,0.064561,6,7,22820,2,1,550,53,B,52920,423,162758.13,O,5,70122,8,3,6.3641,0.063641
22,91,7,5,63,3.671,0.03671,2,5,32513,5,4,632,37,F,80717,197,3379.61,O,5,42522,6,3,2.8986,0.028986
43,91,7,9,67,7.7697,0.077697,5,0,112314,7,2,290,87,E,100823,793,-61537.52,F,2,112315,4,9,3.9763,0.039763
1,71,3,6,64,8.9878,0.089878,3,6,100517,1,4,490,34,G,52614,344,-82374.2,F,0,50420,0,5,2.3865,0.023865
30,71,3,7,64,8.2078,0.082078,3,3,42819,9,6,293,47,C,122115,166,-787.69,W,1,71917,9,1,1.6645,0.016645
78,91,9,3,63,2.269,0.02269,3,8,52816,2,4,240,44,C,60120,360,38823.7,R,3,71523,0,4,9.8126,0.098126
71,71,4,9,68,2.2948,0.022948,1,6,80121,6,8,37,55,B,41819,697,-60077.67,F,4,81021,1,0,7.2606,0.072606
26,71,5,5,66,4.6513,0.046513,6,6,121022,4,1,909,14,E,41023,473,686.49,R,7,91915,5,3,8.3242,0.083242
87,71,5,9,64,7.6996,0.076996,7,5,50722,7,0,102,17,C,52613,867,-4591.91,R,8,90816,4,7,9.5658,0.095658
10,51,1,6,63,1.4081,0.014081,8,5,82923,6,8,408,52,D,72719,149,-6717.36,W,7,80920,6,0,5.644,0.05644
57,71,6,4,64,5.2115,0.052115,0,3,52918,4,6,42,77,G,52722,972,77028.76,R,8,42121,9,3,2.8829,0.028829
40,71,7,5,65,9.4643,0.094643,2,7,12720,3,3,70,54,D,122913,776,-68854.13,O,8,82918,6,4,8.5936,0.085936
94,92,2,9,60,2.7488,0.027488,8,2,52723,4,4,214,55,D,21719,204,701372.59,R,5,30821,1,7,6.8278,0.068278
54,71,8,1,62,5.639,0.05639,4,7,91816,7,8,919,38,F,110115,660,9282,W,5,92315,9,4,9.3457,0.093457
48,71,8,5,65,6.9826,0.069826,6,1,90213,0,2,523,87,C,90821,345,-5085.95,R,6,52318,5,0,4.1887,0.041887
13,71,8,9,61,4.8709,0.048709,2,5,80522,2,5,253,49,C,50216,617,-766337.5,O,9,61916,6,8,4.1716,0.041716
7,51,4,3,64,7.9831,0.079831,4,9,10214,1,5,233,4,G,11814,983,-73323.11,O,5,21016,5,9,1.6353,0.016353
8,51,5,4,61,4.5169,0.045169,0,7,31122,4,3,785,56,B,122823,571,749594.3,O,2,61023,7,4,6.2671,0.062671
9,51,6,4,61,5.1942,0.051942,8,2,42215,3,2,585,8,A,80420,320,-765297.37,W,7,52817,8,3,9.86,0.0986
8,51,6,6,67,6.3663,0.063663,3,6,12016,4,9,207,93,D,21223,269,5725,W,5,60516,7,4,8.4105,0.084105
63,92,6,3,68,2.6522,0.026522,5,3,60317,2,4,447,3,A,62023,852,6221.53,O,3,100718,0,0,6.2464,0.062464
8,72,1,4,65,9.5002,0.095002,3,4,21118,6,2,161,26,D,91521,252,185806.91,O,1,11322,3,3,8.5624,0.085624
22,31,2,1,67,6.836,0.06836,7,3,121615,4,7,188,69,E,82923,954,-8303.83,R,6,52813,1,5,3.8154,0.038154
73,51,7,1,67,6.8249,0.068249,0,9,100817,4,0,295,86,C,112020,384,-730.33,W,9,50517,7,5,3.7124,0.037124
40,72,2,8,64,5.6077,0.056077,1,4,62722,8,4,868,55,D,111123,504,-349207.66,R,9,62523,9,2,9.328,0.09328
61,51,8,2,64,8.8367,0.088367,1,3,121113,6,8,471,23,E,71913,405,-616003.14,O,7,123019,3,3,1.4859,0.014859
66,92,7,9,66,8.3081,0.083081,8,1,31018,2,3,309,50,F,102922,251,997.78,F,5,72213,5,9,9.5561,0.095561
15,51,8,4,61,8.9477,0.089477,8,0,11815,4,8,529,94,C,42614,889,246487.76,O,4,41121,5,7,8.637,0.08637
94,92,8,1,68,2.2371,0.022371,5,5,102423,5,8,777,73,F,50213,482,-56448.11,F,7,71922,8,9,9.8081,0.098081
69,51,8,5,65,3.4847,0.034847,0,8,21020,4,1,742,68,C,70221,668,172.52,O,0,111520,1,3,6.7615,0.067615
31,51,8,7,64,5.2402,0.052402,3,0,121123,4,7,23,97,E,80815,189,54395.41,W,7,112014,1,9,5.2691,0.052691
6,92,8,3,61,9.7812,0.097812,2,8,20523,3,5,52,70,F,101816,415,8443.78,W,4,112823,9,8,9.5195,0.095195
27,72,3,6,63,2.465,0.02465,1,6,32417,8,7,190,36,A,22616,255,-269606.1,R,3,20823,9,5,3.6263,0.036263
36,92,8,2,64,8.857,0.08857,2,4,62919,7,0,521,26,E,12617,633,9716.99,R,0,52618,9,5,8.9078,0.089078
85,72,4,1,66,4.7532,0.047532,1,0,70419,0,5,734,89,A,31223,110,-572.4,W,0,90214,4,0,6.6402,0.066402
35,51,9,3,66,5.1763,0.051763,0,9,110920,3,4,157,33,E,51921,466,766.76,O,5,100219,3,8,2.2001,0.022001
81,92,8,9,63,6.2831,0.062831,9,6,100119,5,5,24,45,F,90119,464,-70496.15,O,7,91615,3,0,5.4104,0.054104
9,92,9,2,68,2.1861,0.021861,3,8,60619,6,0,252,52,F,60816,211,902.47,R,9,123123,0,3,6.9572,0.069572
52,92,9,3,67,8.1457,0.081457,4,1,32116,0,3,452,98,C,22523,714,-621.35,R,0,71113,7,6,2.1245,0.021245
81,51,9,5,66,8.3195,0.083195,5,1,101821,0,3,170,77,B,80315,440,378780.95,O,2,102519,1,1,9.2866,0.092866
1,72,5,1,61,8.4703,0.084703,4,5,112023,6,7,268,95,D,103123,719,4863.67,F,6,30920,9,8,8.1161,0.081161
30,92,9,9,61,3.384,0.03384,6,4,91113,5,9,84,48,B,92319,619,375.41,W,5,91918,6,3,1.8096,0.018096
66,31,5,7,64,8.3566,0.083566,9,6,71614,1,0,609,73,E,121822,245,43785.12,O,7,120122,2,7,3.5275,0.035275
59,31,6,2,64,3.93,0.0393,9,9,122421,4,0,574,60,E,122314,918,7682.76,R,6,71413,0,2,3.2325,0.032325
90,31,6,3,65,4.842,0.04842,5,1,100420,7,7,782,78,B,32014,412,867.52,R,8,31216,6,8,4.6119,0.046119
60,52,1,2,66,7.1169,0.071169,6,9,42021,3,2,262,6,B,62722,939,-6860.39,F,8,31320,7,0,1.5555,0.015555
10,52,1,3,62,7.6234,0.076234,6,1,32819,7,1,717,13,B,72417,396,-640.12,F,3,112718,4,8,6.8848,0.068848
17,72,6,3,63,3.687,0.03687,5,6,122113,0,8,869,59,D,90920,748,485291.5,W,9,111719,5,6,7.8287,0.078287
95,11,2,1,66,1.6443,0.016443,2,2,51717,3,1,601,5,D,101317,111,-7454.53,F,3,100616,0,6,6.9397,0.069397
80,52,1,7,67,9.9416,0.099416,4,8,31522,5,5,369,98,D,62920,948,-6112.85,R,0,81316,6,2,2.2982,0.022982
67,93,1,6,60,7.7908,0.077908,2,5,72318,0,9,522,37,B,121322,944,44174.78,O,6,30116,8,3,4.9947,0.049947
15,11,2,4,66,5.766,0.05766,0,9,71320,2,3,522,8,F,102217,201,-184867.31,W,3,51823,9,8,9.5904,0.095904
24,52,2,1,66,9.7709,0.097709,2,3,72717,5,6,158,18,F,100319,317,-8180.63,R,9,110319,5,6,8.1026,0.081026
12,93,1,8,62,5.6046,0.056046,4,9,51520,3,3,673,36,E,10614,13,-6627.78,O,0,101713,0,8,5.1545,0.051545
54,31,7,6,63,2.1478,0.021478,2,9,22422,6,6,502,54,F,102720,389,-631.35,R,1,112715,2,6,2.8919,0.028919
59,93,2,5,66,9.4308,0.094308,4,5,70214,8,9,830,8,C,22819,89,-647284.72,W,2,62815,6,0,1.3939,0.013939
62,72,7,8,64,4.5605,0.045605,1,4,40713,4,3,987,41,B,120922,478,945.58,O,1,110616,1,1,4.7658,0.047658
93,52,2,9,66,8.9417,0.089417,4,9,31919,1,0,426,50,D,101816,671,-36904.4,O,8,101418,2,7,4.3495,0.043495
39,11,3,6,67,8.27,0.0827,9,3,110422,0,1,517,18,G,102822,979,-908307.26,R,7,82416,8,8,7.191,0.07191
16,72,8,1,67,7.3386,0.073386,5,4,32118,2,4,275,23,E,20916,720,883378.59,W,2,92313,3,0,4.1552,0.041552
97,11,3,9,63,7.1172,0.071172,3,5,52914,4,9,765,35,G,42518,629,458.18,R,3,11422,5,9,3.72,0.0372
48,11,4,3,63,9.4523,0.094523,6,7,21919,2,4,330,18,A,12713,119,852.15,W,5,111716,8,6,4.8739,0.048739
11,31,9,2,67,1.4828,0.014828,5,4,42714,8,1,527,11,B,102218,65,76707.57,R,4,92623,2,5,9.6423,0.096423
5,72,9,2,68,3.8033,0.038033,8,3,102318,6,7,911,57,D,42413,220,-785689.12,R,2,10519,8,8,4.2974,0.042974
43,31,9,8,61,8.4397,0.084397,7,4,21416,5,1,783,85,G,11920,130,-790930.34,R,4,41416,2,4,8.7519,0.087519
54,72,9,5,68,7.556,0.07556,7,7,103020,0,5,659,5,G,42921,416,-843.1,W,2,100614,6,2,2.1363,0.021363
20,11,5,2,65,7.2555,0.072555,6,1,52917,6,1,12,26,F,11513,299,-623662.65,O,2,72921,6,5,6.9147,0.069147
47,11,5,7,65,8.569,0.08569,8,5,52916,2,2,33,66,F,53118,5,-1314.69,O,8,40120,1,6,4.2407,0.042407
35,93,5,3,68,6.4946,0.064946,4,1,120522,9,0,349,77,G,112523,441,-290076.47,O,6,102914,8,9,7.182,0.07182
78,93,5,4,63,8.1213,0.081213,6,2,61016,9,1,896,37,E,121614,6,99063.1,R,8,82315,7,3,1.2241,0.012241
10,32,1,1,62,9.185,0.09185,8,1,40316,3,9,836,27,D,72620,595,1040.44,O,3,121713,8,1,2.2212,0.022212
19,11,6,4,63,6.6075,0.066075,3,3,91820,2,6,193,46,C,22615,457,-826.92,O,0,30421,2,8,5.8683,0.058683
11,93,6,1,67,8.389,0.08389,5,4,70715,3,7,276,50,F,20721,111,344.47,O,8,11916,5,8,2.493,0.02493
36,73,1,8,68,3.307,0.03307,0,7,51822,7,5,606,82,D,51016,777,591.44,F,9,91719,4,7,1.1966,0.011966
68,93,6,7,65,2.9455,0.029455,7,0,91121,3,7,835,76,F,42520,435,22997.87,O,8,40817,0,2,5.7871,0.057871
72,93,6,8,66,3.1445,0.031445,3,7,82217,5,4,39,60,A,30214,16,-116.12,W,5,81514,2,5,1.5914,0.015914
86,32,2,6,63,7.2171,0.072171,1,1,10222,9,5,720,84,E,92718,702,-24840.73,F,2,10915,6,5,4.5464,0.045464
52,32,3,2,63,3.9998,0.039998,1,2,62422,1,3,195,58,F,51416,768,288987,O,9,42720,4,6,7.8337,0.078337
3,11,8,5,66,2.2341,0.022341,1,1,52914,7,3,674,47,E,102414,554,-78330.73,O,4,12913,5,2,8.6857,0.086857
47,32,3,5,63,3.8374,0.038374,4,3,121920,3,7,268,45,C,11214,13,-86901.68,W,8,122517,7,5,2.9494,0.029494
81,73,3,3,62,4.554,0.04554,2,8,52215,2,9,567,64,G,41821,382,588.69,R,2,22214,8,9,9.7817,0.097817
11,11,8,9,62,5.153,0.05153,6,8,91017,7,4,549,78,A,51420,241,1592.61,W,9,42214,9,3,8.5382,0.085382
83,52,8,9,62,2.4582,0.024582,3,7,20320,5,9,689,91,E,91418,113,-403215.85,W,5,122122,7,0,8.985,0.08985
40,11,9,4,61,6.2769,0.062769,9,9,41620,3,3,535,37,G,41816,413,6652.65,O,5,62519,0,0,6.6756,0.066756
21,32,4,3,61,4.6135,0.046135,2,1,10513,0,1,963,23,A,72021,886,310187.4,O,6,91813,9,9,2.5993,0.025993
59,93,8,8,64,6.3056,0.063056,4,1,30220,8,9,345,50,G,92019,255,199031.91,R,2,61313,4,9,6.7892,0.067892
59,32,4,6,65,9.3041,0.093041,3,2,112319,1,4,900,60,F,102120,296,-9893.83,O,5,92622,6,8,6.1176,0.061176
26,32,4,7,63,6.6201,0.066201,1,6,53023,1,0,136,66,F,41214,582,-5998.3,W,4,82222,0,6,3.6683,0.036683
6,73,4,5,68,5.8138,0.058138,0,7,50920,8,6,570,11,C,30113,79,-102494.2,R,0,32916,0,1,8.9511,0.089511
67,93,9,4,62,8.9117,0.089117,0,0,121920,5,3,189,96,D,103116,305,8473.58,W,3,71920,4,1,1.7732,0.017732
69,73,4,6,61,6.579,0.06579,6,0,52720,6,3,814,9,A,40323,131,-8964.37,W,2,61813,9,3,3.3298,0.033298
14,93,9,8,65,6.1994,0.061994,4,4,40622,7,6,359,3,B,50417,933,122190.78,O,6,60220,4,1,1.1704,0.011704
42,32,5,4,64,7.4073,0.074073,7,1,70314,3,7,527,58,G,20919,399,9238.8,O,3,71521,6,7,7.6414,0.076414
17,32,5,5,63,1.4587,0.014587,4,3,42819,8,0,127,6,B,12418,293,-564.47,W,6,90822,3,0,7.6961,0.076961
39,73,5,4,60,2.4498,0.024498,5,2,90214,0,5,282,74,C,102119,872,619.26,R,8,21118,1,5,6.543,0.06543
59,73,5,6,66,4.8037,0.048037,4,8,91713,8,2,237,41,C,60815,516,19638.55,F,1,20923,5,3,9.685,0.09685
67,12,1,3,61,5.7921,0.057921,0,7,90613,9,2,304,65,G,61820,308,-681.71,F,2,11519,6,8,6.4331,0.064331
13,73,5,7,66,1.2364,0.012364,5,8,91217,3,1,88,5,G,31316,296,-879.25,O,3,121820,0,4,8.8687,0.088687
96,32,6,3,60,3.3337,0.033337,5,2,20623,2,2,758,80,D,30718,900,-8337.28,R,2,81717,9,8,9.6496,0.096496
53,12,1,7,61,6.1156,0.061156,8,6,61414,6,2,886,1,B,11522,36,979.4,O,9,52419,7,9,2.2176,0.022176
5,32,6,6,68,9.1889,0.091889,6,5,121113,6,8,574,41,A,52023,853,401021.63,R,3,12315,6,3,8.374,0.08374
83,12,1,9,66,1.8981,0.018981,9,4,92622,8,9,775,91,C,101517,45,-141.3,O,9,51322,6,8,1.5884,0.015884
33,94,1,2,62,6.7787,0.067787,8,4,82017,8,8,214,3,G,11216,606,77483.75,W,2,71921,2,0,3.3767,0.033767
49,32,6,9,61,4.3883,0.043883,3,3,92415,2,2,207,1,B,110421,706,688.5,O,7,41223,9,7,2.4727,0.024727
3,73,6,6,62,9.2839,0.092839,3,0,100920,4,1,854,82,D,62122,898,89152.9,F,2,123116,9,2,1.8662,0.018662
19,94,1,1,63,8.2793,0.082793,3,7,112316,0,8,374,98,C,122519,150,974739.2,O,7,71013,7,8,3.624,0.03624
64,73,6,8,67,7.4896,0.074896,1,4,40419,0,4,948,81,F,62317,654,-835.57,O,6,10219,4,9,6.6453,0.066453
96,32,7,2,60,9.934,0.09934,0,9,80317,4,8,696,25,B,22619,394,6407.61,O,3,73022,7,9,4.974,0.04974
23,94,1,4,65,7.2835,0.072835,5,7,62515,1,7,354,88,B,31715,838,5161.7,W,6,32216,9,5,1.8247,0.018247
62,73,7,1,62,6.7273,0.067273,4,4,90322,0,5,471,46,D,42718,674,-827813.29,F,8,102120,8,8,2.106,0.02106
82,94,2,1,68,1.7134,0.017134,4,7,122418,1,3,338,13,B,72221,72,-82998.6,O,2,121419,7,6,9.582,0.09582
25,73,7,5,63,6.1747,0.061747,6,2,42514,7,6,136,17,C,120523,954,5368.38,F,4,111416,4,0,6.7214,0.067214
27,12,3,1,65,4.8899,0.048899,1,8,60413,1,9,141,80,B,100219,410,-70075.45,F,2,41320,4,8,2.4862,0.024862
35,32,8,1,62,3.1236,0.031236,9,1,111618,4,3,57,4,E,22215,637,-851.4,O,5,70917,4,0,6.7149,0.067149
3,94,2,6,65,6.8916,0.068916,0,6,72014,2,5,530,6,C,71813,580,-664074.99,R,1,40717,2,3,9.7522,0.097522
71,12,3,4,65,3.3963,0.033963,1,4,93021,5,4,485,7,C,72116,226,-154373.14,O,9,51215,5,3,6.1627,0.061627
84,32,8,4,61,5.4728,0.054728,2,2,80115,1,0,922,30,F,112913,367,1183.34,R,1,102414,7,9,9.6249,0.096249
44,12,3,6,62,3.8919,0.038919,3,6,40622,8,2,35,2,D,111616,146,-70876.69,F,5,110913,1,5,4.8834,0.048834
6,32,8,8,61,5.128,0.05128,2,2,60415,8,5,497,63,E,82123,912,-87719.54,F,0,120815,2,1,1.05,0.0105
76,32,8,9,68,8.2704,0.082704,6,5,61623,4,6,428,77,C,101616,974,6001.86,F,5,92918,0,2,6.1393,0.061393
29,12,4,3,67,5.3462,0.053462,5,3,52117,3,0,748,50,B,92019,33,-3010.96,O,3,70723,1,0,9.478,0.09478
14,73,8,9,68,6.1504,0.061504,4,4,20216,7,2,857,55,F,92313,66,8551.63,O,6,41613,8,1,2.556,0.02556
50,73,9,3,64,7.6469,0.076469,5,2,70219,7,4,478,49,C,61422,145,-50187.21,R,0,81223,8,4,8.273,0.08273
67,94,4,2,66,6.7197,0.067197,2,9,30620,9,5,800,39,G,111819,635,22504.89,W,1,40515,9,0,4.7956,0.047956
47,53,4,7,67,2.901,0.02901,6,0,80922,2,8,440,72,F,81314,87,916.62,O,2,51218,4,9,8.72,0.0872
90,53,4,5,64,9.4322,0.094322,6,2,11917,5,8,990,29,D,11621,527,32329.31,R,4,122715,4,3,7.9011,0.079011
37,32,9,8,62,6.6395,0.066395,5,8,112019,8,9,441,22,E,92914,517,651.59,R,8,50414,1,5,9.6078,0.096078
50,53,5,4,63,7.303,0.07303,9,4,82515,4,4,891,80,B,121920,910,23097.97,O,5,41820,3,2,5.1335,0.051335
54,12,5,9,64,6.8497,0.068497,2,1,42819,8,8,91,29,D,61321,816,-91054.15,F,8,51919,1,2,5.5637,0.055637
71,12,6,3,60,1.4425,0.014425,6,4,102419,5,7,434,45,F,30217,872,720563,F,3,110223,3,3,3.5063,0.035063
98,12,6,7,60,2.5192,0.025192,0,2,101816,1,5,164,51,G,20323,979,-138398.41,R,9,50823,8,4,8.3726,0.083726
68,33,1,5,60,7.1913,0.071913,4,2,110415,7,8,713,22,D,11919,989,-88682.37,R,2,111419,6,7,2.2411,0.022411
