ACCT-NBR,MINOR-CDE,FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,TRNSCTN-CDE,DTE-END-OF-MO,PURP-CDE-1,DR-AMT-INDIV-GL-ACCTS,CR-AMT-INDIV-GL-ACCTS,MO-ACTV,RGSTR-TYP-CDE,TIME-STNDS-DATA,USER-INITS
7719,211,55,5,9,895,103103,7,40.47,938.92,19,22,430,MXE
7720,217,14,6,4,770,43003,2,243.66,7430.91,66,21,2000,ANL
7721,203,96,5,7,809,33102,2,90763.26,4658.39,34,21,400,JHH
7722,203,55,6,1,583,83103,5,44632.87,-50.69,1,22,600,MQJ
7723,207,96,5,9,763,113008,3,34410.21,97.12,63,23,1600,VEQ
7724,213,35,1,1,753,123114,2,-84219.76,92.84,83,22,1730,SKF
7725,217,35,1,7,127,83101,3,216.28,6622.26,25,23,1600,FMU
7726,219,96,6,1,555,63006,5,7788.55,58.24,7,20,1030,RBS
7727,203,76,1,3,336,83120,5,3296.99,84865.5,21,22,1330,OXL
7728,205,55,6,7,818,43094,1,69074.56,78309.6,85,20,100,PFY
7729,200,35,2,3,759,43009,7,1964.57,9097.99,41,20,330,HYI
7730,211,96,6,9,915,53115,1,34604.74,9721.57,89,22,1400,TQX
7731,218,55,7,4,372,13110,9,75.82,7198.9,80,23,1400,QWS
7732,213,55,7,5,232,73110,7,-83740.33,-3215.83,60,23,1700,EQM
7733,216,35,2,8,435,113004,9,8723.39,25943.21,22,20,2330,WVC
7734,202,35,2,9,705,33106,9,8962.82,-67.98,68,20,200,DGO
7735,211,76,2,6,862,83109,2,420.17,439.3,85,23,330,EZA
7736,205,35,3,1,731,103101,7,-77290.93,25710.24,38,20,1630,GIG
7737,202,14,8,4,995,73119,8,-5479.36,53.96,27,21,2300,KEP
7738,220,55,8,1,710,123191,2,574.8,84639.37,31,20,2330,VJF
7739,202,76,3,2,837,22818,6,-980.81,11164.83,70,21,500,LOL
7740,207,35,3,7,540,73109,2,25.72,42086.67,92,21,1600,WTZ
7741,206,76,3,8,415,43020,2,19.54,24.83,85,21,230,CJM
7742,212,35,4,3,314,123120,8,-2877.84,-1011.97,64,20,730,OJR
7743,215,55,9,3,336,123106,2,31386.22,434.5,44,20,1500,OEI
7744,217,76,4,1,136,93022,4,341.1,34226.1,87,23,2330,WMC
7745,201,14,9,8,845,43021,8,7946.2,72926.1,76,20,1330,QRD
7746,203,14,9,9,546,13115,8,88.62,963.2,70,21,2030,KYX
7747,217,55,9,9,831,113007,1,5117.98,4524.3,80,22,2000,UUX
7748,210,76,4,8,635,83112,4,675.73,9788.44,56,20,1930,JGK
7749,209,96,9,8,149,123110,7,31.65,71201.59,79,21,2230,NYY
7750,205,76,5,1,738,13195,7,39648.6,15.5,21,23,700,FTC
7751,200,76,5,2,793,113015,3,912.5,719.25,7,23,2330,VBK
7752,203,76,5,4,818,93013,8,771.65,6298.38,48,22,530,CGL
7753,213,35,5,8,833,13198,8,5061.94,367.17,70,22,2330,GYZ
7754,219,15,1,4,998,53193,5,1554.86,73526.75,23,20,630,TIF
7755,207,56,1,2,649,53199,5,440.95,-666.25,40,21,930,EPA
7756,208,76,6,2,880,123196,5,459.12,71963.44,43,20,800,CUT
7757,219,35,6,6,716,73190,1,-94.31,90.71,67,20,1030,GMJ
7758,219,35,6,8,719,113009,8,-38.11,848.4,21,20,1830,MWD
7759,204,15,2,5,824,43092,6,683.14,88.15,44,20,530,VKD
7760,208,56,2,2,987,73117,1,164.3,-811.86,63,23,1530,BMZ
7761,213,15,2,8,959,22996,9,70931.87,-3506.9,64,23,2230,PBY
7762,212,56,2,4,217,13102,2,66076.97,-1558.17,3,22,230,SIA
7763,213,15,3,1,690,93094,1,3724.88,1749.28,3,21,1700,OWV
7764,209,35,7,9,279,43008,3,-64.24,-92.86,17,23,1700,QAR
7765,214,56,2,7,835,103110,7,3214.37,1822.44,4,20,1830,JON
7766,214,97,2,9,391,103115,9,398.59,46927.23,94,20,1130,BWJ
7767,212,56,3,5,470,53102,1,668.57,4543,76,22,2300,CKS
7768,210,76,8,4,690,83106,6,-9414.57,14873.37,96,22,830,LVA
7769,208,76,8,3,342,73116,8,2994.81,66.91,23,23,330,BGQ
7770,209,35,8,7,294,53101,7,-34.8,89859.41,7,22,400,WOE
7771,216,15,4,4,972,13119,4,211.91,-84084.5,47,20,1230,SXP
7772,211,35,9,4,882,113020,5,31.94,7852.4,32,23,1230,MVR
7773,218,15,4,9,708,73192,2,73371.78,91.47,20,20,200,WRE
7774,212,56,4,6,470,103122,2,3184.47,-706.93,29,21,830,ZKX
7775,201,56,4,7,611,13193,9,7520.52,88007.32,69,21,1230,GUZ
7776,210,97,4,4,278,83197,5,-2419.45,4773.19,48,23,200,BUC
7777,214,15,5,5,403,63013,6,53365.93,773.62,93,22,2100,NJI
7778,204,56,5,5,383,22803,7,42.27,9047.75,30,21,230,FEI
7779,207,97,5,2,577,22891,8,-5065.59,-375,72,21,1300,YIQ
7780,206,56,5,7,768,93006,9,31223.38,76477.88,28,21,1600,NJK
7781,210,97,5,4,946,93095,3,4150.76,2725.28,50,23,1630,VIS
7782,220,97,5,5,995,73193,5,9607.9,18418.19,66,20,130,OYX
7783,204,56,5,9,565,113013,7,94.72,79884.11,4,20,700,BAK
7784,210,15,6,5,485,33114,9,13.55,53.75,27,20,630,KXV
7785,214,56,6,5,248,123118,9,-84402.88,48163.24,72,23,130,KKP
7786,219,36,2,1,484,53111,8,703.95,66054.34,33,22,2130,NDT
7787,204,77,1,7,332,63004,1,5964.73,81.55,76,22,1100,OXE
7788,207,36,2,3,490,123122,8,16876.74,8980.62,31,20,800,APE
7789,212,97,6,5,206,53194,6,517.11,20332.25,24,20,2130,MPM
7790,218,97,6,9,549,123104,3,-40148.67,-11956.9,32,22,1430,RRT
7791,213,56,7,4,637,93018,4,9988.27,-665.17,31,20,2330,ZVX
7792,219,15,7,9,679,83122,3,78.53,836.64,23,20,800,WFQ
7793,204,97,7,2,447,93017,1,726.43,73.79,7,21,600,TCE
7794,202,56,7,5,915,63016,2,-70896.57,-14831.65,19,21,800,WDN
7795,208,97,7,4,244,43010,1,736.23,45860.23,73,23,1500,MID
7796,216,15,8,3,505,33117,5,232.36,81238.23,34,23,1630,RBE
7797,212,77,2,3,586,123115,1,92886.74,-47.18,38,20,230,HXZ
7798,205,97,7,7,110,22805,9,710.12,19309.19,52,21,1830,HQV
7799,218,97,7,8,950,43015,5,2162.15,-76.86,11,23,1600,IBP
7800,204,77,3,3,739,103119,2,63.93,45.99,55,22,1230,GMQ
7801,204,97,8,1,365,33105,9,-61.81,-2251.57,7,23,2100,KNF
7802,213,77,3,6,659,93090,4,941.66,98342.26,28,20,1430,PAX
7803,208,97,8,6,360,113092,8,91.56,88.39,81,20,2100,TDT
7804,211,15,9,5,459,103118,8,5859.86,-665.62,65,20,2200,PJN
7805,213,97,8,7,530,93004,8,-75.84,23.74,49,22,600,LBH
7806,207,15,9,8,179,22895,2,237.57,-4337.7,33,23,1430,AYZ
7807,202,36,4,8,386,113005,6,9669.7,-9940.56,75,23,730,CUO
7808,211,77,4,5,509,33109,7,366.6,-43789.4,34,21,900,ACK
7809,209,56,9,7,921,123119,1,-65922.92,20078.52,18,20,1400,XVW
7810,210,97,9,3,544,22992,9,96751.5,-8556.57,4,20,1930,VPG
7811,208,77,4,9,943,63000,9,-223.97,2950.42,41,21,2000,XYO
7812,213,36,5,5,960,53198,2,5576.4,-82714.6,25,23,130,WNT
7813,201,77,5,2,148,123192,6,-1605.38,-478.64,44,20,2330,JLN
7814,201,77,5,3,673,63094,9,50959.47,91151.89,62,20,1430,TCF
7815,202,77,5,6,742,93020,4,88687.5,76.68,83,22,2030,OYP
7816,210,77,6,1,391,73104,5,73.75,14322.1,5,20,1630,OBB
7817,214,98,1,3,858,13192,2,7702.99,57158.88,40,21,1730,TPU
7818,215,77,6,8,822,13120,5,7963.22,61593.78,40,21,100,SFY
7819,220,98,1,7,112,53122,6,49705.82,-96.9,4,21,2200,EOZ
7820,208,57,2,4,215,13112,7,6946.3,78.46,69,22,1430,VVK
7821,213,77,7,3,426,103111,4,51.46,37827.35,80,20,1530,XKN
7822,211,77,7,4,170,53120,2,67439.48,809.37,27,21,900,RWL
7823,217,16,2,9,263,53197,1,-72.98,5986.4,75,22,2200,AXA
7824,202,77,7,6,156,113096,5,-62.84,431.97,80,23,800,FIZ
7825,216,98,2,2,186,93011,2,89.2,47564.78,4,23,1800,QHX
7826,203,36,8,2,163,123105,1,7334.9,695.51,64,22,1800,XTB
7827,219,77,7,8,937,43018,5,35.13,-3623.35,65,21,400,YXO
7828,200,36,8,5,536,33103,1,35.57,79.64,57,22,2200,IQC
7829,212,36,8,6,539,103102,8,30167.78,13259.18,32,20,500,RED
7830,204,57,3,7,182,103107,9,58290.94,92.54,24,22,630,AFC
7831,213,57,3,8,382,53110,5,-64417.85,94526.94,41,21,130,QMZ
7832,211,36,9,3,741,53107,2,8251.89,100.13,57,22,430,XRU
7833,216,16,4,6,837,103121,6,96439.27,543.3,83,21,1030,JZL
7834,210,57,4,3,896,93005,8,30825.2,554.1,55,21,1000,NTN
7835,204,16,4,8,352,13197,2,-61.12,607.61,71,21,530,OKH
7836,205,98,4,2,677,73115,4,90.81,33.33,85,23,1730,GNV
7837,208,16,5,1,750,33198,2,83423.73,61127.18,52,20,1330,BFD
7838,205,77,9,6,527,73198,9,-9658.8,798.46,21,20,600,MLX
7839,218,16,5,3,671,22897,2,96888.17,8522.41,37,23,500,JPL
7840,202,57,4,7,196,22904,5,3420.93,61.73,79,20,1000,YTH
7841,200,57,5,1,428,22819,8,-7696.73,71053.63,41,21,630,PNB
7842,217,16,6,3,269,93008,9,81.26,66536.82,44,23,630,RSR
7843,207,37,1,1,896,113019,9,-3070.9,97046.75,12,22,430,DCW
7844,216,16,6,5,446,93099,1,2543.7,83.62,76,23,1700,VJR
7845,209,98,5,9,860,63003,2,38415.3,873.92,3,22,2230,BNG
7846,219,57,6,4,164,123116,6,93279.22,47675.34,52,21,1100,VRY
7847,205,98,6,1,133,103120,7,-36.65,67.4,77,23,100,DWC
7848,220,16,6,9,979,53103,8,-809.82,86.72,68,21,200,TOB
7849,208,78,1,5,116,123194,2,70589.11,6595.5,86,21,600,YHY
7850,208,37,1,9,387,123111,1,5632.3,-353.54,6,21,1530,VOH
7851,201,37,1,5,914,73105,4,42.17,4970.4,72,22,1130,SQD
7852,205,57,6,3,434,83192,1,96264.9,242.39,22,23,830,MFA
7853,209,78,1,2,477,33196,2,874.48,85.73,66,22,1200,JKH
7854,217,78,2,2,164,43019,4,14437.87,-5853.38,69,20,200,MUS
7855,200,37,2,7,783,22912,1,52627.4,62779.56,15,23,1430,YEC
7856,217,98,7,4,206,73100,4,-68.81,-1401.5,14,20,1330,GFM
7857,201,16,8,5,914,43002,6,78648.55,470.87,34,21,1600,LXR
7858,202,16,8,6,723,123108,5,-754.54,-423.64,48,23,530,JUW
7859,200,57,8,5,229,73102,2,382.2,729.85,72,23,2330,ZVV
7860,214,37,3,7,560,33195,6,800.12,9597.85,99,22,600,ELH
7861,218,98,8,4,688,53108,3,596.54,-24.26,79,23,2030,EER
7862,201,16,9,5,377,123116,8,519.4,1521.3,24,20,500,KKB
7863,219,98,8,7,756,103120,7,59496.82,743.53,94,23,100,GYW
7864,200,78,4,1,455,53103,1,-4748.84,61.29,98,20,130,XGS
7865,207,57,9,3,374,123194,1,79406.74,13.86,24,20,730,FGL
7866,219,57,9,5,457,123111,4,827.86,87.44,87,20,930,JKY
7867,217,37,4,7,607,73105,6,79221.13,631.83,78,20,1700,MDK
7868,212,37,4,5,232,83192,1,632.6,56879.89,75,23,830,IKS
7869,216,78,4,6,429,33196,8,-715.41,92.4,76,23,900,DFN
7870,219,78,4,9,224,43019,4,608.89,13465.87,75,20,600,PKK
7871,205,37,5,6,698,22912,4,26914.68,-361.56,20,23,1500,RDK
7872,217,78,5,4,620,33121,3,35.93,437.44,68,22,430,WLD
7873,200,37,6,1,693,33193,4,45448.69,72.84,43,23,1630,HET
7874,209,17,1,5,612,93014,8,7573.31,76.13,21,20,2030,UQL
7875,208,17,1,6,480,123102,5,3907.64,-95.85,64,23,1500,OYW
7876,206,78,6,5,293,53116,2,-52.7,31358.3,64,22,200,ODV
7877,213,99,1,4,298,63021,4,-53406.72,56431.78,40,23,2330,GKX
7878,214,78,6,8,679,63014,1,38.88,57735.78,70,20,1100,CBU
7879,213,58,2,2,844,93009,1,44216.45,92.32,35,23,900,SYQ
7880,209,17,2,7,145,103116,3,-4302.44,656.7,23,20,200,ULJ
7881,202,17,2,6,911,43007,1,89171.43,-265.38,38,21,230,SOU
7882,206,78,7,3,437,22811,8,-21097.36,60.78,56,22,2300,JDE
7883,210,99,2,1,326,83115,3,32107.39,136.57,12,23,1000,KWX
7884,213,99,2,7,846,123101,7,77.28,2077.85,97,22,530,UER
7885,218,99,2,8,127,83118,3,5888.91,-8096.89,50,22,2330,OEF
7886,216,99,2,9,825,113099,7,737.32,35941.86,81,21,830,RXE
7887,217,37,8,6,437,103100,8,57.15,-49.17,31,21,530,JMH
7888,210,78,8,3,979,103196,6,1415.17,19978.17,41,21,1000,IXO
7889,210,17,3,9,231,33100,5,53.5,-17949.37,27,21,430,HPF
7890,205,37,8,9,897,93003,7,-31371.19,191.52,5,21,530,ABL
7891,210,58,3,8,331,63096,6,30997.42,-8620.46,9,22,1300,FRD
7892,215,17,3,6,492,73191,5,244.92,-234.95,84,20,1900,WHE
7893,205,37,9,2,922,63095,3,-6359.59,162.13,36,22,900,AJV
7894,219,78,8,8,238,33192,8,-56.31,51.61,81,23,730,WWV
7895,206,17,4,3,405,53112,6,941.37,-50624.39,87,21,1000,NWC
7896,212,78,8,9,288,123100,4,6837.65,-91.15,4,23,1200,SHH
7897,208,17,4,8,247,63011,6,86.53,85.53,28,20,1630,UNT
7898,219,17,4,1,798,123198,1,292.36,40.81,5,21,1330,XFV
7899,205,78,9,4,496,93092,8,659.9,55.89,49,20,1900,LQO
7900,214,37,9,9,576,63092,9,-14.55,543.63,65,22,1630,BGQ
7901,217,37,9,6,518,53121,2,482.81,11370.9,7,23,830,KVK
7902,200,17,5,3,366,103192,9,278.95,93846.47,53,21,1330,IFO
7903,206,17,5,6,942,53104,2,56.7,817.5,27,22,730,IYF
7904,206,99,5,3,883,123103,2,60.84,768.9,11,20,300,BRR
7905,217,58,5,7,408,13114,3,771.43,4687.79,39,21,830,LLC
7906,218,58,5,9,611,22893,3,8592.65,-22750.76,73,23,1130,GTZ
7907,214,38,1,3,239,22900,1,3763.77,-67.3,29,22,1930,ULC
7908,217,99,6,2,575,33190,8,368.2,15.72,91,20,1600,QLN
7909,208,38,1,8,938,63097,8,36370.6,-75.81,23,22,2100,KIB
7910,210,58,6,6,773,103105,8,521.48,-741,57,23,1830,WOY
7911,201,38,2,2,850,93016,7,9708.92,44.14,18,23,330,AJP
7912,201,99,7,1,855,22809,9,901.3,552.2,94,22,1230,VOU
7913,219,99,7,4,485,63008,4,-285.8,172.58,90,21,930,RAG
7914,215,58,8,1,159,33191,5,164,65.73,95,21,1500,IBR
7915,208,17,8,6,689,83199,1,2583.7,-66628.72,30,23,1700,DUK
7916,202,58,8,3,485,113095,4,828.51,89.24,25,23,1230,LYS
7917,212,58,8,4,663,103199,6,-93498.61,11.63,82,22,1330,WGN
7918,216,79,3,4,970,22899,7,47.87,-6639.85,2,21,2000,NWV
7919,202,17,9,2,914,73103,2,23445.42,765.1,63,20,1600,QBM
7920,209,38,4,2,753,103198,4,63.94,19027.94,72,21,130,EKU
7921,210,79,3,9,487,113022,2,23367.91,84.18,98,20,1230,FXM
7922,205,58,9,2,994,63093,9,93.57,46343.46,22,20,1530,HXH
7923,202,38,4,5,933,43091,1,12.78,386.27,33,22,600,AEB
7924,213,79,4,1,499,13104,5,60.72,20.75,57,23,700,JIB
7925,211,58,9,4,848,22916,7,96667.61,-16790.66,2,22,2300,VXJ
7926,218,99,9,3,636,13111,5,-5686.43,3563.48,10,20,530,WLN
7927,217,58,9,8,230,63005,5,49943.88,32.8,45,20,1530,WPZ
7928,215,99,9,5,344,22920,2,7926.22,834.4,9,22,200,EBP
7929,213,38,5,6,576,83108,4,44426.65,17556.81,92,21,1230,JOB
7930,202,38,5,9,573,33112,1,-908.68,-1855.76,64,23,700,EOU
7931,209,18,1,2,397,63009,9,4830.59,68685.42,97,21,300,YDD
7932,218,18,1,3,236,53118,9,-1195.51,72.78,57,23,100,WTQ
7933,217,79,5,7,529,53190,9,52.28,854.26,48,20,1100,WLJ
7934,220,59,1,3,160,53106,6,117.36,687.9,69,20,1500,SYV
7935,215,38,6,9,716,13108,5,-10.91,-76.4,67,23,1900,EWO
7936,218,38,7,2,467,83110,6,-729.68,-73504.98,14,20,1300,HCG
7937,220,79,6,8,787,83193,5,63.2,-897.94,59,22,230,RUZ
7938,207,59,2,2,971,13105,7,1916.28,-39.88,29,22,1830,BFN
7939,220,59,2,5,667,93002,9,-24086.88,-858.52,60,23,1130,KYV
7940,202,38,7,7,194,33101,2,24103.82,-1669.24,42,20,800,NBA
7941,211,79,7,6,381,33197,6,594.86,12047.9,29,21,1930,SUJ
7942,219,59,3,2,627,113094,6,71.45,276.78,44,21,2100,WVM
7943,216,18,3,7,689,83121,8,31.45,852.59,5,20,1030,MHF
7944,216,38,8,9,481,73101,8,26.56,36.58,80,20,300,EYW
7945,205,59,3,8,774,13116,8,-13.3,-1817.11,43,21,1200,TZB
7946,203,59,3,9,690,73107,8,33.55,7199.16,20,22,800,YMS
7947,206,59,3,7,834,73120,6,1847.5,9090.9,3,23,1930,IJC
7948,203,79,9,1,750,103117,9,-27.5,6212.22,47,23,1030,PEN
7949,217,38,9,6,422,63019,7,89.59,-45.91,17,23,930,RXU
7950,206,18,5,2,144,43000,2,939.62,54.67,37,20,1230,IUJ
7951,211,79,9,9,186,43090,4,-57.6,-85.8,75,23,400,QPU
7952,217,59,5,4,799,103194,5,66.92,-15359.41,66,22,1400,KAQ
7953,210,18,6,1,633,43099,1,3830.14,2174.5,53,21,2030,QPC
7954,216,18,6,3,507,83107,9,56313.53,-630.99,90,22,2230,GON
7955,208,39,1,1,813,113017,8,9821.5,-6890.87,59,22,1030,EES
7956,205,18,6,8,798,83116,5,52561.43,50.9,57,20,500,IRP
7957,214,59,7,1,163,33118,8,501.65,7573.94,6,21,730,AKJ
7958,214,18,7,6,511,43011,7,-728.34,-15464.11,39,20,930,YAZ
7959,214,18,7,9,965,93098,1,94919.2,24.42,51,23,2230,OVD
7960,202,18,8,4,830,93021,8,73.8,99.6,70,20,200,TGH
7961,208,39,3,5,255,83190,5,66416.76,50.19,84,20,2100,QIY
7962,209,18,8,8,619,123113,7,3661.73,14.77,28,21,1830,EYU
7963,212,39,3,6,293,13106,6,-286.76,78692.7,99,20,530,IDH
7964,213,59,8,9,976,103195,5,16.47,8604.61,45,20,1030,KXX
7965,211,39,4,5,947,53100,1,9033.88,70.34,22,22,2130,JMJ
7966,215,19,1,2,935,103197,2,19.99,-45.68,93,23,1300,VNE
7967,220,39,6,3,539,113002,5,-14.35,82483.35,40,20,1430,AAI
7968,210,19,1,6,932,113006,2,987.12,41614.3,62,20,900,EHK
7969,206,56,7,3,840,83104,2,17938.72,42,28,20,800,GXQ
7970,211,39,7,4,269,123199,2,-5206.19,-59885.48,52,22,830,HVD
7971,212,39,8,4,680,123109,2,70360.17,409.26,38,20,1830,LJE
7972,201,39,8,8,467,73108,8,46.35,90.44,32,22,1730,HOH
7973,203,19,4,7,491,43017,3,23833.61,60.63,77,21,100,FSB
7974,202,19,4,9,339,22817,4,66455.22,6416.75,35,21,1430,NUI
7975,206,19,5,1,923,93000,8,18.72,-495.44,47,20,130,VTJ
7976,202,39,9,9,497,83113,4,12341.19,-18.8,17,22,2200,LIZ
7977,209,19,5,3,182,43012,4,-37080.72,-26.56,3,20,730,MUI
7978,207,19,5,6,912,33108,9,-6584.42,97.24,86,23,130,ZCV
7979,204,19,5,8,988,22898,8,-10.57,-17421.43,88,23,1530,CDL
7980,203,19,6,4,550,113090,9,-2253.68,1415.53,84,21,2300,FZQ
7981,209,19,6,7,526,73197,8,-935.12,46.63,5,23,230,UWR
7982,217,81,1,5,484,53192,1,67345.76,6556.29,51,20,1300,JCD
7983,214,81,1,9,398,123197,4,54419.3,20.12,62,21,1330,PBQ
7984,212,19,7,6,741,43098,5,65.65,-73380.85,30,22,130,GCV
7985,215,19,9,1,261,63001,5,45746.3,-305.82,57,21,1330,ASM
7986,210,81,3,6,310,63002,3,97962.66,822.6,30,22,1400,OFQ
7987,205,81,3,7,651,123195,1,32.4,409.59,70,20,2230,SHN
7988,208,19,9,6,865,113010,7,79.64,3451.21,78,21,1730,RBY
7989,213,81,6,5,732,22894,9,221.85,9262.9,59,20,1230,BRD
7990,210,81,6,9,119,13117,3,-70.51,-22.3,8,21,100,NHQ
7991,204,61,2,3,485,33194,3,32.38,53695.24,80,20,2300,KOZ
7992,215,61,2,4,790,63015,6,-9023.63,770.6,11,23,2200,VLC
7993,205,81,7,2,737,13199,6,-56.51,9153.69,32,23,2200,SJA
7994,203,61,2,7,763,103108,3,943.98,4371.89,89,22,430,LBA
7995,201,61,2,8,727,53113,5,392.63,76367.91,26,21,800,AGN
7996,214,81,7,6,233,13191,8,940.34,7725.6,24,23,1930,KAD
7997,202,81,8,5,257,33113,5,7906.87,28.7,82,23,730,HVG
7998,210,61,3,9,120,13118,1,69985.83,97874.58,34,22,1300,VUD
7999,213,81,9,1,283,53114,7,60.3,94455.5,26,22,230,RRW
