ACCT-NBRGL,ACCT-NBR-SUB,ACCT-NBRDA,ACCT-TITLE,BAL-CDE,PRFX-LINE-NBR,SFX-LINE-NBR,SUB-SFX-LINE-NBR,DTE-LST-RGSTR-ACCT
7871,1326,6220,Bankers Hill Vineyards,4,78,4,3,51622
7872,4177,8402,Cloudy Vegetable Farm,4,37,5,3,92219
7873,6546,3375,Harvest Maple Syrup,1,37,6,1,101314
7874,867,3177,Smucker's Squash Farm,4,78,5,9,31216
7875,3283,5666,Bankers Hill Creamery,3,37,6,3,30417
7876,8135,4727,Los Angeles Horse Ranch,4,78,6,2,70418
7877,9405,7687,Badger Hill Fields,3,17,1,9,31617
7878,4563,9080,Hudson Family Herb Garden,1,78,6,5,60520
7879,1921,2182,Butterfly Creek Horse Ranch,4,58,1,9,73119
7880,373,3964,Anita's Organic Farm,1,37,7,6,111813
7881,9273,2070,Maria's Horse Ranch,3,99,2,2,121318
7882,8842,4102,Charlotte's Squash Farm,3,17,3,2,52120
7883,3477,3813,Sunset Hill Vineyards,1,78,7,8,101316
7884,7107,9880,Jasmin's Hills,2,58,3,1,10414
7885,2245,5109,Mountain Meadows Squash Farm,2,99,2,9,122014
7886,5739,9729,Blue Lake Goats,4,37,8,6,82520
7887,744,659,Carolina's Honeybees,3,17,4,2,70518
7888,6327,1330,Black Mountain Maple Syrup,1,17,4,3,62514
7889,1962,2758,Coleman Herb Farm,4,99,3,6,110718
7890,6044,3017,Kristen's Avocado Farm,3,37,9,2,41620
7891,3290,195,Badger Hill Sunflower Farms,1,37,9,6,52417
7892,9073,736,Rustic Goats,1,37,9,8,12722
7893,9925,5173,Fly Creek Chickens,2,17,5,2,92515
7894,8570,6609,Smith Maple Syrup,4,99,4,5,62314
7895,3650,4556,Fulkerson Family Egg Farm,4,17,5,5,61322
7896,8132,4878,Radiant Horse Ranch,4,99,4,7,10215
7897,698,5210,Sharon's Cow Farm,2,58,5,7,52017
7898,3860,9269,Hightower Family Sunflower Farms,4,58,5,8,30820
7899,6667,6362,Blooming Family Homestead,2,38,1,1,32616
7900,7693,8355,Ross Lake Herb Garden,2,99,5,9,83021
7901,2485,5274,Radiant Mushroom Farm,1,58,6,6,41514
7902,777,3468,Green Meadow Honey Bee Farm,2,79,1,5,72919
7903,5463,2436,Olivia's Maple Syrup,1,58,6,9,71715
7904,5945,2638,Middle Creek Farm,1,38,2,2,71721
7905,883,9391,Gloria's Herb Garden,1,17,7,4,90915
7906,2494,6461,Salt Lake Homestead,3,99,6,9,111519
7907,7057,606,Blooming Family Horses,1,38,2,9,10617
7908,4234,8044,Pringle Family Honey Bee Farm,3,58,8,1,111018
7909,8902,2356,Alaska Fruit Orchard,4,17,8,9,11417
7910,7071,8924,Mountain Organic Farm,1,99,8,2,81615
7911,8262,3264,Dry Creek Juicery,4,58,8,5,91720
7912,8510,7244,Black Mountain Country Estate,1,79,3,9,71415
7913,8,1922,Kathy's Herb Farm,3,58,9,2,30714
7914,6343,9107,Salt Lake Acres,2,38,4,5,71416
7915,2904,2350,Rustic Ranch,4,38,4,6,91315
7916,5777,2184,Blissful Squash Farm,1,79,4,3,112022
7917,6985,3132,Alaska Juicery,3,38,4,8,122221
7918,2750,4158,Bankers Hill Organic Farm,1,38,5,2,62717
7919,1095,2236,Kristen's Sunflower Farms,2,79,5,1,61713
7920,3721,2108,Francesco's Hills,1,38,5,6,41118
7921,4517,3859,Sauer Family Horses,4,38,5,8,52917
7922,2373,2789,Maria's Peach Orchard,3,38,6,3,70320
7923,8036,7098,Green Meadow Avocado Farm,1,18,1,6,82822
7924,6097,7732,Happy Herb Garden,1,59,1,2,82121
7925,4321,7041,Green Meadow Maple Syrup,1,59,1,1,122621
7926,4928,2121,Webb Family Ranch,1,38,6,7,41713
7927,5100,658,Fullerton Apples,2,52,4,6,31917
7928,9689,4368,Monarch Meadow Cow Farm,4,18,2,2,102218
7929,7651,1508,Alberto's Organic Farm,2,18,2,4,122315
7930,2476,649,Monarch Meadow Honey Bee Farm,3,18,2,5,120814
7931,663,2599,Pringle Family Apples,3,79,6,8,20817
7932,5275,2592,Middle Creek Honey Bee Farm,2,38,7,8,31315
7933,3518,570,Eduardo's Country Estate,1,18,3,1,111014
7934,2168,2468,Serene Chickens,2,79,7,4,32017
7935,8517,2089,Monarch Meadow Maple Syrup,3,18,3,3,121520
7936,9491,7801,Anita's Juicery,4,59,3,1,121013
7937,6118,4085,Maria's Herb Garden,3,59,3,4,12013
7938,1517,7583,Delightful Honey Bee Farm,3,79,8,3,71217
7939,5340,7521,Virginia's Pumpkin Patch,4,18,3,9,110516
7940,4114,1460,Tranquil Creamery,1,59,3,5,110922
7941,9999,7248,Harvest Peach Orchard,3,18,4,1,20819
7942,7828,4061,Los Angeles Apples,3,59,3,9,62213
7943,6569,2727,Carolina's Herb Farm,2,79,9,3,22920
7944,7680,6339,Eduardo's Lavender Fields,1,38,9,8,110918
7945,4854,9143,Turtle Pond Honey Bee Farm,3,18,5,2,101022
7946,2862,3065,Rustic Acre Farms,2,79,9,6,60218
7947,4930,1229,Breezy Ranch,2,18,5,3,42419
7948,5302,7070,Cloudy Honeybees,2,18,5,5,51822
7949,4531,4731,Deer Creek Cow Farm,3,18,5,8,72217
7950,7908,5498,Blue Lake Chickens,3,39,1,6,62021
7951,4203,2375,Radiant Cattle,1,59,6,5,11321
7952,3727,6614,Timmy's Lavender Fields,2,39,1,8,42117
7953,5497,1008,Jimmy's Farm,3,59,6,4,100616
7954,8950,1782,Bankers Hill Honeybees,1,18,6,8,112114
7955,3687,6479,Nelson's Cattle,1,39,2,1,90322
7956,171,7314,Kathy's Cattle,1,39,2,3,51417
7957,8968,436,Smith Juicery,3,39,2,6,80218
7958,7867,8268,Mountain Acre Farms,2,18,7,8,22517
7959,8474,8802,Fly Creek Goats,4,39,3,4,110721
7960,7236,1690,Fullerton Juicery,1,39,3,5,71616
7961,8467,8588,Francesco's Ranch,4,59,8,4,92120
7962,892,9288,Maricel's Cattle,1,59,9,1,41414
7963,6644,6211,Breezy Herb Garden,1,59,9,2,50921
7964,4368,498,Sunset Hill Avocado Farm,4,59,9,4,22221
7965,2613,6564,Eduardo's Plum Orchard,3,39,5,7,40717
7966,5809,7667,Mountain Meadows Horses,4,19,1,7,60820
7967,1764,2350,Alberto's Herb Garden,2,39,6,5,30718
7968,5190,2950,Green Meadow Horses,2,39,6,7,101716
7969,1115,9524,Maricel's Mushroom Farm,4,39,7,1,63015
7970,4675,4148,Hudson Family Country Estate,4,19,2,3,100313
7971,93,7330,Charlotte's Chickens,4,36,3,9,12222
7972,1124,1610,Fly Creek Horse Ranch,4,39,7,4,112118
7973,2387,7898,Cloudy Avocado Farm,2,39,7,9,50613
7974,138,5170,Harvest Horse Ranch,1,19,3,4,50120
7975,1158,7497,Blissful Maple Syrup,4,19,3,5,92415
7976,7440,6129,Aisha's Flower Garden,3,19,4,1,21213
7977,8724,5731,Elm Tree Hills,2,39,9,3,111921
7978,3670,7585,Webb Family Pumpkin Patch,1,19,4,7,120315
7979,5827,4325,Gloria's Honeybees,1,19,6,2,70314
7980,3361,5023,Blue Lake Creamery,3,19,7,1,62319
7981,90,7741,Black Mountain Egg Farm,2,81,1,8,103018
7982,9447,7878,Smith Pumpkin Patch,1,19,7,5,122521
7983,8652,8247,Middle Creek Herb Farm,3,81,2,1,62220
7984,9505,8065,Mountain Meadows Farm,3,81,2,4,40518
7985,7501,3287,Maria's Lavender Fields,4,81,3,1,62316
7986,4614,6235,Harvest Pumpkin Patch,1,81,3,2,121219
7987,3917,547,Jasmin's Acre Farms,1,81,3,7,40814
7988,1838,620,Delightful Pumpkin Patch,1,19,9,3,72414
7989,4589,5146,Bankers Hill Flower Garden,1,19,9,7,51517
7990,5467,2929,Swallowtail Ponds Fruit Orchard,3,81,5,4,81721
7991,7568,9425,Golden Peach Orchard,1,61,1,7,81913
7992,6027,1467,Dry Creek Cattle,1,81,6,7,101019
7993,5447,7438,Arizona Herb Farm,3,81,7,6,50414
7994,5909,2449,Harvest Herb Garden,2,61,3,3,92318
7995,6993,4543,Smith Avocado Farm,2,81,8,2,21115
7996,7779,2562,Middle Creek Horse Ranch,2,81,8,3,11019
7997,3995,8339,Bankers Hill Apples,2,81,8,5,42715
7998,4232,1217,Arizona Oranges,2,61,3,9,90914
7999,6838,8012,Sharon's Avocado Farm,3,61,4,3,51722
