FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,LN-NBR,TYP-PLAN-CDE,WRTDWN-AMT-SCRD-RE,WRTDWN-AMT-NOT-SCRD-RE,BEGNG-MKT-VLU,ENDG-MKT-VLU,NET-RECVRY-VLU,POTL-RECPTR-AMT,RCVB-AMT-DUE,RCVB-AMT-PD,DTE-EFCTV,DTE-MTURTY,DTE-LST-CSH,DTE-FNL-PYMT,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-TRNSCTN,EQUITY-SALE-CONTR,APPLTN-CDE,FULLY-PD-CDE,FNL-RCVB-CDE,DTE-SALE-PROP,DTE-COMPLD-SRVCG-APPLTN,ASSTNC-TYP-CDE,DTE-OBLGN,CR-APPLD-NONCSH,DTE-LST-NONCSH,SUSP-CDE
25,5,8,87,3,-55873.02,-44986.87,82467.08,45550.57,-22227.21,-60883.7,-42761.93,-81707.25,11714,11234,51323,13134,41014,5,13,F,E4,2,61922,82519,106,60821,18284.3,42219,6
25,6,5,6,5,-82640.59,66860.57,14809.76,-76666.75,3894.66,88370.04,31417.51,70442.99,22811,22521,52723,22821,12221,50,55,1,J8,7,71015,92820,129,32914,-11526.81,121715,9
87,1,3,11,9,-15568.61,50573.81,84550.79,6658.86,-84873.01,68128.35,-34242.12,28275.78,40410,32740,51923,33140,102321,29,36,T,T2,2,51818,101616,107,100417,-79768.67,10518,9
66,6,8,40,6,-31981.35,-3005.67,-90632.2,65633.59,44933.49,-57839.21,34637.3,-52487.43,52411,52121,50323,53121,30913,48,15,3,T5,4,41815,92616,105,122015,20551.67,22216,6
66,6,9,18,3,-97919.77,-1712.39,32318.71,33680.37,-93276.37,-82306.5,89140.1,-55284.1,81813,81333,51423,83133,41815,79,46,R,F3,9,12722,70716,170,110719,18615,100416,0
25,7,3,40,6,97022.12,-92999.84,-38588.01,66496.93,59474.78,4794.95,-98537.16,-42643.9,61211,60441,50823,63041,123116,46,94,1,E8,1,112419,81120,106,111423,-32018.14,31917,1
87,1,9,77,9,47834.7,90052.53,48979.97,25653.62,63231.84,-64158.49,-81977.22,381.48,82911,82621,51823,83121,31514,28,28,B,Q6,4,120322,60523,146,92519,96916.76,83021,9
46,2,4,58,2,11710.41,-40334.6,-42695.01,10752.91,-54065.63,-96568.5,-6214.39,-11560.68,110410,103030,51423,103130,120913,70,52,K,Z3,8,41118,102813,137,101616,-83623.78,20414,0
25,8,2,93,1,-7140.17,68033.04,-7621.26,-21933.89,97658.72,62542.33,-7065.51,-93116.13,32814,32334,52223,33134,81119,44,47,1,I3,1,51621,20622,136,80422,54687.85,40614,9
25,8,3,64,4,-10240.36,-82834.3,-93069.05,-48643.45,80272.33,62805.34,58527.82,58691.31,42613,42133,51623,43033,92519,4,33,V,B1,7,40919,70215,195,52819,2493.98,81216,2
46,3,3,7,4,41328.07,-66539.29,-6464.72,-17725.72,-54937.39,-14454.08,-27667.3,82185.21,70914,70624,50323,73124,22616,65,65,6,G4,4,32115,63123,143,40818,31482.52,111823,5
25,8,6,10,3,98437.25,71039.27,-55762.6,-55305.72,-89631.53,57783.11,-62550.38,-55711.25,12412,11932,50423,13132,112721,6,80,0,W4,1,101414,31817,188,123018,61287.29,22616,3
87,3,2,50,3,-9640.05,-93099.57,5753.53,42034.91,-71800.68,15218.04,87691.86,-92974.79,120212,112542,50723,113042,92915,42,90,W,B0,9,31614,62221,126,100619,-84250.79,81213,0
46,3,6,74,1,49783.57,-46333.5,15560.67,-29974.83,91989.37,97874.48,68047.99,50969.7,80111,72921,51723,73121,91013,71,54,X,P1,3,20813,82718,194,82819,25408.78,111713,8
46,3,8,71,1,70711.11,-64329.62,-22177.92,2420.24,69534.67,-70116.77,-70831.34,28253.33,21110,20630,50823,22830,31421,56,74,1,B7,7,10823,32017,181,22122,-65101.68,112617,5
66,8,6,69,1,-17412.08,53973.3,42669.76,71955.81,16644.64,-29534.05,-24966.71,-89717.22,11710,11040,52523,13140,100821,25,27,K,G6,7,82017,31821,164,30516,-1841.01,71420,3
87,3,6,34,8,-40602.19,24625.76,38102.98,-73860.15,1837.74,6187.84,23161.36,-8700.91,111214,110924,52423,113024,81020,57,97,E,G3,9,11221,10621,164,22322,56805.29,120914,2
87,3,7,49,4,-78573.54,71719.95,95681.65,21598.19,-39750.02,-24209.6,-94132.3,-12329.61,20313,20123,50723,22823,51917,73,96,C,Q5,4,71523,32014,173,90816,-12032.65,42913,2
66,8,9,16,9,-67098.82,-75668.77,-47329.11,37979.34,-64851.49,38921.39,-78317.47,33903.46,51714,50944,50423,53144,101117,39,71,V,A7,7,111414,50419,103,32613,57021.44,21717,1
66,8,5,64,2,99814.52,32367.56,-42423.82,10574.02,97263.86,-90259.02,-42136.56,-68889.86,71213,71023,52423,73123,112819,92,55,G,U0,7,10822,40520,168,20619,59197.91,51815,4
66,9,3,41,8,-53353.81,48179.39,-57729.84,-33737.5,-7502.76,3570.98,66571.43,-48390.88,51411,50931,51223,53131,100915,70,74,R,T9,5,70623,30913,135,71113,5902.36,12913,4
66,9,4,82,0,64060.16,71029.07,-96274.85,-99538.08,-95240.69,-3477.85,38025.01,30222.75,31113,30443,51023,33143,91618,38,82,9,S5,3,111916,62713,105,102316,-25724.19,20315,6
87,4,2,10,1,68678.77,-15030.76,-92730.04,53795.78,59806.3,3457.39,-30239.83,-15153.03,41214,40734,52723,43034,82515,73,18,O,B5,8,83123,71321,130,72920,39660.11,70321,3
87,4,4,43,5,-69752.85,-10145.35,16531.19,-77680.17,73343.51,-95904.21,33915.87,55016.41,31712,31232,50223,33132,50321,64,18,0,Z4,4,92416,31720,137,83016,-39821.36,11818,7
25,9,9,90,1,-39047.92,-3428.71,4886.28,21008.12,41814.48,28109.64,21602.26,-63522.18,122112,121632,51523,123131,120414,34,72,L,A8,6,13114,112313,115,72618,1513.51,101123,0
87,4,7,12,4,-61820.51,86143.23,6378.62,49159.49,-99325.27,4478.55,23883.53,35997.27,71313,70643,52123,73143,91815,34,34,A,J9,5,82716,70222,143,91620,8433.43,81618,0
46,5,3,18,5,23994.41,-83995.97,-73878.89,30154.32,-47021.39,-32352.12,57964.93,91044.75,31112,30442,51623,33142,91314,42,71,H,Q7,2,72116,81613,124,103120,-89723.59,101423,5
26,1,2,30,2,94660.09,-73939.21,73326.92,-58608.49,-89320.03,69027.86,-59537.51,-57893.34,30814,30334,50423,33134,91215,50,36,S,T7,8,22217,111116,154,81219,94616.52,52116,7
46,6,1,59,9,85642.3,-32487.33,-85860,12306.69,-63742.08,-46866.25,-24260.9,-89693.48,10611,122940,51523,123139,62218,59,64,1,I1,1,13018,71416,185,41417,10624.32,111014,9
26,1,4,91,5,47661.76,-76096.68,-51484.46,-89398.23,-93947.82,4010.03,-64198.06,77407.38,100712,100522,51423,103122,52916,86,1,8,V2,9,70718,112917,143,111023,-58652.42,12021,3
26,1,5,63,7,47311.97,11623.48,99813.55,2917.17,54609.13,-16590.99,82986.34,68272.53,10912,10622,52723,13122,72616,11,34,P,F5,7,92622,62016,183,60914,-27949.72,71716,1
26,1,6,98,3,-28616.07,99178.67,-95386.16,-92435.66,23241.94,-9625.77,71216.13,-10798.69,20813,20623,52323,22823,10113,37,36,2,S2,5,93114,72917,152,63019,94645.34,50922,5
87,6,1,91,6,85473.14,1848.51,54523.19,-73508.15,-24346.03,42640.18,81986.4,93885.96,42414,42124,50623,43024,120320,85,63,6,W9,2,41817,42821,138,80915,-19310.93,50113,7
46,6,5,90,4,-45167.98,-51936.58,-64159.19,-96378.71,53879.57,-61176.94,-70275.94,17302.18,112711,112421,50323,113021,110521,35,46,U,Y2,9,102517,70819,179,41116,-9982.77,80122,1
26,1,7,98,6,55099.23,-3314.39,91684.59,-38676.39,-11440.01,-50687.33,-14777.4,-61278.55,10310,122739,51923,123138,21121,53,60,7,S7,3,101119,80322,185,41120,27376.2,40618,7
46,6,8,84,4,29513.44,-4223.91,-15620.99,56838.92,11915.73,-17465.14,82801.2,73278.19,31311,31021,51923,33121,100122,28,89,3,K3,2,60916,71713,114,113016,73859.92,10118,5
26,2,2,73,5,89560.33,-63033.77,73531.34,-67910.07,60183.65,55768.32,85983.81,-88892.72,101411,100931,53023,103131,53013,30,67,Y,P9,3,11422,32014,121,70120,-2108.32,121514,6
46,7,3,25,1,33150.96,-65137.97,91729.27,-93991.07,-50531.46,-53639.43,-24367.78,86218.55,42811,42041,52823,43041,70922,28,19,8,Z4,5,30622,32013,156,100422,-43566.99,42019,1
67,2,2,16,6,67630.2,-50748.52,92315.28,-9081.73,-63477.46,27476.94,57894.04,-77001.96,52010,51240,50223,53140,51715,39,64,J,K0,7,100118,90814,147,71521,-52721.48,121320,1
67,2,4,44,2,-43103.69,48098.97,10488.78,-86495.63,77857.09,-51493.84,-18686.14,-13055.13,41813,41333,50523,43033,70420,57,10,F,U4,6,10517,122320,110,121913,-64191.14,30819,2
87,7,3,22,9,91426.08,85768.92,17638.47,-29937.41,-6853.67,90128.58,-52718.61,16344.32,21512,21222,50523,22822,62714,80,77,O,Z4,2,110722,22813,128,101321,19854.71,23114,6
87,7,4,88,3,-69296.01,-39082.81,-92647.99,-44671.05,30672.72,-65687.14,-81672,89485.12,42512,41842,51523,43042,92420,62,27,4,U1,5,101720,112319,163,102514,14789.92,20518,5
26,3,1,90,1,-32625.07,-421.73,-70090.87,-66001.5,90104.91,-70456.7,86064.92,2821.9,10510,122939,51123,123138,111522,66,92,5,C0,7,32722,50118,168,101217,1470.02,11421,9
67,2,6,92,1,-8538.94,59971.26,-70951,97787.58,90480.99,-72365.28,96158.77,-90750.48,11110,10440,52223,13140,20114,92,87,H,K8,3,31614,32714,193,112523,41251.77,101214,0
26,3,2,28,0,81815.46,-66540.56,-79442.83,45434.33,62004.49,32430.84,97163.39,76846.32,101810,101330,52823,103130,12621,38,6,N,T5,2,120515,121815,166,102214,-66649.67,22622,9
46,7,6,18,3,-93294.88,25472.19,-4825.3,28711.54,18681.88,73306.39,-90602.01,30290.84,72712,72042,50123,73142,61522,71,3,X,K9,6,61219,50616,109,52720,9718.82,22623,8
67,3,3,9,0,-89201.71,56971.2,-69461.25,55468.67,-58764.87,-78849.68,32168.02,-16070.07,92712,92232,51323,93032,81915,6,82,B,Q6,1,90223,61323,180,72316,12294.4,22715,4
87,8,2,52,4,21699.1,-97196.93,6410.53,17145.49,-36941.23,29391.69,-47851.96,-69156.41,121510,121030,52423,123129,120115,87,83,B,Q0,4,71316,60416,176,40620,42120.14,61617,1
26,3,9,23,6,66476.79,-1082.31,3515.48,39488.31,82868.74,-40038.85,68533.63,-87134.46,70414,62934,52223,63034,100315,5,11,0,T8,8,83123,71823,123,23123,51802.2,111916,1
46,8,6,25,5,22117.57,-45808.5,10063.71,-21230.66,83800.52,-1149.29,-10734,76874.09,51910,51620,52123,53120,121117,82,79,B,T1,9,71222,52520,109,60113,-60704.36,101213,4
26,4,2,68,2,61411.29,-99061.32,1831.66,92675.9,15967.6,34705.04,42540.03,-32303.46,20910,20720,52423,22920,102120,70,40,J,K4,9,50721,30821,184,11018,-88639.39,20121,7
67,3,9,38,2,11142.93,-32063.22,-91671.9,22780.14,83756.72,6000.95,832.88,34762.14,41411,40931,51023,43031,92618,96,32,P,R4,2,102614,31516,199,111115,13365.36,72518,8
26,4,4,86,4,8272.82,13122.24,-10062.94,-68372.93,34687.04,-92534.37,-52591.85,54914.92,122611,122321,51823,123120,110513,17,29,K,Q1,7,121822,50123,117,31315,-5869.17,12420,8
46,9,7,88,1,46128.68,-12841.94,-91726.76,-70630.66,-31848.31,-90323.82,-60831.3,68995.8,52912,52432,52823,53132,121518,83,43,R,E0,1,111920,100114,159,122420,-38033.2,30520,8
87,9,5,28,9,77072.13,-29525.54,-84863.37,31188.35,29865.55,-63444.18,-90453.25,93394.84,70510,62740,51123,63040,81814,20,40,W,M3,8,101013,41920,182,120117,82696.51,41022,5
26,5,3,23,5,-11645.43,-87055.45,-37604.19,-78951.03,97672.63,65877.6,-832.95,-33143.01,111512,111032,52523,113032,102416,17,20,M,Y2,4,62217,12117,128,92822,-53142.75,81623,4
67,5,6,69,9,65463.82,77364.57,23482.86,-54746.76,-18414.48,20784.04,97680.23,37372.03,111114,110634,52123,113034,61416,61,82,E,I7,4,11720,13114,174,101119,-1597.04,70918,7
26,6,4,1,3,-5362.17,-38502.48,74076.11,94050.99,-85382.51,-48141.25,37222.44,-86727.07,21611,21321,50923,22821,60720,51,28,B,A9,2,121823,121316,124,42618,-98942.09,32115,6
47,1,4,37,1,-33805.13,-59474.97,60686.05,84902.05,-41695.31,-73446.97,-31670.78,-97896.3,121212,120542,50523,123141,91921,89,29,M,Q9,5,100819,31821,153,70521,-37532.3,41113,0
47,1,7,94,6,-47694.62,-72431.34,31064.89,-4425,-77841.84,-98410.86,-68766.48,8675.63,112614,112134,51023,113034,30114,14,98,Z,Q5,5,100215,43115,117,120217,-97212.28,110914,2
67,8,1,80,0,-93466.22,-32365.83,-68047.16,-37117.71,-50609.57,-45084.87,12064.12,4664.65,91010,90720,52723,93020,51413,12,93,C,D7,4,42719,81322,150,100718,6045.55,72614,4
26,8,9,23,2,50652,-49130.63,-73736.8,25776.34,68739.41,-11044.14,-40094.25,23119.21,82014,81244,51823,83144,82521,95,10,Q,D5,2,41718,40416,200,92018,-3324.11,22519,2
67,8,7,94,6,-27086.67,-4592.81,-30706.19,-23368.15,-81625.62,58646.61,27110.7,-90231.81,62313,61643,51823,63043,70119,35,77,2,A6,1,83120,72814,136,122718,11336.6,31319,4
47,3,9,25,6,-87711.53,35322.26,-45068.07,-66308.94,-56653.98,64616.11,-49332.32,75772.47,50613,50133,52223,53133,70617,65,70,T,I7,2,21019,123116,126,92017,-7024.85,33113,9
47,4,5,2,2,7430.72,96650.52,-87497.89,-19191.37,-94995.13,-27666,-55514.41,93255.44,81612,81132,52023,83132,102917,99,66,8,K1,5,42423,20322,197,82817,77086.68,21723,4
67,9,3,33,2,-15245.97,88188.84,-26627.21,-73493.85,50349.87,-64758.52,60492.31,-36059.42,122711,122421,52923,123120,82318,54,29,C,A1,3,51622,12817,159,103015,-30944.96,120221,1
67,9,6,27,0,98017.64,-26820.55,5475,-34768.29,-96265.31,62705.11,-32853.79,-73272.73,42814,42044,53023,43044,120718,98,98,9,N9,3,51017,121516,176,11115,97630.48,92422,5
88,4,7,24,3,-32330.16,71641.41,-86710.62,84086.9,-1886.2,-74109.48,-25609.07,-34305.39,82314,81544,51723,83144,81918,82,56,C,Q9,5,102215,30213,135,20121,-19429.83,32815,2
47,5,3,93,8,30939.51,48112.1,-7781.24,-64295.68,24071.41,-26655.7,-9011.91,94115.8,21511,21221,52623,22821,42615,74,57,8,L4,3,32618,82823,122,43116,-68197.44,61615,4
47,5,5,20,2,-39887.7,-78386.35,-54450.76,82888.45,37775.53,-24775.11,-43197.58,48374.82,101414,100934,51923,103134,30918,59,95,P,G6,6,42417,52819,178,62117,48598.37,93016,3
47,5,7,93,4,-63364.49,12315.86,16633.81,-59555.42,27701,-29449.92,3315.84,-93764.02,30714,30234,51723,33134,11620,89,35,R,M7,3,81616,42122,187,60713,3840.55,71617,5
47,5,8,69,2,-75650.4,20666.33,-336.05,-68256.97,-7652.46,-31194.52,-16561.35,-90872.84,90613,83043,50123,83143,101819,80,61,2,R5,2,92818,22913,140,90223,-73692.49,100221,3
88,5,4,58,5,-36911.33,-1244.65,73947.4,-2240.29,-71391.14,-66314.76,-62740.63,-57007.95,20714,20524,50723,22924,22519,40,9,6,M7,7,12618,101813,134,122414,49065.76,90819,2
27,1,3,64,2,94261.1,-77264.65,88087.04,55248.57,62214.76,-19027.76,-55582.32,4146.06,11311,10541,50123,13141,72118,66,20,7,B9,5,70920,22216,128,82220,15708.03,11523,3
47,6,3,87,7,-21252.9,-84543.06,61806.25,46906.06,-45901.18,81601.53,-24669.81,49386.12,123014,122244,51423,123143,102514,93,50,F,H3,4,110321,112618,170,82120,-65220.53,121313,8
88,6,1,37,0,-78339.1,-6640.24,-90551.63,-76526.28,73109.66,-50601.79,-99958.37,13762.35,70414,62934,50423,63034,60117,97,70,6,Q2,4,41120,111916,191,12819,-83917.37,40322,3
27,1,8,98,6,40376.63,-14236.61,74360.77,-83377.71,-95731.87,95698.31,28210.89,-1166.77,20511,13131,50723,13131,110118,16,54,D,T7,2,111320,102419,176,60115,-22613.93,51213,5
68,1,8,33,0,3483.29,36287.01,41986.05,73411.34,115.27,-80907.84,-18057.69,-51678.41,71612,71132,51823,73132,70517,40,18,T,F1,1,122720,110922,103,120415,-95518.53,100918,6
68,2,2,96,7,37912.77,32177.91,-72736.1,-2603.49,67488.33,67391.12,-77507.18,43096.71,92612,92132,51323,93032,81016,67,98,H,Q4,5,51421,101623,114,80617,84997.88,22323,8
27,2,8,97,5,-93954.98,60207.08,-5144.18,-48071.22,22122.72,-11737.03,-59517.86,73060.37,71710,70940,52423,73140,31413,17,8,5,D8,8,12615,12418,113,50422,-59618.45,33017,6
68,2,7,98,8,94666.71,823.06,-3267.42,91520.97,65307.55,-58208.99,-55440.77,-7454.91,92410,92120,51523,93020,21318,99,51,T,J7,3,90417,82317,144,83116,-67262.87,61518,6
27,3,3,35,6,-45210.71,-62651.64,31111.56,6740.83,-60211.65,52091.36,-66631.28,-71710.38,121910,121620,51823,123119,113022,13,99,J,Y5,2,101523,91915,180,82216,82609.38,121723,6
88,8,3,52,2,17158.4,96480.21,90784.46,39860.55,-52798.2,-59413.13,30390.9,15020.79,10710,10520,51023,13120,100416,4,17,W,N6,1,71218,51020,147,21918,37999.57,21618,1
47,8,7,79,7,3734.78,-16.99,-62108.23,48077.43,-39773.6,76016.36,62034.49,-14304.79,111113,110443,51923,113043,20913,59,86,B,O8,8,22221,111118,152,52319,80273.05,62520,3
68,3,9,12,4,52801.68,-32796.78,59008.96,-34808.58,85485.04,68828.89,-68985.05,41258.46,122414,121644,52823,123143,52221,27,25,Y,H4,9,42314,100313,145,21618,20880.02,91722,4
47,9,2,11,0,-86114.3,11853.38,-64174.63,-878.33,-81023.4,-60615.34,43341.11,-76881.96,32610,32320,50923,33120,11318,33,88,9,F7,9,81823,122317,140,82421,13638.8,42523,9
27,4,4,60,2,-24100.29,68008.01,-83627.12,99998.4,-72889.72,-89803.38,83016.72,-65263.1,120612,120422,50523,123121,121321,77,2,U,U9,3,20421,100319,100,43115,52032.06,50515,9
27,4,7,12,9,-76962.57,57171.78,-23321.99,38844.75,-10141.92,43275.89,-18747.48,-54355.35,21710,21520,50223,22920,80417,43,21,H,T8,8,111913,72513,181,112613,51804.09,110223,3
88,9,2,34,7,-41550.46,42924.71,-34015.7,-20465.21,22655.71,91458.81,-8111.4,-11251.34,102312,102122,51723,103122,80721,57,13,M,T7,8,23121,80723,159,60822,-57840.82,30121,9
68,4,6,5,4,92001.86,-12634.35,68034.33,16219.24,92345.98,88937.3,-10870.86,77926.65,32212,31542,52123,33142,111214,31,26,B,H8,7,82717,62921,156,30415,55174.27,102713,3
88,9,6,86,5,-82510.26,71400.73,56971.19,-42021.36,66935.43,41682.88,92448.16,22194.5,12113,11923,51523,13123,61513,12,48,J,K6,6,62618,91922,131,72114,-48889.85,110418,1
27,5,3,42,7,-17095.71,28911.04,-13791.27,45724.97,27491.3,92568.32,39826.26,73421.58,103111,102341,52623,103141,51013,36,22,Q,W0,4,42815,51423,124,101815,-45238.05,51816,3
27,5,4,61,3,46768.92,-57178.09,-35062.14,-57354.62,80027.58,6812.47,-6227.63,-67806.61,80214,72834,52523,73134,42914,48,82,S,T7,5,52219,51821,132,42013,-45629.31,120417,3
88,9,9,50,1,31789.64,84656.56,17194.62,42713.52,86117.93,39503.44,93802.79,96111.26,112914,112144,52123,113044,110217,41,35,W,I8,2,71018,121321,145,80114,72510.83,11016,7
27,5,8,83,6,45514.57,28606.71,36404.16,76488.9,-38361.64,33290.91,-90130,-18764.77,62913,62723,50323,63023,121821,59,16,G,Q8,9,120423,51416,200,12723,87104.25,80222,0
27,6,1,98,3,23242.2,-43731.29,-38622.51,43320.83,-68143.75,-62722.51,-98347.39,-96383.19,121912,121242,50123,123141,32713,46,48,Y,N8,9,11718,30519,124,20113,40670.8,72720,8
68,5,9,11,0,98238.23,94297.58,-19239.45,-41842.55,3118.09,33949.42,-8227.63,-20523.05,70910,70430,50923,73130,10417,87,83,2,V1,5,70518,111722,196,110616,-81224.14,41716,4
48,1,2,86,1,-76298.43,-26073.96,-54164.49,-16137.42,26936.61,-73623.07,62223.14,-46894.73,111712,111522,52423,113022,12213,4,3,2,S2,6,102817,30216,107,12323,-74639.36,90122,2
27,6,4,16,9,89163.49,40362.06,7212.7,-47322.17,-32268.24,77931.05,32237.15,-13690.9,51712,51522,52123,53122,22115,72,67,L,S4,1,51522,91322,121,102923,38528.36,10416,6
68,6,3,28,8,-14314.21,93045.98,12818.26,73945.83,79919.87,89234.68,57885.4,28040,20314,12744,52723,13144,40615,79,20,6,O9,3,30517,60315,143,121217,-86363.42,21515,1
89,1,3,13,2,-51713.97,-5282.44,55026.36,-31439.12,55223.12,-45204.75,-66971.63,-54507.67,21213,20733,52423,22833,21920,96,19,W,C1,6,61216,60516,108,70916,-7600.5,21814,9
27,7,1,86,1,98495.24,62903.35,84150.93,-82621.25,42055.3,98209.99,63305.31,49619.44,112511,111741,51923,113041,61819,89,6,D,F7,2,32418,71516,157,101714,37062.68,123120,3
68,6,7,93,3,-28754.81,-75337.12,-81728.52,-65396.51,9215.75,94326.79,-30506.18,72639.71,41614,40844,50723,43044,120921,48,36,H,J1,2,11618,51915,185,30117,-84078.56,30421,1
68,6,9,57,0,44367.94,20763,-20298.99,-84423.16,97547.7,-93295.02,-9861.82,-45728.78,72310,71540,50123,73140,110822,43,29,Z,P8,1,120123,30913,103,82417,4787.62,101316,4
68,6,8,35,7,-94986.2,57397.76,30054.72,85433.85,-82921.04,92810.42,11644.01,73429.25,10612,10132,50923,13132,61413,84,7,7,J0,3,10214,90916,158,31114,-72239.68,62222,7
27,7,5,94,4,64478.78,-93381.14,-77764.08,33267.6,97304.48,61021.95,48857.91,47794.86,60711,60421,52523,63021,110813,65,98,I,P5,5,13114,90413,149,51218,-13310.43,60719,2
48,2,5,81,1,-65878.98,-16979.41,9907.58,-24738.73,10894.53,75241.18,-40019.34,-79314.95,10114,123023,50423,123122,100622,58,93,W,R2,3,50421,90218,139,32917,-16329.06,121823,1
27,7,9,67,8,90232.02,86590.81,-33884.85,12011.22,-39220.14,-6768.05,67654.63,-42772.01,120714,120234,53023,123133,72119,76,7,2,P2,5,62316,31417,159,20420,-19327.2,72921,1
48,2,9,51,3,22309.76,24744.09,10766.18,-58828.26,44078.77,-12001.57,-68088.71,55180.92,111911,111141,52823,113041,11515,48,79,Y,A8,4,71222,52114,179,30518,-30545.46,80520,1
27,8,1,3,8,-6112.66,9810.07,85465.49,7795.09,-93605.36,-2588.5,37124.09,-28562.55,82712,82042,50223,83142,43020,2,85,S,J1,5,32017,90113,183,91114,94666.63,21717,9
89,2,8,95,1,-81303.19,-98827.73,65655,-42031.21,99694.15,80404.12,15441.7,10597.33,62411,62121,50823,63021,20915,7,10,E,V9,6,42713,81522,156,21417,-85512.37,100217,4
48,3,3,97,6,14996.31,5966.79,-88423.62,-26991.36,-65000.63,56294.18,-51562.51,13462.08,101510,101220,50623,103120,111918,37,5,Z,C5,5,121220,80322,168,61314,96188.47,101014,9
27,8,6,18,8,-43596.92,44490.82,-79062.17,6455.47,21672.99,-79831.99,48121.39,68150.46,72910,72430,51023,73130,72922,45,1,X,Z9,4,12522,50422,112,92116,46888.63,112517,3
27,8,5,35,2,73706.33,-66005.78,12550.04,81405.52,-44780.24,-95526.57,73387.83,-12223.33,11813,11623,50323,13123,50817,58,93,8,B6,8,22318,52513,136,82221,-2309.86,62420,3
27,8,8,18,7,68464.4,-14267.56,73073.54,-78709.21,-41683.52,-36950.31,-33556.38,87448.8,22113,21443,51423,22843,82821,12,18,R,B0,8,62714,63113,105,63014,30667.82,10516,4
68,8,6,36,4,14866.17,83768.43,-71404.71,-20374.61,45123.39,24440.87,97495.31,26036.64,82313,82123,50423,83123,52116,53,5,W,J5,6,82714,91714,200,60120,-21966.83,43116,1
27,9,2,40,7,18893.04,36846.57,74922.79,48124.96,-89668.05,81974.56,69600.62,67.1,52614,52324,52723,53124,51321,75,44,8,K6,7,73116,82719,115,23022,28586.89,102014,6
48,4,1,98,0,61825.71,-86435.01,-2748.33,7562.7,-89418.73,76088.13,25794.01,44956.3,90913,90243,52823,93043,100522,55,19,K,P3,3,40115,100921,174,80815,18825.32,110223,2
27,9,5,31,1,43574.73,-50723.25,23712.72,31311.37,-9399.92,-66650.03,-46912.29,38445.6,91811,91521,51123,93021,11314,64,15,O,M4,8,32720,11519,184,120322,-22597.49,10723,6
27,9,6,95,8,48218.28,-17955.18,-78540.53,-28036.73,-9004.37,17605.56,-88064.24,65982.22,30713,30233,52323,33133,102718,16,94,2,U8,1,111923,61414,113,121319,26758.26,41322,7
48,4,3,15,8,31144.59,29610.85,29453.06,-983.41,-7302.02,81127.08,59625.56,81015.68,92313,91833,51923,93033,33122,37,1,D,G1,1,101415,100617,149,61313,89729.42,13017,7
68,9,1,90,6,46969.71,-44292.4,-58255.38,13658.91,12476.59,53307.79,-10945.03,-91083.52,21913,21433,52123,22833,43016,37,3,C,U5,3,73117,51513,114,121516,73905.71,33118,7
68,9,2,45,3,-1408.04,-65572.47,-56896.92,60387.3,-76865.56,-42580.2,-58456.82,40628.23,62713,62523,50723,63023,122219,84,74,7,Z5,5,50722,61317,191,120815,59989.3,100620,0
48,4,5,66,2,-91382.72,16569.45,28770.88,28046.99,-95885.31,42407.28,47601.15,-69318.69,81114,80824,52923,83124,102521,49,37,J,A5,1,90720,113114,119,51516,95491.27,121520,0
48,4,9,43,9,-24657.75,-85888.85,71429.92,22413.88,-18768.52,81845.79,-79369.96,-22612.62,72414,71644,52523,73144,40817,34,68,4,A8,6,120715,82514,111,92723,-6169.35,61122,5
68,9,6,5,6,55680.49,29235.44,2619.47,74293.57,-66615.48,95460.35,78494.28,-30829.42,31510,31030,52023,33130,82713,92,17,P,Z8,9,101523,10220,177,33014,-96270.54,41116,1
48,5,4,59,3,84707.31,-90883.49,-59030.81,-92258.87,-63362.18,58775.16,-42541.49,-43439.94,71112,70442,50323,73142,62313,66,26,C,E6,9,62223,20618,193,40520,22832.64,12718,7
89,5,3,43,8,73929.32,-14881.59,-46487.07,24777.19,-15572.72,-59458.03,66634.06,-98703.83,110614,102944,52123,103144,22116,81,82,0,H7,1,82720,73016,173,53022,46745.34,102222,2
48,5,9,49,1,-19275.32,41558.85,43185.01,39582.48,-91195.75,-20022.88,-89895.86,13719.39,112611,112131,50523,113031,60618,66,6,Y,F3,2,112622,103122,173,20922,-61879.13,72016,0
89,5,5,18,8,-74973.33,23661.61,90326.37,-4484.85,-40565.85,25327.39,-91614.92,-23576.51,112612,111942,52023,113042,100316,81,46,J,P9,7,100916,82219,134,111118,-72445.77,101723,2
69,1,1,57,6,-20726.71,68051.5,-40479.47,-44664.17,-27162.21,-44424.11,-53425.03,26061.02,92212,92022,52323,93022,51716,30,28,Y,B1,2,121018,60317,152,82820,89408.71,31814,1
48,6,4,71,6,-77965.32,-23692.55,68035.5,-13002.81,-97011.4,-84254.51,-42469.09,71579.9,91710,91230,52923,93030,91919,36,2,1,F4,3,42419,50922,161,72721,39677.75,62221,0
28,1,5,49,7,44100.77,4142.66,44923.5,99222.08,49059.6,37208.31,-80234.39,-76118.25,22410,21740,51623,22940,100220,20,68,W,U5,8,40922,90913,124,11317,-66691.89,40322,7
