FY,ENTY-CDE,ACCT-NBR,MINOR-CDE,CUR-MO-CDE,CUR-ACCT-BAL,PR-YR-ENDG-BAL,GL-MO-ACTV,CLSG-ENTRIES,CUR-MO-PR-YR-ACTV,SUBQ-MO-PR-YR-ACTV,MEMO-ACCT-BAL,PREV-BAL-CNTR,DTE-LST-RGSTR-ACCT,RGSTR-TYP-CDE,CTRY-DIGIT
71,77,7443,220,84,-87656.24,35172.12,-74780.25,-54294.52,-90,34274.8,13606.91,49234.35,21113,23,9
92,24,7444,204,98,15165.44,27859.24,-58238.47,62077.78,-42704.07,78174.75,-22748.67,-70557.39,110622,22,2
10,38,7445,213,44,-23469.56,-60957.03,-913.78,6906.1,-44964,-76256.79,50869.04,-7524.81,80116,21,7
51,34,7446,214,80,60425.41,-72751.43,15660.4,692.15,10020.61,-29065.95,-4148.36,50655.65,70920,22,7
10,41,7447,218,17,48252.76,11498.66,17003.4,-97069.65,78456.79,-16467.74,-83777.91,-49546.84,80522,22,1
71,85,7448,220,18,-21331.51,19719.09,81704.7,69169.54,92489.48,64589.23,-90251.9,-80590.08,42114,23,7
10,45,7449,215,36,55108.74,-55043.7,42964.93,-93750.27,-82784.18,-12877.95,73210.88,86043.01,51222,21,5
71,89,7450,212,65,44660.26,38625.4,60065.85,-34916.14,35576.12,-38450.14,56131.41,24143.21,22222,21,2
51,52,7451,220,56,-62353.56,40526.45,-51174.58,-43758.76,10387.31,-8603.32,38551.71,69216.62,11715,21,8
92,49,7452,211,41,-40771.96,-53302.76,-18689.39,26403.37,-66097.21,68232.67,-64374.91,28983.15,80617,20,4
10,58,7453,213,52,-20437.85,10307.63,55185.51,-29473.32,-29216.26,92927.69,-70181.52,53658.71,90618,20,2
72,3,7454,201,65,60727.24,-58658.26,-97156.91,-49673.83,-15773.46,-16134.64,-15437.26,41491.22,52318,20,9
72,5,7455,208,25,30048.38,-71854.98,-11339.04,-68543.45,-1245.03,20310.51,69418.92,95129.7,42221,21,5
51,59,7456,214,46,38003.41,27446.87,8337.87,92202.56,-7017.57,96245.73,21559.87,-19572.95,110821,21,1
31,11,7457,215,51,95317.52,-11805.49,-80684.51,-52674.46,25839.09,-16003.39,-10791.83,-61296.29,121514,20,3
72,7,7458,216,64,22.48,68577.55,-78039.23,48567.81,84079.29,-40539.11,71027.85,49501.71,21813,23,4
92,59,7459,211,94,-31321.62,-67969.78,32670.94,56143.66,-45803.01,-89735.78,61271.49,-4326.09,81720,20,7
72,13,7460,207,11,92797.96,-1150.12,-77032.1,-88128.64,67160.83,786.78,42444.17,-65083.08,50318,21,8
31,18,7461,211,49,-78146.67,73234.13,-57969.63,-53878.28,63711.66,-50435.22,16076.1,88493.04,73122,23,1
92,63,7462,217,77,90522.62,16040.9,-81290.05,29082.07,64758.9,96407.23,-45834.62,-24103.87,81818,20,7
72,18,7463,218,36,43916.24,36737.63,40872.26,-63670.28,90769.1,79601.5,-7984.72,-72283.09,121213,23,2
31,23,7464,217,60,98614.02,6588.84,-57291.4,-36339.48,54124.63,49377.5,20471.96,-76419.26,111413,20,3
31,24,7465,201,60,-84770.61,46746.75,-15725.29,-30285.39,30226.26,-68546.3,52957.6,-61074.44,112214,22,4
31,22,7466,219,62,43362.32,78790.31,-47905.71,-42462.86,-8327.87,25734.57,73491.8,-4599.14,61919,22,8
92,70,7467,219,22,-59229.31,44269.27,21277.02,38517.26,-23708.08,1158,91992.27,16993.98,100113,20,6
10,79,7468,201,72,-13569.59,99139.38,76892.71,99254.04,30197.78,83367.74,53286.08,-74984.22,60113,20,4
92,72,7469,213,20,80232.51,43159.87,-1968.66,-71069.88,4785.33,-84796.63,92456.58,8622.47,62518,20,1
51,77,7470,219,18,-44095.76,-64220.18,-700.75,5702.99,12886.47,-11114.63,-68539.56,12539.21,71213,20,7
10,82,7471,213,12,-45921.79,10664.97,-19264.22,86396.75,49060.78,64283.15,12441.36,94642.79,11516,22,5
10,74,7472,206,94,11512.02,51762.72,-67021.66,23263.58,35020.54,88290.23,60202.31,1129.18,12114,22,2
92,71,7473,220,54,-15654.33,-46417.01,-48510.4,69130.4,10197.88,-22600.47,-14049.53,-85336.21,81316,22,2
72,30,7474,200,41,-61868.97,-39437.98,13397.6,38798.35,37440.38,-99213.43,-94829.8,-47113.02,63013,22,4
10,87,7475,214,74,-82776.8,-60132.67,76420.16,89533.49,-86701.18,39256.69,-46484.26,-3531.66,102616,23,6
31,36,7476,200,32,-13182.84,-89858.67,-79930.44,-42774.53,-92780.71,84752.67,-28812.44,83030.24,30314,20,3
31,37,7477,213,78,15876.23,-28137.5,-95701.49,78694.15,23498.96,-25522.52,98234.34,95343.8,42818,21,2
92,81,7478,203,18,95633.81,19918.75,74985.48,74206.41,-38573.06,57058.09,27463.15,-82654.79,102419,20,4
92,83,7479,212,72,33165.46,-30199.01,-11054.3,-16981.96,58068.77,76040.2,39179.41,53348.37,52018,22,4
72,32,7480,204,10,-90230.87,30330.18,-39908.17,78313.26,-79197.47,24944.47,-35973.07,77882.33,22117,21,7
31,35,7481,209,78,22222.66,-97150.11,-51339.09,28441.43,-18615.12,57089.48,62746.77,-53485.36,41420,20,3
72,38,7482,200,72,-7777.91,98112.28,13957.62,20351.76,50010.31,-12951.57,75055.62,62043.09,31213,22,8
92,88,7483,215,45,-81925.37,-43171.26,34721.46,24724.03,851.86,-33959.28,56144.79,47493.75,40117,20,3
51,93,7484,219,31,8486.65,68541.82,39427.62,-1432.72,-20479.58,-48400.29,59578.1,51434.66,12615,21,6
51,92,7485,202,79,50075.37,-66712.1,62264.78,31335.46,6411.85,78697.7,19835.44,-64634.59,61515,22,9
92,91,7486,204,70,-73962.53,93.86,-93787.55,90114.53,-1612.58,39695.54,51569.24,86203.1,100913,21,2
11,0,7487,205,17,2579.41,-30269.06,63303.75,33284.85,-12944.18,9602.87,85998.32,3661.41,80118,20,4
31,49,7488,217,89,-78112.3,-95083.17,36686.79,-33788.79,-22022.91,13184.37,-68931.4,56058.08,110916,23,9
31,50,7489,210,18,-7083.77,95933.33,37092.63,-90874.01,-59901.68,69245.48,19600.42,-12085.38,112421,23,2
11,3,7490,204,90,3200.34,-81681.51,29791.8,24206.44,-99309.48,-25942.32,-10846.31,-20056.94,10917,20,6
31,52,7491,203,95,54457.67,-52210.68,-86576.96,-9967.26,35038.29,98043.36,-13850.51,-39554.96,12017,22,4
72,48,7492,203,71,10710.62,-77609.13,-43219.08,-6158.89,35104.59,39517.3,-73626.17,8213.01,111821,20,1
31,54,7493,203,11,94247.73,-81438.65,92572.1,85957.05,73801.64,77872.91,-43456.53,-11933,40718,23,2
92,99,7494,217,89,-76543.9,60315.67,-93361.09,80146.16,-78853.39,-97780.28,32672.01,-92877.41,10218,21,4
31,56,7495,217,66,-36285.09,79288.64,-95414.12,96827.01,1958.51,-84356.99,-47258.24,30282.75,121413,21,8
11,4,7496,220,20,-34126.71,54524.58,-70198.09,87665.74,64445.66,-39103.41,-56671.65,-25133.93,120613,23,3
72,54,7497,212,54,-10331.77,-64451.86,62115.69,-69390.93,9259.39,48206.2,-86676.81,-54645.95,41517,23,6
52,8,7498,218,72,-42028.73,-89149.75,-56755.3,-11022.71,-26189.49,39358.35,58862.44,-4427.62,121618,20,8
31,61,7499,207,88,59154.98,84728.37,16930.56,-56222.4,-61922.04,20056.11,70847.43,50444.42,31522,22,3
31,60,7500,200,51,-16815.13,-63446.11,-1075.15,-74445.3,-47635.64,54888.5,-14139.58,-41187.22,70220,20,1
52,11,7501,204,12,-63066.34,88133.34,77294.31,-64189.28,-40345.01,64926.8,61175.81,44041.52,121822,23,6
93,9,7502,217,11,-24159.34,25354.5,46031.55,47486.36,-37902.37,-85839.7,29343.91,-35073.96,61720,20,3
72,62,7503,208,41,-86113.79,10352.4,-62110.17,26151.97,3939.93,-6359.34,12933.77,-36532.26,120817,20,1
72,65,7504,210,68,-64818.36,2462.17,81809.05,32353.79,64388.17,-48634.67,67138.37,9009.08,82221,22,5
11,25,7505,207,76,53083.97,58657,13491.76,-96422.22,-52926.05,51944.83,-5648.78,20473.53,102317,23,1
31,74,7506,219,64,58682.92,-69586.99,3413.43,-41979,41223.29,72635.33,57941.46,58811.24,41714,21,2
31,75,7507,205,81,33385.27,-43750.93,92607.31,-88529.64,-38718.49,-14528.56,50059.57,63095.09,70813,21,9
72,72,7508,216,23,32581.85,-81107.21,-90166.06,92148.45,-85773.26,-43485.32,48505.54,70369.84,110719,20,3
72,70,7509,212,85,38970.02,94163.17,-86505.12,-99830.01,81854.2,-79975.73,28921.9,-6250.58,41818,21,5
11,30,7510,209,71,-13402.44,-22601.27,-22963.05,-25733.68,-94638.56,-64183.4,20235.01,12080.92,71422,23,8
93,23,7511,207,75,-17688.42,84596.95,-7245.16,-10372.84,17947.23,37553.08,38838.86,-80493.89,11814,21,2
52,23,7512,200,59,85656.93,48659.24,-79681.09,-69776.83,-71054.6,-24293.93,-29561.7,90703.65,21522,23,8
31,80,7513,211,94,-41973.2,-16706.75,-42252.77,-59336.69,8186.78,38523.57,-2962.4,-37929.78,10314,20,9
31,76,7514,201,41,77139.82,-15957.53,-78202.09,76443.9,35117.93,-56172.85,-90043.45,-95328.54,121915,23,5
11,36,7515,216,63,82177.03,86875.14,26606.27,-12703.72,-30124.33,-30572.64,-47313.99,-50244.36,40619,22,1
93,29,7516,213,10,-28734.33,-57026,96983.35,-35202.88,91974.74,-90837.32,31749.91,68466.22,121217,23,4
93,30,7517,204,59,2803.89,20094.73,-33868.95,16293.68,-57952.69,85093,75085.14,57885.43,42216,22,5
93,28,7518,208,28,94795.16,21307.17,24129.78,-87661.92,29444.89,86924.94,29324.71,19649.41,43021,21,8
11,40,7519,207,14,-47991.49,-92808.24,-91777.59,-23390.8,-45821.43,-46809.03,24515.66,86984.5,100215,22,8
52,39,7520,209,11,-75306.2,-37267.06,19867.16,-97028.55,-35298.88,-69837.98,48854.33,7381.54,42617,21,3
72,87,7521,213,76,-78630.44,-52109.61,-77518.97,-52313.69,40744.26,8566.04,-39052.47,82213.09,51520,21,5
31,93,7522,218,25,47711.79,-31557.35,5697.58,44633.53,11734.22,22860.62,85067.28,2960.59,50315,20,1
93,38,7523,204,59,-84978.05,-93821.86,-24500.45,-23916.57,53725.22,44726.74,53226.47,73358.38,93019,23,9
31,95,7524,216,51,53689.46,24879.94,-68418.55,-67521.16,-38468.76,-17787.75,-94800.01,31960.5,61315,20,8
11,44,7525,219,43,-38331.93,73161.97,71710.26,62907.23,-42810.2,-7304.26,-29639.67,84414.89,122419,22,6
93,41,7526,208,92,-52301.38,94268.41,-87045.38,50392.13,-81123.06,47061.74,29264.53,-73209.35,120413,22,2
31,91,7527,200,11,91077.69,-36403.05,-72059.35,-77683.1,-56711.03,-79654.88,58115.28,42594.44,11120,21,4
11,51,7528,216,89,-49231.45,88255.6,-51744.08,-11255.49,55284.4,-64473.63,-49697.27,-53599.9,103119,22,1
72,88,7529,207,20,51700.38,-42.04,-84324.76,-92642.14,-70637.72,-29369.35,-34572.33,3938.71,31313,22,8
72,99,7530,220,25,-73525.59,81804.61,-57703.27,43323.17,49506.79,-97586.1,17288.51,-89938.35,21918,20,3
32,3,7531,217,60,67731.44,-24049.94,94469.62,-15044.21,-82558.69,-78991.75,43688.48,-41084.56,12516,21,8
73,0,7532,212,93,39697.64,84226.2,-36749.7,-33125.31,-38367.2,-55605.97,-8318.06,-48899.76,20421,23,1
52,54,7533,208,72,-84626.95,-86794.53,-4031.03,26710.08,-17763.54,-20031.07,-62584.66,-21619.45,21717,22,1
73,4,7534,208,40,60114.53,-92586.27,94249.35,-2031.24,6651.44,-46341.77,-29090.85,81628.87,81722,22,4
73,5,7535,213,57,28334.44,-45839.67,-2771.51,-24743.35,84163.35,-25050.89,66569.51,79280.36,10514,21,1
73,7,7536,208,43,-5197.45,71372.02,-54720.75,28706.5,-88832.04,35011.97,80039.12,92624.58,90516,22,1
73,8,7537,219,23,91572.93,-2609.02,7021.78,-45328.24,69819.06,85124.5,-60398.08,62064.91,10722,23,2
93,56,7538,217,63,21310.14,-28831.91,-53595.01,53823.52,-24237.53,76569.24,15334.34,95029.2,111220,23,9
32,14,7539,212,26,-34214.97,-7820.69,60941.4,21573,-83279.9,9442.05,75237.2,-85313.07,32614,23,1
93,60,7540,219,83,46284.78,17871.25,17404.92,-99891.1,60696.28,-70571.24,-14348.01,88847.78,20521,21,6
93,61,7541,214,32,-67290.01,-49577.37,57763.16,11371.36,-85021.23,-92589.18,72367.45,4651.3,111814,22,9
52,66,7542,213,46,-1254.12,81674.12,91063.66,-7101.81,-36752.14,-50484.82,60628.13,-41055.4,10321,22,3
32,18,7543,216,58,-99620.34,23520.14,95954,64312.7,71535.18,66477,98991.61,-45640.65,21818,20,1
32,16,7544,215,32,-25695.93,-88199.03,-70098.45,-54820.65,11743.92,75252.66,24735.22,-59675.5,102617,21,9
93,67,7545,210,69,71459.1,-44455.15,-69943.17,65772.34,-1325.24,68728.9,93856.28,65786.29,102019,22,1
11,76,7546,217,64,76512.27,75485.83,53568.99,-81274.26,4203.46,-12470.92,-47561.86,-82634.01,70819,20,6
93,71,7547,206,65,91393.82,-76537.49,-56067.67,-86004.81,61488.29,-65795.95,-34355.72,62624.24,40121,23,8
11,80,7548,217,62,17013.79,-88890.25,-47689.1,-15621.49,77047.72,43201.75,-90089.6,-78996.27,101719,20,8
11,81,7549,210,89,-18237.01,65611.41,30698.08,-62024.61,-79472.98,-20307.34,-36730.69,-92866.56,31417,20,7
93,75,7550,206,50,8902.13,-78293.09,45000.38,-21192.19,-54906.05,78714.51,16579.16,38454.07,102117,22,4
52,79,7551,218,50,-93444.3,45501.56,-29937.88,-12920.92,31205.29,-72914.46,-695.29,-52999.3,30822,23,5
52,81,7552,213,38,2069.05,1312.84,-87418.21,-62256.05,-81523.73,50718.49,83510.21,48722.78,33114,21,3
73,29,7553,205,43,-51390.78,-99335.48,-84875.38,-77645.29,72961.38,23572.87,77476.61,-65527.85,82616,20,4
73,30,7554,209,28,46878.63,59652.06,-70337.94,64776.57,-69340.01,96535.55,18761.91,38141.31,72519,23,5
32,37,7555,212,99,-14564.2,-19816.63,74117.62,-66962.1,389.25,98246.67,8734.54,-98327.13,21217,20,1
11,90,7556,206,59,-55109.65,-245.29,73099.59,39736.06,-15384.86,80436.71,44033.3,95918.11,11418,20,9
32,38,7557,211,87,-35715.25,22488.59,82087.53,66432.35,-35710.78,44338.4,21870.45,-92215.43,82122,21,3
52,89,7558,204,66,87121.49,13093.79,98469,-52618.4,31609.06,74381.97,-96633.54,90113.93,52614,21,8
32,42,7559,220,94,-92046.46,6438.4,-35022.92,64593.21,76284.48,37936.66,-52490.2,89997.34,90818,20,6
52,91,7560,215,88,89618.46,-9764.61,-35432.37,13909.79,-38858.08,73735.54,-91433.84,-97343.67,122822,21,9
11,96,7561,211,54,98488.33,14901.8,-40924.92,33864.24,84801.65,-51897.77,94294.86,74124.29,122114,20,7
11,97,7562,208,50,-19753.23,-79289.89,99308.3,68314.35,-21968.1,-83292.29,-39857.1,12473.69,52413,22,7
11,98,7563,213,57,92405.28,-86567.02,-94996.13,-21608.87,-54456.74,-58100.61,-57577.72,-9631.78,81221,20,3
73,43,7564,202,38,22676.97,-21100.62,-27476.63,-26366.59,71993.8,68691.95,4805.43,24339.14,21615,23,4
11,95,7565,207,75,-94869.23,32699.95,-5533.93,21078.76,44227.89,-62541.03,10583.55,-17581.99,101516,21,5
73,41,7566,207,52,-11427.14,-35510.56,-84734.07,57473.47,-93413.12,-98129.26,64571.52,71490.66,21416,21,7
73,46,7567,204,28,35493.01,83114.34,-25423.11,-71177.68,-37539.72,45841.39,91885.31,-41275.79,91116,23,3
93,94,7568,209,62,97952.7,-63276.14,-12154.2,72239.78,-4548.58,53669.54,97231.26,-67974.27,42215,22,7
52,98,7569,208,40,78145.68,-90961.39,-58835,-65277.38,24212.12,48219.25,-38386.01,31411.84,111316,22,5
52,92,7570,212,21,-9558.08,-88601.41,41081.2,-93328.2,-74626.62,-88571.26,-65555.19,13626.8,62815,23,7
12,6,7571,201,66,-68827.31,-65255.02,12263.76,-21140.57,48499.66,-15327.46,-50972.45,-3159.84,43015,21,2
73,51,7572,217,49,-5276.09,11453.8,38100.91,75837.02,-33274.94,57325.56,-67112.2,-25814.81,32213,20,1
53,9,7573,206,21,-70943.72,91509.12,29441.71,83169.3,70148.82,-70224.27,-79643.14,31555.23,32513,21,4
12,15,7574,211,80,-50899.88,48682.69,-45790.48,23642.56,-71228.51,-29946.75,16862.52,55793.96,71018,21,9
12,16,7575,204,14,-58573.25,66586.19,28937.55,-91898.16,1662.25,-69229.78,-17052.4,481.71,60517,23,5
12,17,7576,211,45,78308.75,29413.03,20038.89,85644.41,-383.97,74276.23,6964.09,15104.81,60522,23,8
53,12,7577,203,75,12655.11,-32806.69,82080.81,47547.61,44794.63,20184.72,-22753.99,70237.88,61020,23,7
94,10,7578,207,52,56159.74,-73305.45,71909.4,-57350.05,74387.39,6330.2,-45804.79,8155.36,81215,20,6
32,66,7579,212,22,38120.01,-76414.42,89491.01,-43802.32,77187.64,15858.45,-49154.85,32537.15,82314,22,8
94,15,7580,206,85,79007.53,-4520.3,57288.6,69966.12,-16618.83,52558.68,72713.38,-70901.44,51920,20,2
32,74,7581,207,31,74809.4,-2808.73,22137.8,-60992.35,52773.97,-27078.55,-45972,18081.74,91814,22,5
12,30,7582,203,50,-73292.56,58938.71,61174.35,81022.81,-87526.76,94207.58,1619.53,-72127.5,60418,23,6
53,30,7583,201,28,-53980.31,-34048.75,-69474.37,-32767.49,-232.32,7104.29,89604.63,80873.99,80713,22,7
32,85,7584,207,69,11923.11,-88360.67,86710.71,-57863.99,30629.4,-88237.47,38060.05,-12956.08,71519,22,2
53,34,7585,202,62,54685.13,-46521.91,98949.91,39902.88,71168.52,29516.74,34991.97,90148.98,122022,22,4
12,37,7586,212,52,4116.27,-60157.6,-67266.2,-2862.97,78602.4,52422.72,-98389.49,51448.31,92817,21,1
94,31,7587,205,73,17033.37,-67180.35,24727.75,65369.74,-12557.7,-75232.43,-30109.71,-440.32,102615,22,7
94,39,7588,217,84,-83173.09,19220.15,86217.58,83817.18,-6290.56,-18483.54,73074.41,-52421.6,11016,22,8
73,92,7589,205,22,-105.34,95289.27,-83929.55,-17842.64,3261.55,70851.67,86494.32,-12004.26,50522,22,2
94,41,7590,201,66,45680.94,-83875.54,97123.68,50959.03,-3107,-89524.9,-76712.55,-94344.41,122214,20,6
32,99,7591,203,86,-46328.08,1082.95,43796.84,14397.56,-13399.7,-80187.56,41787.84,-45310.13,72618,20,7
12,52,7592,201,77,50239.67,-18511.37,-64380.78,1268.91,-53406.38,-16941.91,69449.14,7356.63,42115,22,2
33,1,7593,205,77,-7627.35,44366.78,61402.95,-32843.75,-38304.46,-18281.35,69526.12,44622.14,91619,23,4
12,55,7594,200,34,-94950.89,79165.2,-98976.65,-35939.21,-11855.35,-4697.8,-74298.54,42594.55,33115,20,4
33,4,7595,215,94,86494.22,-13453.07,3727.57,57711.66,-95544.95,9017.51,-65409.45,-24057.59,42120,23,1
74,5,7596,205,72,-12220.22,-58962.11,43564.28,71137.23,-67254.13,-33012.69,16215.86,-64467.23,22916,23,8
94,54,7597,206,17,-35588.94,72023.88,-86013.29,72301.78,50924.72,-14994.91,-27098.83,-57269.77,100414,21,3
12,68,7598,205,97,34983.81,68101.03,48025.02,-43208.82,26494.06,-38702.58,66075.57,32724.46,22018,20,4
53,65,7599,219,29,-87176.94,-62275.97,47298.99,-48905.61,91907.61,-21128.74,-86245.03,-43963.43,110716,21,6
74,13,7600,216,42,-99615.17,-72912.76,94760.23,75032.01,20495.41,-70496.4,16323.67,50821.24,72816,23,9
33,18,7601,212,21,-15717.03,28349.43,35024.3,-18543.57,81775.21,-81442.78,68010.7,7809.45,72615,22,7
33,17,7602,209,22,-4990.93,33482.24,-18059.3,-37102.49,-93608.82,-56232.57,-52019.17,-78062.41,90615,20,8
94,66,7603,203,15,10462.38,-77192.52,-58821.75,-85885,92642.21,96931,19043.97,36598.77,41720,20,2
33,24,7604,217,45,-65229.64,-916.49,59169.8,-93751.35,37039.64,82068.09,80862.29,-53535.13,30516,21,9
74,21,7605,205,56,-57564.65,36570.85,-78696.15,-57761.56,67933.82,77257.86,-58975.34,-85065.27,61617,23,1
74,22,7606,219,59,-24387.17,28017.47,-71202.13,57756.91,-73318.98,-42982.78,-81282.92,-58227.75,102115,21,9
33,27,7607,205,54,45479.53,72343.73,70946.61,87072.35,-85955.39,84767.61,29963.12,76461.78,50713,21,8
33,28,7608,203,59,63369.16,24428.89,85180.9,61676.7,-24474.45,28927.67,-60211.19,5760.33,53115,21,4
33,29,7609,213,67,34946,70094.33,-63381.46,-21785.88,-97369.71,-32652.84,38998.69,19368.93,82417,22,8
12,82,7610,215,76,-17010.28,-73616.55,91325.01,-76039.91,-80107.16,-61217.68,55729.26,-40428.69,80919,21,1
74,27,7611,202,15,-57423.22,47216.72,21107.08,-45886.66,34912.35,15945.74,-57404,1428.81,110417,23,9
53,77,7612,220,99,32356.14,-64896.32,24772.78,-57777.67,74898.8,-55991.79,60788.05,70032.04,100218,21,4
74,25,7613,201,34,25792.13,46226.93,18583.23,-40204.96,23607.18,-86589.21,22640.71,81712.68,113015,23,9
33,35,7614,208,80,89921.11,-43354.85,8619.54,69997.06,-57756.88,64941.19,-12882.56,4089.55,10322,23,7
53,84,7615,205,98,-20042.08,-84898.71,15493.69,-96710.82,-54305.17,-41678.97,-46554.92,-20357.69,70916,23,6
12,87,7616,218,19,31980.06,-65872.89,98034.28,-1190.09,52071.97,47419.31,-97940.52,1771.21,41313,23,5
94,83,7617,214,39,-14190.47,-15077.17,-11142.66,-43181.1,-12922.46,30838.91,-49710.23,-83294.49,11313,20,6
53,87,7618,219,35,-42470.83,-12879.32,-12775.72,17139.74,44579.7,-49715.59,85211.82,-18101.34,22019,22,6
74,38,7619,207,11,68493.36,-4224.35,-90933.37,-723.34,27320.32,-33851.28,-2624.96,12521.86,121015,21,9
94,88,7620,213,45,98180.75,36605.32,-87660.41,-21864.09,-96922.2,52497.64,-65264.98,-7328.68,92522,21,5
74,44,7621,220,38,-38217.63,36619.45,-46718.81,35002.33,15233.95,6879.64,-38978.26,54231.06,32521,22,9
94,94,7622,207,48,-56869.08,2948.74,-44595.82,53487.14,48572.71,12494.1,-57662.02,-65132.55,52821,21,2
94,97,7623,211,94,17632.55,-63067.07,85078.27,-78199.88,9551.64,-27850.2,-44947.65,2091.83,72218,23,6
95,1,7624,218,41,-65962.46,90076.72,-69924.91,-17831.11,-84527.26,-85126.17,7666.84,-92978.27,10820,23,2
33,57,7625,213,95,28363.75,-28091.36,-33204.43,75583.85,-4684,-44220.89,7311.38,93052.73,91119,22,7
33,62,7626,213,79,-60095.15,-67374.91,22825.58,-74070.8,94184.44,65281.97,78827.5,-91954.32,40222,21,5
33,63,7627,202,74,38125.07,-71035.49,81697.98,73581.52,19572.69,76072.39,-41251.49,21473.73,121622,21,1
74,61,7628,207,53,-31619.82,-73005.43,41457.54,-61305.12,-5489.74,15548.82,-47928.48,41188.88,110420,21,2
13,18,7629,214,84,7828.32,-43741.03,-3798.59,-66975.56,-57119.5,-20994.33,3262.2,84518.2,71915,22,6
74,63,7630,215,98,-517.36,73055.43,-11664.55,23077.55,-68755.1,62742.12,-68131.6,-6696.01,111815,23,6
95,12,7631,202,42,-10681.03,68458.15,44890.39,-12257.79,-45077.07,-19429.65,-77725.79,89819.05,72814,21,3
95,10,7632,220,26,-43878.01,27633.48,59914.6,5094.31,-56746.96,46729.99,-98006.63,-11113.66,122920,20,6
33,68,7633,203,36,-47944.49,-21954.54,5724.52,73679.03,3938.07,78997.19,29511.54,-67762.42,40114,23,9
33,65,7634,216,14,-62802.84,23756.51,-75886.83,27468.69,-97241.41,-85852.77,-49047.56,-56560.71,41820,21,3
54,20,7635,217,56,89367.32,-53470.13,-41121.29,56759.83,-2107.69,-3570.37,73602.59,-95416.32,11720,21,3
33,72,7636,214,31,23970.22,63056.56,-41950.3,-21795.29,49601.28,6057.57,-83288.62,-42897.19,110520,21,9
13,24,7637,212,79,-38692,54988.05,27846.45,-99754.78,25719.15,-89433.95,-58856.5,71783.63,51116,23,7
13,27,7638,214,40,-61983,76320.75,-84761.85,5829.68,69634.24,77071.22,-9334,34017.88,80722,22,6
95,11,7639,202,48,-99591.54,86541.27,2024.47,64394.52,-96558.16,46085.76,95034.06,-21481.62,70218,21,8
33,80,7640,201,86,-37364.19,-47474.94,-18412.45,83773.02,-80016.15,72541.77,1023.28,-28363.93,31622,20,2
13,36,7641,206,49,94229.74,-24918.46,-37149.79,-81122.55,74778.34,-12631.32,-22638.13,97828.06,11820,21,2
13,37,7642,201,84,40802.64,-68397.34,96278.47,54759.07,10392.83,-2389.11,-61636.72,-77602.47,91122,23,3
33,85,7643,200,78,81122.25,61597.87,-6210.47,4379.31,45732.48,87005.7,73936.17,71127.7,103121,23,7
54,35,7644,207,51,8715.74,67063.94,-86899.07,-85728.31,81506.93,80207.07,53276.17,-78192.81,81914,20,4
74,84,7645,207,76,-9301.33,-44519.09,-47082.15,43239.19,-69003.04,-83857.13,-57585.74,31645.5,80219,21,2
95,29,7646,219,54,55316.51,-60787.04,-965.5,-53983.09,14473.5,-89364.35,-32143.82,-78404.89,112121,21,6
33,90,7647,218,84,74263.48,58996.18,-25806.92,23719.89,71965.71,38859.84,-34799.7,16136.56,92917,23,6
54,38,7648,218,87,-96459.23,-587.6,90410.51,33096.31,-64534,-72673.53,-18203.68,68921.69,120521,20,2
74,88,7649,213,29,6762.2,41353.38,62932.69,-50128.77,-43033.64,-35326.95,80012.17,65681.93,51114,23,2
33,93,7650,208,32,96097.03,-63076.48,23888.05,44486.92,88116.85,-48627,46935.25,8774.76,52515,22,3
74,89,7651,218,93,25521.24,-19475.95,-39380.65,-89542.76,-22921.04,-33419.8,-36174.57,45889.15,121717,23,6
95,38,7652,215,35,-73764.68,-15057.52,10946.42,89250.91,68041.15,20899.25,-97972.6,-92132.98,92015,20,7
54,47,7653,219,61,-23148.12,-47898.46,-3155.54,-19594.26,99109.83,76135.36,43358.47,-38148.21,113020,21,3
13,51,7654,200,30,89861.56,48128.98,4024.04,4512.75,67000.24,-70847.46,91026.87,-11419.43,102816,23,7
74,96,7655,218,31,89352.83,-44854.02,87574.38,-87996.95,-75130.3,-60209.65,60194.7,99708.03,72213,23,4
95,47,7656,214,43,-37677.42,-5919.41,71193.22,90612.04,-24140.21,-47504.76,27120.52,-55074.25,33016,23,7
75,0,7657,209,77,77015.33,-32741.77,-99914.28,52124.18,-38032.05,-48570.28,-24358.11,98134.39,41422,23,7
75,1,7658,216,90,78862.78,35636.96,47736.61,-26719.09,37088.59,-57602.18,76956.05,76676.18,110920,20,1
95,50,7659,209,12,-87363.28,-86726.16,65381.54,-4371.34,-75533.57,98980.71,85223.83,-21075.55,50420,20,7
95,53,7660,210,67,-94610.76,-1123.32,11673.55,-20280.96,-30686.32,-90951.66,5971.37,17765.23,72518,20,6
13,61,7661,210,64,46362.12,-9296.68,60467.98,76499.67,-31758.25,61020.12,-94227.93,-28006.57,30717,23,2
75,7,7662,211,10,40944.32,56794.64,55616.82,-16739.61,4901.34,85760.36,40492.92,25456.01,32819,23,7
95,58,7663,216,41,-29868.78,23950.36,-76164.09,-91740.73,-38959.51,37001.85,52814.06,78337.86,111213,22,6
13,67,7664,204,85,90563.73,33393.62,87114.01,9698.01,-25357.9,-6152.1,-49158.01,27060.81,111416,20,7
95,60,7665,201,48,84929.2,58676.78,-15827.21,-3054.74,-11788.72,91313.92,44128.11,55874.08,61817,23,7
