APROPTN-CDE,MAJ-CLS,OBJ-CLSFCTN-CDE,FY-ACCTG,ACCT-TYP-CDE,MULTI-ELMT-CDE,OK-TO-PROC-CDE,APRTNMTS-CUR-DTL,ALTMT-CUR,APRTNMT-TYP,ALTMT-TYP,PRD-CDE,APRTNMTS-1ST-ACCTG-PRD,APRTNMTS-2ND-ACCTG-PRD,APRTNMTS-3RD-ACCTG-PRD,APRTNMTS-4TH-ACCTG-PRD
55,36,15,24,3,5,1,70017.49,52022.21,3,3,6,-98183.28,-96755.56,23675.3,78817.82
64,26,48,11,6,7,7,-14322.61,53608.08,4,2,4,2626.1,25836.33,-76616.25,-89901.46
62,14,46,42,8,1,6,25720.94,29171.74,6,9,9,-30315.05,-58571.03,85680.17,54519.92
60,33,59,27,8,7,6,3473.11,58123.25,4,6,5,79207.4,-37192.63,22446.83,34837.97
71,35,15,70,5,6,7,26041.23,54404.81,9,5,8,45946.77,-8176.03,51833.41,-77868.2
22,60,38,62,9,6,1,25339.05,51661.85,5,1,3,54993.22,-62409.87,-30875.04,4557.29
87,37,99,30,7,7,7,-92031.57,72160.07,8,3,1,99805.88,17252.19,-37467.93,-91664.11
25,45,54,58,9,1,6,-76481.46,19407.73,3,9,7,-72943.9,-26344.38,-13666.43,-7357.13
85,93,87,99,9,7,9,-34704.47,80261.64,1,8,4,-85498.88,-39990.92,-40712.22,-78393.61
46,82,23,62,1,6,5,-66647.62,-24862.09,7,7,3,-58195.42,99826.1,23752.18,24762
66,77,34,37,9,9,8,-8979.43,-76495.52,4,7,4,96227.62,-77304.77,-39539.77,56012.02
11,77,27,69,1,5,5,-19703.99,-27267.65,3,8,9,52156.18,-25647.42,-88631.87,74562.62
48,82,72,62,2,8,4,19235.95,-26657.03,4,2,4,-30645,-37393.33,92053.29,90994.54
96,65,29,74,6,5,8,-8734.64,-76489.76,9,5,4,74719.44,84351.01,-71865.53,-29541.68
97,36,86,51,4,4,5,-72238.14,-71749.49,4,9,1,28680.46,-68182.6,-57844.29,89031.5
94,84,38,90,1,8,2,-47580.68,-73701.64,4,8,7,-19765.19,79089.97,22318.17,-35711.78
26,60,81,63,3,5,4,-34780.79,38863.07,1,7,6,74840.57,4043.03,72689.54,50302.63
18,40,19,83,1,2,4,75528.76,30250.65,7,6,2,77691.62,40608.23,-59691.08,86240.17
58,29,60,47,8,4,8,45080.58,-35874.74,6,3,6,31472.46,-14857.38,-73210.3,-65365.6
38,49,14,65,2,4,1,-54068.19,-24157.04,2,3,7,-1625.27,-14339.46,91414.5,85009.7
23,37,36,69,8,8,1,29112.2,-28931.41,6,6,6,91562.45,62657.24,-13472.35,15859.08
77,96,42,72,6,1,8,42164.57,-83140.78,7,3,5,-45283.47,17441.16,77105.88,-71366.74
55,12,99,91,9,1,6,97671.32,-25798.52,6,8,7,33072.24,-61738.46,-53924.2,-47980.28
31,81,16,96,8,8,9,-92253.66,-41037.13,5,2,8,-26132.94,-476.33,-90916.01,-55053.71
70,99,71,18,6,6,6,7339.08,18446.19,7,6,7,50398.8,14688.18,8223.57,-72302.16
76,39,25,36,8,9,7,-11237.69,-78992.07,8,2,5,56883.06,70370.9,67628.98,76059.37
89,50,75,61,5,6,7,-11270.21,-59449.67,7,9,8,40479.46,63500.2,-7912.53,72027.05
53,19,44,79,3,7,4,-26749.03,-58657.48,5,8,5,88744.49,-40651.71,5399.43,-27502.63
10,33,54,99,4,7,9,19062.62,-99332.3,8,6,1,47926.16,24045.9,52337.82,55923.16
53,44,82,46,7,4,5,8150.71,27617.08,5,4,2,-64502.02,82368.11,-57433.28,-20870.6
54,82,14,16,6,9,5,31430.6,42254.1,1,8,6,-88021.83,13061.58,-2271.63,-16342.02
14,43,38,37,4,5,3,57152.54,-55143.79,2,9,6,12221.29,-79354.67,83402.24,-93501.1
61,44,47,39,8,5,3,15691.55,81368.68,6,9,1,12838.33,-8477.81,76791.23,-26424.52
90,55,56,61,4,3,1,96076.18,4066.09,6,7,6,-45076.03,61646.56,7755.8,-78422.57
62,33,66,48,6,3,5,10425.38,-9241.23,1,9,8,-13239.35,-50710.3,48877.37,-94697.96
68,37,26,40,4,1,9,-54437.72,86487.83,6,2,8,-35647.23,67423.5,8102.13,-23947.36
99,76,64,61,5,5,1,-59395.32,7514.59,8,6,2,-71311.11,-42196.01,27896.71,76527.41
50,39,22,14,7,9,7,-94581.07,60884.7,8,8,5,60981.37,18706.83,-74441.23,65274.31
41,11,64,64,7,1,1,-64974.84,-27706.05,2,1,4,-94061.28,44939.26,-75607.67,55480.43
71,39,22,65,7,7,7,8460.48,91208.28,5,8,9,54413.95,55400.11,-58278.48,18473.33
63,76,15,72,8,1,7,46223.4,-57332.86,4,2,9,6524.37,-99880.49,9791.69,80389.35
75,16,75,29,8,7,3,63552.29,-90634.6,9,2,8,-27609.64,15589.13,-83999.12,9714.57
70,38,41,51,4,7,5,4861.72,24046.25,9,4,9,1686.42,-71061.07,-64533.29,73326.58
21,25,42,24,5,3,3,51086,44504.5,8,9,8,59276.96,-35727.58,-96719.71,54039.46
37,14,51,40,8,5,7,42493.8,-83873.58,9,8,8,-4358.89,-60784.11,23401.04,5858.71
96,43,98,80,3,3,2,83305.1,-93294.65,8,1,6,-56096.55,46278.54,90535.85,473.5
68,95,53,64,5,7,1,47619.93,-52065.71,8,6,5,91531.08,85881.36,46608.28,67047.4
96,26,15,58,4,2,6,-27631.97,-73253.63,6,1,4,-33846.66,42201.07,94767.72,41382.68
61,30,71,79,5,1,7,47117.72,-25420.17,5,7,1,-40717.09,60060.62,81577.66,-31059.93
63,71,66,13,4,6,3,-95574.04,-93705.37,4,3,9,-15132.53,-83241.51,90570.34,-6695.86
64,92,99,24,7,7,4,30891.12,3963.86,1,1,8,-66943.7,-95923.9,-16929.65,-601.98
89,77,90,31,8,3,3,-73307.44,18652.38,9,6,1,-28540.81,-50372.15,-65093.34,28045.06
90,94,68,90,6,4,5,-81617.22,87142.39,8,4,2,81030.57,-30668.7,-56779.26,61444.82
87,82,36,70,2,3,5,-98825.83,29796.88,1,2,6,33635.34,23802.79,95875.1,-6791.87
64,42,49,33,2,5,9,-56304.55,-7996.6,2,8,3,-46025.05,60977.54,-97346.93,-15810.42
40,26,92,92,7,5,3,87221.9,62883.44,6,3,1,-10116.83,20347.85,13237.71,87204.1
44,67,89,19,2,9,7,49063.67,70711.39,3,4,3,-35581.97,728.59,-7205.39,-67763.95
60,26,21,24,5,3,9,92813.24,-64436.38,1,7,3,16074.22,-49375.76,-29462.37,67580.04
90,66,65,29,7,7,3,41066.12,-34280.14,3,6,5,-81309.58,93908.25,-41018.77,-48936.98
40,71,58,36,7,9,7,-8309.59,-1216.66,3,6,4,-96502.66,-14143.48,-12352.92,5633.8
67,30,25,79,1,3,1,65079.48,65399.86,5,2,6,-40969.58,13059.6,-73977.11,-85548.36
71,70,35,74,6,7,4,96649.86,75675.39,4,5,1,87496.24,86167.21,66180.03,-46589.76
87,22,95,81,9,1,4,12971.59,51826.59,6,2,8,-72192.66,-54996.09,23675.06,97136.23
52,85,51,37,1,4,2,93861.09,46076.71,1,3,5,-96965.43,24029.67,-5050.39,-76058.3
60,19,73,76,2,4,5,-85523.18,-62364.52,8,5,6,-56043.46,-96304.48,9175.44,56903.57
60,75,15,61,7,2,2,71645.52,-46976.51,5,8,4,-53796.01,29873,82465.14,-86545.22
81,48,17,70,8,5,6,-30262.45,-68218.39,6,6,9,70853.67,28228.47,-53287.58,-15485.24
99,80,74,38,2,2,1,-35123.72,-45315.96,4,1,9,-30252.73,12115.61,56760.48,37557.7
41,14,56,98,5,6,5,-64116.79,77926.08,9,6,5,-48061.61,-71320.35,74753.81,-96673.21
10,87,52,31,7,1,3,54084.11,-24144.74,9,2,4,-65229.26,42817.32,79272.76,45643.24
43,37,57,56,6,5,8,48456.56,7960.55,5,6,8,-54089.55,25310.43,-78281.87,29537.75
64,51,18,83,4,3,2,-70841.07,24775.59,4,8,1,55584.45,-38545.98,-73929.37,31026.12
64,54,14,68,4,8,5,-13091.86,-43168.58,8,3,1,-33609.99,12459.59,-54026.26,68378.75
48,53,32,95,6,2,3,-65474,20147.41,1,9,5,-74016.65,-21049.4,26772.19,95392.17
82,28,67,12,8,5,8,6634.85,-9678.08,1,3,4,87433.24,59016.41,10827.05,30833.4
58,31,77,76,6,3,1,36962.38,-67633.71,5,5,9,-22973.84,-25619.44,97240.79,-29433.93
52,70,63,25,4,8,6,19197.97,15275.9,4,4,2,51271.22,-3511.9,-46758.05,-26916.99
70,10,36,49,7,1,6,48258.39,46184.6,9,4,9,-71879.56,-14152.41,-80027.87,84282.25
72,68,86,61,2,6,7,3098.36,88489.61,2,2,6,-51998.13,-24439.43,84254.95,34585.25
85,17,11,45,3,6,7,18459.66,-35529.71,9,5,9,-81529.49,-28449.04,-26952.79,20500.72
90,21,55,20,1,7,2,-89181.6,59038.96,6,8,8,-69980.41,-23961.82,28565.73,-27377.65
91,33,73,55,2,7,9,74256.83,34998.78,9,5,3,48330.76,-9339.61,24326.42,85111.33
75,54,44,37,2,2,3,-14071.74,-71752.05,8,9,3,16960.92,-75335.36,-54371,70409.9
76,48,45,27,8,9,8,-60598.31,-9652.37,3,3,7,-79826.89,43665.36,-62122.28,76070.54
57,43,41,54,4,3,2,21693.34,-59422.79,3,4,7,96366.96,76973.02,2395.31,-73917.79
34,21,67,76,9,8,4,-54284.91,-58.93,7,1,2,-99621.47,65646.51,8443.08,23945.11
54,25,89,28,9,2,2,-53955.71,74136.46,7,7,3,3435,43705.81,80157.51,-76909.99
85,27,87,89,2,4,7,-35071.94,33193.45,2,2,4,63204.22,-12101.52,-90168.19,-31745.79
29,98,20,67,2,2,8,-6515.06,55786.21,3,3,5,84968.53,-26312.41,-46195.41,60323.78
72,61,34,90,7,7,1,19462.6,3218.25,4,2,5,2330.62,-93480.95,-29818.94,-2056.6
58,33,44,53,3,8,7,44182.24,-65242.87,5,8,8,-15845.1,11979.63,-75221.51,82654.98
19,44,38,87,5,1,8,-16471.54,9945.28,5,3,4,-7424.73,20058.82,-12006.1,-73902.53
12,18,71,54,6,7,6,45001.31,56855.91,8,8,5,1950.52,-58840.11,-59993.53,55187.67
28,73,84,54,7,8,3,-61443.41,90892.05,4,2,3,12662.16,-23061.55,70922.54,8272.56
39,68,35,71,5,6,4,46010.93,17809.9,5,1,9,-77797.39,-38080.52,-42266.21,-81283.72
35,41,92,17,8,3,5,-58800.82,71778.06,3,8,2,53612.72,52606.16,-7031.91,-70941.54
71,11,16,24,7,4,7,-35789.06,-78191.85,9,1,8,28378.82,-97283.77,-94894.57,-63587.66
76,39,61,80,6,5,9,50230.73,-77498.83,2,6,2,44300.13,7997.02,-73123.77,-20702.69
44,96,75,65,9,7,7,10347.13,-33998.66,8,6,7,-55007.46,75794.17,-6765.77,-84349.67
41,97,81,98,9,9,9,64469.19,82024.35,2,3,5,-9012.86,-47931.2,3920.58,58723.87
11,62,56,89,7,7,8,30338.6,-93195.56,7,3,4,-52963.05,18343.5,-49680.73,33326.14
13,62,85,56,1,9,2,-42515.62,13010.64,5,9,4,17133.46,38469.74,79979.91,-51243.2
28,55,47,72,4,8,9,-25445.54,-5244.48,4,7,2,-66606.77,-30583.31,-35533.88,-40903.11
42,97,12,65,5,2,5,-66044.54,81321.51,4,1,5,18600.56,48798.66,-37146.06,-25614.49
50,27,14,12,4,9,4,38539.13,68260.33,2,5,3,-29974.75,10718.23,86935.07,32704.97
54,22,98,26,3,5,7,92128.73,68335.83,5,1,6,-23177.68,26545.51,57050.58,-83270.08
40,28,28,81,7,4,5,24625.17,92144.91,3,9,1,-91909.03,-85092.59,62461.36,-38973.79
56,57,12,54,3,7,5,10289.09,94546.95,6,7,1,-68701.55,-36926.21,-59846.04,-79633.73
10,66,38,39,4,5,4,-67132.33,-79761.08,1,5,1,-81650.04,48662.82,11101.87,-25889.61
81,67,82,55,5,5,5,-32340.67,-96093.23,1,2,5,49333.78,-22279.33,-54833.01,42399.79
65,29,85,98,8,4,1,-33905.74,-61826.56,1,5,1,-28872.14,15155.89,-98834.66,16734.44
77,98,85,23,6,5,3,94615.02,59858.26,5,1,5,-8005.72,16380.82,28366.8,77097.09
94,24,78,86,8,1,8,61686.45,-94012.46,1,1,5,87021.09,-10413.67,83754.03,-50012.18
83,20,33,60,1,3,1,72490.47,-13374.07,5,4,6,922.71,42052.34,-39306.1,44634.35
87,96,38,46,2,8,8,71567,55743.59,5,5,7,-3179.37,16956.96,-39282.84,-42968.62
35,91,43,30,9,1,5,37762.94,-31840.55,6,5,9,65831.23,-39375.39,-18782.63,77861.8
44,98,85,33,7,8,7,98676.15,-71575.7,7,6,6,5564.68,99015.36,8110.06,21064.21
54,67,39,54,9,5,5,99933.35,-23539.28,9,5,1,89191.65,20003.29,-7134.62,-22115.15
93,20,54,59,7,7,4,26375.61,-5991.88,6,8,1,82407,73450.94,40123.7,83834.66
96,35,96,38,3,5,2,80569.07,-13880.06,1,8,3,16778.83,-18441.31,54287.35,-89056.18
77,74,10,34,2,4,2,10257.49,-39311.3,1,1,8,-1949.97,-20794.4,20063.7,-64179.85
22,47,79,44,6,2,6,74480.75,84775.36,3,9,8,55416.62,52380.07,-15093.83,72560.21
50,94,73,52,6,2,7,-16973.65,23270.37,8,2,8,-78402.95,55458.95,-51937.6,56305.18
88,20,38,68,2,6,2,-61641.8,56984.29,8,5,3,46924.18,58221.69,22159.16,-73791.72
80,92,32,39,9,7,8,-93809.47,46484.36,8,6,3,-92065.81,-61169.45,-7277.02,-53552.95
97,61,76,25,6,2,8,34626.97,-17856.88,3,1,7,-75832.63,-41870.46,53940.5,77745.09
93,96,50,94,5,8,5,12068.42,80918.98,3,2,6,-33174.26,-30849.84,92169.96,-54780.87
80,14,80,30,5,8,8,84151.76,-80205.45,7,8,7,-34040.21,-25264.69,12689.28,63792.12
34,32,76,31,1,5,9,52140.9,63543.31,6,9,8,75745.24,79828.32,-54322.48,16516.25
42,45,60,37,3,8,4,46147.06,15888.83,7,5,9,-2610.94,12524.66,-80402.64,-68099.69
86,36,72,83,3,9,1,-79677.82,-41450.99,8,4,9,87646.9,-31226.01,-34982.77,38824.48
58,64,12,75,3,4,3,62094.47,25418.31,9,8,1,-74608.68,79504.38,27140.89,46142.3
68,72,11,90,2,1,1,-70413.25,-34664.27,9,5,9,52608.57,92292.44,-45632.91,81839.11
47,75,98,81,5,3,1,31719.47,-73300.99,1,4,6,-50551.58,-86007.16,-16769.31,18801.4
51,14,91,78,9,1,7,-82234.38,-15677.24,9,2,1,-82199.83,84556.06,39785.01,-52734.95
77,21,40,44,5,1,2,26300.82,20455.33,6,3,7,-6683.9,-47814.57,-11827.08,-54884.43
76,52,58,81,4,7,5,-9112.74,90277.59,1,9,2,-9221.06,-31735.44,85547.52,57673.21
89,68,42,73,1,2,1,25708.94,49985.9,7,2,8,73081.52,-7013.45,42656.9,64226.49
24,81,48,61,4,5,4,12048.8,67867.06,2,2,3,34285.89,52755.83,-76830.6,43664.7
61,48,18,86,8,1,7,78699.46,24744.84,8,7,1,4943.03,42088.64,-97206.46,-94498.4
60,90,43,45,8,4,9,-22408.17,93883.94,3,7,6,-45859.77,19193.03,6927.61,74407.76
86,10,58,20,1,7,5,-25266.11,27318.03,1,5,6,98219.83,-47691.1,60464.05,73554.71
39,98,53,93,1,9,3,-39395.67,39229.56,6,3,9,-48207.99,-59651.73,44513.53,-3695.89
91,62,42,80,2,5,5,53554.69,77309.79,6,1,8,97524.22,-42188.89,-22672.85,-68800.2
28,84,26,82,8,3,1,-85954.56,27589.14,9,3,1,-34624.31,96970.12,97968.39,-17069.24
35,25,43,23,1,5,2,24204.48,-77742.79,8,8,6,48787.1,50474.71,83669.77,70731.4
53,38,29,57,4,1,2,-76967.91,9709.86,1,9,6,-94135.98,-79623.72,7383.6,58249.7
42,70,28,44,8,2,2,-91425.48,93804.92,6,8,1,-95249.86,-46344.85,-83575.01,68660.05
37,13,31,80,6,2,4,36872.41,5792.03,6,5,3,46146.67,17089.16,-90411.86,-29556.42
10,41,62,33,8,2,5,57345.23,-72218.42,1,5,7,-76931.22,-18095.79,-59568.69,69245.81
23,66,74,91,9,4,5,-48948.33,-32647.06,3,9,1,-84909.13,13263.17,52746.49,-92523.33
16,23,23,17,1,5,5,64209.93,-6699.69,7,6,5,-72118.62,39906.77,-5109.17,-86793.19
25,59,22,30,9,5,7,54978.4,-71386.29,1,2,4,27367.65,61147.82,-44574.8,-84.44
12,20,19,29,7,5,5,69249.43,-98324.78,5,7,2,18221.63,64077.36,24269.87,-98961.22
36,51,12,80,5,7,1,-43857.23,-5514.45,4,4,2,72518.48,-36653.08,5088.59,-79823.52
37,37,80,87,3,5,9,36189.65,-35817.36,2,5,3,86127.49,3489.24,-68847.21,31181.85
99,69,49,83,1,1,3,91603.45,51736.68,2,8,8,-49994.85,82047.09,89945.12,-57558.84
38,19,14,53,1,9,9,-69199.57,20601.81,3,8,6,-37623.76,-23859.72,-56447.81,-4285.33
70,81,47,30,9,3,6,29276.77,-89322.96,8,4,5,-55691.72,-5365.96,62431.37,5378.37
65,20,71,31,5,9,7,19960.48,97086.81,6,1,7,32411.72,15215.37,51805.28,-48783.11
88,25,48,39,4,6,1,-11484.46,-7151.93,5,4,3,-54295.12,54406.17,-93361.23,-67098.37
79,63,26,47,4,7,6,70452.72,-8505.07,7,9,7,90893.1,80694.45,38393.41,-45335.1
22,64,48,41,2,1,8,-96429.72,-56740.74,3,4,5,84617.55,79993.55,-28465.52,-41742.99
87,42,20,41,3,6,5,65717.31,-22942.69,7,3,5,74461.21,16629.16,33016.62,-4122
80,52,85,59,4,8,5,-48492.94,66794.93,5,8,9,21200.05,93440.17,-98412.32,73341.49
94,75,35,10,8,5,6,-24966.49,61240.84,5,3,8,34147.99,-33052.05,-62792.98,-67643.62
65,43,73,63,6,5,3,-13220.07,91161.07,9,9,3,-63932.09,-51837.61,45171.46,-5414.16
50,43,56,42,4,6,6,-2018.54,21878.16,8,2,1,39554.32,-88281.59,-96484.29,68973.51
82,65,98,57,7,3,7,-18307.6,8898.93,3,6,8,88756.92,5275.76,-4385.81,5517.34
60,87,41,66,9,6,1,94317.4,-86969.67,1,3,5,-45823,-14653.57,86419.23,-33088.41
36,56,70,30,5,7,6,-84840.97,-65180.44,8,5,6,19697.77,22419.15,37537.99,6473.97
98,12,11,70,7,1,6,-81081.4,-99756.61,5,4,3,76984.36,-4471.74,42576.84,86648.84
39,24,86,86,3,6,4,-64291.2,-31067.64,6,6,9,-84273.46,-59070.37,-41507.81,28298.78
94,97,97,58,6,6,8,95622.25,28692.67,3,8,1,81938.87,-35377.89,-2305.68,-89570.22
40,85,41,35,9,4,8,-84094.98,71003.74,9,5,8,-9021.79,36071.54,-10427.93,-59035.56
80,60,92,63,6,8,2,-74713,-8505.89,1,1,6,93266.12,82235.64,-36996.53,-10076.65
11,70,72,87,7,8,5,7907.16,55172.69,8,5,4,44865.41,-29588.64,-53178.6,-30313.06
14,17,76,16,8,2,4,-4062.25,38433.19,6,2,3,-23985.75,-31011.39,52426.25,-67598.92
87,55,17,64,5,5,5,-56763.97,71967.51,4,4,3,-43889.17,44555.97,21597.26,1283.34
93,80,55,80,7,4,9,-40309.18,34111.59,3,4,7,-2345.03,54025.88,-99648.26,73539.94
72,50,30,49,8,5,4,40443.7,11721.77,3,2,3,-5256.04,87311.59,80928.99,-79428.43
70,69,92,56,5,9,1,32868.23,12312.82,7,9,8,94750.56,-74452.27,-53704.54,7060.09
85,30,35,74,7,4,9,23395.16,-98905.78,3,2,7,-90128.18,-76969.36,-83681.13,68464.8
49,52,24,64,2,1,3,35898.95,37484.89,8,5,3,18646.7,-9164.06,-14325.59,6713.73
43,14,11,91,2,9,9,63087.07,-29802.44,7,8,4,72086.94,91817.38,83770.85,-64062.42
89,36,92,47,2,3,9,-21178.08,-42342.59,3,5,9,77328.98,26500.17,2612.48,85223.13
79,36,10,38,8,9,9,26873.16,-32969.51,4,5,7,13581.91,-10344.93,20910.32,-98883.57
56,47,30,62,1,9,2,78020.39,-97701.84,9,8,9,33440.93,79844,-7141.73,45639.99
84,49,88,50,1,9,9,34509.99,95276.5,7,2,6,-4676.41,-69739.7,-66503.06,12496
41,58,68,94,3,2,1,46372.29,-15372.06,9,3,7,-4313.61,28850.55,49455.56,-42145.96
56,27,68,39,6,9,4,83026,69658.85,6,5,3,-38366.86,27245.54,-41639.18,-59681.31
34,60,17,65,5,1,1,74391.46,10770.84,7,8,5,88415.09,34976.25,-36529.82,-1949.22
60,22,44,75,8,4,2,82262.42,49426.07,3,9,2,-7488.01,66983.86,21395.85,30493.71
95,78,75,86,9,1,8,-85734.73,-16920.63,5,5,5,60506.83,-72662.65,56915.58,-79429.8
56,14,90,58,5,2,7,61007.43,54125.6,2,3,7,65983,-43110.8,58505.42,-60907.58
17,65,36,55,6,8,4,-11295.15,30024.23,5,3,7,27173.36,-79950.57,16352.87,9233.63
93,83,74,71,4,7,6,-9369.3,76074.11,7,7,2,-33426.2,-32322.15,39524.28,-49054.96
19,20,36,71,9,4,8,-97305.52,79740.71,7,2,4,3173.72,-5937.04,33651.5,-22018.94
32,22,29,52,7,6,1,-25483.02,-3793.11,2,3,5,36792.94,-66297.34,-32077.1,-52132.54
24,93,22,46,4,8,5,-56080.59,-442.96,4,6,3,-70070.84,58598.81,-19064.31,-28519.08
69,66,72,39,3,1,6,20458.89,-20567.59,5,5,9,72378.98,22258.87,46838.47,-33775.56
26,50,15,74,3,5,1,-78015.66,49506.31,3,6,5,-80058.56,-39939.4,-29844.22,-43664
73,69,94,17,9,6,9,-31226.66,-3021.63,9,4,3,-85532.78,48212.96,72206.88,-27598.68
98,11,51,64,8,1,6,-56716.76,78019.69,5,5,6,42157.03,14160.49,73908.29,-35815.98
20,72,73,92,6,9,1,35907.51,-34610.05,3,6,6,-30686.17,96260.01,-23781.13,-29924.76
80,49,83,44,5,6,1,-50200.22,29973.03,6,6,8,-67453.25,-29078.29,-86911.4,55815.94
85,71,16,45,2,1,3,-67901.4,-20880.53,6,7,9,17596.03,21730.91,31606.56,67429.7
16,24,61,61,8,1,6,-72874.58,-4283.34,8,2,8,96964.45,46932.46,-27425.93,72852.74
71,54,34,17,6,3,4,81848.03,95609.55,9,9,3,-29176.97,53811.47,-14785.43,-36490.72
17,27,21,74,7,6,3,3600.73,93063.26,8,9,7,44082.1,-25273.86,-25002.83,-11901.41
12,12,29,30,8,4,7,-51728.54,-77118.01,3,4,9,40073.56,-28865.49,-31510.35,92388.21
83,84,24,74,5,3,3,35919.46,78630.23,7,7,4,39245.65,50156.1,-19069.97,-64057.91
70,67,97,46,3,7,9,64978.37,-56308.59,9,8,3,-90511.21,53328.21,-19745.55,47363.74
14,87,64,46,4,3,5,-57191.71,-62185.53,4,8,9,19955.02,85390.37,95126.48,72886.56
55,85,16,25,4,9,6,-61773.06,24283.16,3,4,2,-83460.04,-50044.43,79154.81,86555.43
82,98,23,74,8,5,7,65242.79,-89373.67,9,4,9,-52445.22,-27211.65,49658.62,-38835.4
16,46,89,22,7,6,6,10458.17,13251.94,2,5,9,64311.33,90956.81,-80959.12,-90592.72
28,73,36,35,9,7,8,-73116.37,3705.72,9,2,2,16779.36,-13264.03,84330.81,31201.36
87,22,90,86,2,6,9,12448.32,83035.33,9,6,8,-96301.39,-52198.89,-92033.46,-19615.95
61,50,65,90,6,8,9,-1002.8,-70200.78,2,4,4,7098.54,89401.06,-17231.21,-1515.66
81,28,86,35,5,9,4,88264.55,-27401.13,8,4,3,4888.11,38678.36,57400.21,-44927.72
50,62,47,47,2,9,3,94082.61,7809.98,4,2,3,23388.92,-74601.56,11651.28,-4295.07
20,89,76,73,2,4,7,11102.25,-64993.57,3,2,9,5217.34,-34664.94,-59045.48,-27559.89
14,44,99,44,4,3,1,-87377.5,-55963.89,3,8,7,13835.06,22292.22,44858.94,-85769.95
47,91,99,75,9,7,6,92230.67,-13258.03,9,1,3,-81208.7,-47461.09,3690.73,-82645.57
61,85,69,92,3,1,6,-17711.64,-66721.21,7,4,8,-56386.06,-40907.39,-46531.33,41284.95
53,84,61,68,8,6,2,47935.59,-77032.73,3,5,4,-37588.51,5928.3,4572.37,86729.53
78,70,65,42,1,6,3,6060.3,59476.64,8,6,3,-3038.85,16604.59,3061.04,34689.31
19,93,70,85,4,2,1,-63392.4,-72521.02,4,6,7,-5839.31,-38465.12,59108.3,76404.03
50,69,28,47,8,3,8,-80022.51,44198.14,3,4,7,-50579.28,-86769.95,66022.32,-69146.11
76,13,65,66,2,1,7,-47228.2,-49445.94,7,7,4,65121.59,-51012,-97881.39,59598.14
49,76,23,76,5,8,3,6397.82,84617.67,7,4,2,10873.07,45096.63,29521.4,-65908.55
99,64,89,55,9,7,2,-50840.23,80861.27,4,1,3,62705.66,-4466.13,52311.17,-86854.97
98,18,75,30,8,3,3,97833.34,-54854.61,2,5,2,-93400.54,-59852.35,-19863.31,-24492.09
31,34,17,28,2,2,2,-86979.15,-72115.14,3,4,2,68481.97,-56955.19,25478.32,-76758.54
86,42,94,70,3,3,5,-51580.72,39119.3,2,1,2,-72018.26,-89375.62,56538.81,-33468.36
89,53,58,72,8,2,9,-61156.83,-38904.71,2,5,8,85379.6,55141.04,-63945.69,64712.16
82,42,11,69,9,5,9,-3915.19,-1623.58,2,1,3,-85215.62,-86687.99,77425.64,-9959.75
89,37,12,90,9,9,8,-55606.68,-57779.52,8,6,9,-31248.67,-60061.3,8993.91,6830.93
60,36,73,82,6,9,6,-28206.62,-68970.23,3,8,4,87129.33,25907.72,-36237.24,78023.35
76,84,40,49,2,8,6,70067.03,53415.63,9,8,5,-2533,17504.54,28897.34,-36033.23
23,13,63,14,8,6,2,75645.54,59878.24,4,8,3,44103.09,-67464,72774.24,-43378.39
28,91,99,21,3,6,7,18967.59,15070.38,5,5,7,-12980.57,-5714.38,-89100.6,-14421.42
33,33,94,82,7,2,7,-42542.31,-5094.1,3,3,2,8600.29,57604.82,-11510.57,-93892.97
12,56,19,32,8,7,2,36923.68,-47576.3,7,5,7,-23647.18,10989.11,31945.71,-53425.62
13,49,79,48,7,7,3,-82101.59,54016.18,2,2,2,-45019.65,97264.05,39330.81,85412.36
26,95,68,78,2,2,9,33150.07,95010.58,7,7,2,-34254.74,-995.36,30195.46,55039.88
84,91,94,20,2,3,4,-46100.53,-49954.81,2,9,5,97170.8,-84822.27,28453.45,-81679.24
62,51,87,27,6,9,8,8600.65,-64699.76,2,4,6,70275.45,-23549.61,43432.92,-58047.53
40,74,38,19,8,4,6,-28441.99,53783.35,5,4,9,-13217.36,38988.46,55707.11,6878.84
75,88,26,83,9,8,3,-49681.6,-62339.24,6,1,9,-86457.72,23573.23,75414.26,-45755.07
37,62,70,59,2,6,7,-23133.01,35944.84,9,1,4,55583.76,8600.64,-3698.99,-71547.92
80,86,50,54,6,3,1,15063.09,14365.96,9,2,2,87843.93,52624.84,46129.8,67062.76
77,77,63,89,5,7,5,-58534.88,-47932.57,4,4,4,4040.01,58218.7,4884.62,13221.8
44,72,11,33,6,1,8,-3083.58,44414.74,2,8,1,-7377.46,51003.75,-15712.53,-39663.25
26,62,22,15,2,5,7,-34450.73,-69351.43,4,5,2,-80075.77,97903.05,-48065.14,43906.36
55,92,89,27,5,8,7,38643.66,77020.68,1,9,6,70340.21,-40960.52,-22285.24,-32006.29
34,92,76,57,6,7,2,-35905.83,-20487.17,2,8,9,76909.58,-135.3,-95422.14,16889.17
65,86,81,59,3,7,3,-70732.73,-66174.23,6,1,6,52721.46,12396.78,33874.26,30812.91
73,21,77,62,3,2,2,-8656.22,-86379.46,9,1,1,89415.37,-87988.46,-85362.12,-58088.28
