ITEM-NBR,ITEM-ESTD-CST,ITEM-DESC,ACTL-NBR,ACTL-AMT,RQSTD-NBR,RQSTD-AMT,PROJD-NBR,PROJD-AMT
104,49982.47,Combine Tractor,7803,-36770,438068,3421,592191,-54317
129,27071.17,Planter,7804,-65369,369185,-21454,543688,62396
118,53203.9,Pelican Bucket,7805,-63840,986321,-37916,861530,-77721
127,-71540.73,Chain Saw,7806,-58680,896765,-91720,287697,-56291
125,-45943.63,Front End Loader,7807,-12003,902621,-63643,389701,-99901
146,-51865.93,Harrow,7808,10802,430223,11556,328804,-94186
111,-98572.31,Straw Blower,7809,46125,528237,46060,904797,215
103,32074.28,Four Wheel Drive Tractor,7810,71247,160501,-18824,873594,95739
142,50566.48,Plow,7811,28017,497023,-72020,496317,24924
100,46776.6,Compact Utility Tractor,7812,31043,359638,49816,312875,-36708
109,-79851.45,Digger,7813,-39859,758400,59778,354531,75174
144,34574,Trowel,7814,-60044,483734,84010,243998,-45268
133,-47742.95,Drill Press,7815,90494,183611,18655,145590,-20189
134,17200.32,Chop Saw,7816,50311,486645,64422,854097,-18615
123,-50893.87,Wagon,7817,30390,986423,-89912,543047,29060
106,-9476.47,Cotton Picker Tractor,7818,2947,351727,-93095,320867,-38370
122,61552.7,Back Hoe,7819,98121,918606,67754,122526,55499
143,57799.02,Thresher,7820,-11146,768288,28288,771716,32189
131,-63438.88,Grab-Hoe,7821,-92508,642923,-77127,894183,-15704
147,-49554.29,Lawn Tractor,7822,82742,128963,-24745,195902,-8803
121,-937.83,Loader,7823,75469,786217,-39590,511871,-64493
113,-5433.48,Slurry Tanker,7824,-46928,676224,-92503,436251,-7745
130,62228.62,Spade,7825,-5700,127253,1340,868168,50310
112,-63865.41,Bale Spear,7826,-10862,414824,-83976,333984,78814
110,-27649.59,Mulch Tiller,7827,-55974,504385,-44272,942007,-6291
138,93936.13,Bulb Planter,7828,75878,699554,75363,794670,56490
120,-34692.03,Seed Drill,7829,171,343163,35354,410906,-36702
115,-98050.84,Backhoe,7830,76217,167234,96874,363954,-7819
141,-60686.22,Rake,7831,57501,869454,60919,315111,-54696
137,51433.55,Seed Drill,7832,27875,529600,-14267,702036,-32757
108,-64510.05,Round Baler,7833,51323,180824,66540,634236,-90864
116,-64142.23,Square Baler,7834,-435,252428,59598,271067,-91292
126,-37437.56,Fertilizer Spreader,7835,-36672,603431,-39032,122287,34657
139,996.29,Pick Mattock,7836,-66842,489447,-73882,896357,-39382
128,9925.82,Saw Mill,7837,40732,206972,-15105,118850,50740
140,-64337.09,Sickle,7838,-37570,737510,9578,872476,-2140
119,69978.12,Wheelbarrow,7839,94285,494779,-62589,153576,28297
135,-91778.52,Backpack Sprayer,7840,-1512,477645,67556,480045,-58769
124,54958.76,Lawnmower,7841,-51268,318928,-79256,496158,85320
149,-78922.45,Electric Lawnmower,7842,-37294,388903,4021,672413,-25779
114,-16838.75,Grain Auger,7843,26473,714563,13749,219843,-5429
101,23385.61,Utility Tractor,7844,-67604,174616,78468,137080,65401
105,86187.46,Cotton Stripper Tractor,7845,89590,431681,59346,158691,-7805
117,14311.64,Seeder,7846,-77298,459174,74625,153498,-16338
107,-44201.32,Sugarcane Harvester,7847,24878,726739,73015,581072,73167
102,20804.07,Row-Crop Tractor,7848,-14483,927274,-35872,676209,40962
132,-56697.57,Work Bench,7849,-21166,714784,32466,266111,-2267
145,3197.55,Cultivator,7850,21481,858805,-4132,443859,-97418
148,9202.09,Rear Engine Lawnmower,7851,1629,194959,-20608,473117,-86218
136,47585.98,Irrigation Pump,7852,22860,615937,-74285,253899,95248
104,4122.76,Combine Tractor,7853,29236,869329,-94770,229908,-13139
129,-63411.45,Planter,7854,-48304,116584,-22388,100690,-91381
118,-50547.64,Pelican Bucket,7855,-66679,555433,-77067,681071,8874
127,-6010.33,Chain Saw,7856,66740,749232,-57987,272748,18082
125,13906.68,Front End Loader,7857,39435,967300,-79255,210371,66342
146,-76591.88,Harrow,7858,40444,851454,-91225,738276,71898
111,27998.58,Straw Blower,7859,-5611,155794,-13631,580081,-88096
103,-12579.3,Four Wheel Drive Tractor,7860,94608,889721,33002,689101,24606
142,-76123.07,Plow,7861,-27541,241534,-97240,723731,-85440
100,-83899.32,Compact Utility Tractor,7862,2111,941583,-79480,149985,51210
109,57671.22,Digger,7863,56160,402050,54060,466280,24067
144,14973.28,Trowel,7864,72933,247491,-80000,357956,77279
133,59803.22,Drill Press,7865,40941,388270,-36519,307937,-53814
134,5389.81,Chop Saw,7866,-14309,778533,-39093,584039,50741
123,54494.16,Wagon,7867,-12302,443274,45949,359425,-61851
106,-85298.69,Cotton Picker Tractor,7868,-47611,979542,54670,236414,-54665
122,-64727.22,Back Hoe,7869,-1117,373909,83141,875191,-88544
143,14762.5,Thresher,7870,177,736255,-34563,970860,43861
131,73202.75,Grab-Hoe,7871,76680,455691,13059,305516,-4501
147,96240.67,Lawn Tractor,7872,-53822,792987,37814,471349,-79811
121,-49777.76,Loader,7873,5749,647877,-55644,773790,67634
113,98761.02,Slurry Tanker,7874,63026,649753,-69473,925550,-84777
130,94075.36,Spade,7875,74959,812333,74791,216490,96490
112,-20920.89,Bale Spear,7876,-95757,712126,7907,487039,82700
110,66856.31,Mulch Tiller,7877,76732,124302,-19734,332709,-71435
138,36896.12,Bulb Planter,7878,-24055,962579,58776,828800,-5451
120,57869.09,Seed Drill,7879,74441,818904,-25291,269138,-94494
115,-25587.88,Backhoe,7880,-89630,410300,18331,187674,-94512
141,-67850.72,Rake,7881,-27409,466816,-97727,227807,74604
137,40110.13,Seed Drill,7882,86354,942672,-17783,763183,56967
108,4247.95,Round Baler,7883,-4645,735428,-73813,912805,-40242
116,-63201.48,Square Baler,7884,56681,719906,75683,671974,19424
126,64080.74,Fertilizer Spreader,7885,-60866,961213,40234,845174,-5343
139,-54438.65,Pick Mattock,7886,50110,774195,-11589,994224,31683
128,19584.15,Saw Mill,7887,32165,158410,70820,230846,45098
140,-35911.56,Sickle,7888,66885,729221,-75105,886202,75168
119,-71368.12,Wheelbarrow,7889,-57230,403026,-16311,396813,-69383
135,72084.92,Backpack Sprayer,7890,-16061,715889,-53327,829162,-42567
124,-26127.38,Lawnmower,7891,-61269,344859,32960,105491,11587
149,57644.03,Electric Lawnmower,7892,29025,560206,-72168,711169,78598
114,62824.12,Grain Auger,7893,24626,762103,-83906,908559,79030
101,62758.14,Utility Tractor,7894,65264,942541,-96841,498973,2281
105,33839.97,Cotton Stripper Tractor,7895,-17360,245500,-1193,947627,-49930
117,81854.12,Seeder,7896,592,151894,73549,778009,55945
107,446.38,Sugarcane Harvester,7897,-83855,932731,-75700,872301,-79799
102,22111.16,Row-Crop Tractor,7898,-74538,538185,-99125,516950,36939
132,20397.69,Work Bench,7899,83104,198354,8979,834314,-80087
145,11495.79,Cultivator,7900,-12655,769191,74356,122215,-3658
148,-60797.69,Rear Engine Lawnmower,7901,-60977,138895,17488,725821,-65673
136,-45577.67,Irrigation Pump,7902,55373,156939,-77126,446839,-71297
104,-45418.12,Combine Tractor,7903,-87687,796708,72767,317920,-40295
129,-97481.17,Planter,7904,-21247,272758,58238,906961,-33708
118,-878,Pelican Bucket,7905,87294,130941,64276,585438,-1328
127,-11158.48,Chain Saw,7906,-90973,231375,87031,142579,31519
125,-82946.42,Front End Loader,7907,68326,321749,-7973,911346,-70624
146,-38904.46,Harrow,7908,10644,400957,-90643,443932,70251
111,44019.27,Straw Blower,7909,38647,673221,75204,325779,3016
103,99564.68,Four Wheel Drive Tractor,7910,86734,152779,29472,434775,-62620
142,-68841.94,Plow,7911,-57985,217322,60796,960772,-91925
100,-857.88,Compact Utility Tractor,7912,-38741,974504,-54212,575449,84145
109,-88079.47,Digger,7913,64821,268484,54889,594177,33153
144,-62028.79,Trowel,7914,66975,373114,-65792,871124,73544
133,8921.18,Drill Press,7915,-43018,985928,31556,814098,-65318
134,-92604.74,Chop Saw,7916,9834,396505,85273,519264,-37558
123,-20128.98,Wagon,7917,-32464,820257,699,823248,91075
106,72580.4,Cotton Picker Tractor,7918,73970,212600,-66181,136808,-38445
122,-44379.32,Back Hoe,7919,38832,357082,37121,494330,-908
143,-62541.05,Thresher,7920,49283,229623,-92313,234181,96821
131,79284.59,Grab-Hoe,7921,2507,669055,-72741,806107,-55093
147,42331.5,Lawn Tractor,7922,31608,916933,15329,916650,49341
121,21657.99,Loader,7923,39922,852784,84089,246919,25911
113,-85713.5,Slurry Tanker,7924,46939,764249,39141,489814,6924
130,-36500.22,Spade,7925,94902,168630,-76651,527192,86514
112,92594.99,Bale Spear,7926,61938,312709,-28279,456574,-78056
110,-67199.05,Mulch Tiller,7927,74558,884892,93715,842078,-28734
138,-5554.15,Bulb Planter,7928,94929,281833,-91254,130424,94603
120,-3083.21,Seed Drill,7929,73110,761851,-74217,322440,-36511
115,-41456.29,Backhoe,7930,-73455,349492,43434,787177,-22808
141,-19648.11,Rake,7931,-64083,206066,-56715,533720,28049
137,-90342.22,Seed Drill,7932,-12581,564560,-65527,565266,-19628
108,-20450.8,Round Baler,7933,-87689,963665,-15165,627172,-30153
116,-59333.68,Square Baler,7934,-15159,141066,16163,964788,87668
126,-50397.1,Fertilizer Spreader,7935,-13523,884059,-60667,831191,11115
139,24989.42,Pick Mattock,7936,-96001,451897,-35306,266194,-97606
128,5156.91,Saw Mill,7937,16396,157518,98788,887813,-21710
140,75542.43,Sickle,7938,61589,413229,-78931,990332,-52295
119,91904.08,Wheelbarrow,7939,-18117,861766,22215,565001,-42442
135,-95454.05,Backpack Sprayer,7940,31441,177469,-67105,902337,-94345
124,-86043.51,Lawnmower,7941,-81794,256185,81009,629949,75983
149,-90631.38,Electric Lawnmower,7942,85241,987123,1907,419493,42293
114,-82290.69,Grain Auger,7943,71411,642402,-9909,581860,-21706
101,35904.42,Utility Tractor,7944,59707,945609,75803,962878,-85303
105,173,Cotton Stripper Tractor,7945,1545,252680,-29217,578673,-40911
117,-28684.5,Seeder,7946,23132,461410,-42677,809430,-17593
107,-41728.81,Sugarcane Harvester,7947,19947,181875,-83875,135881,53160
102,81357.97,Row-Crop Tractor,7948,43734,216453,-90946,202822,-5477
132,-41150.8,Work Bench,7949,35363,436902,41534,592406,80671
145,73490.98,Cultivator,7950,-28372,450810,-10217,774577,67106
148,52668.67,Rear Engine Lawnmower,7951,-56886,968638,12112,248964,-2752
136,-91141.16,Irrigation Pump,7952,-76619,275704,31500,991818,84659
104,-97377.02,Combine Tractor,7953,70605,179459,-17837,247949,28635
129,37097.81,Planter,7954,38334,909681,-45453,711041,-92975
118,-62980.06,Pelican Bucket,7955,-68739,385406,-97050,940449,-33062
127,-79037.26,Chain Saw,7956,-79875,449602,-58699,735757,-13012
125,-93171.77,Front End Loader,7957,8581,435464,-91652,556665,68238
146,-76416.61,Harrow,7958,-71882,799330,48010,439199,18314
111,-4022.95,Straw Blower,7959,83257,944743,18876,461472,-45684
103,-19214.95,Four Wheel Drive Tractor,7960,96330,637385,-2293,628627,-11337
142,26372.26,Plow,7961,25106,953433,35461,479434,93953
100,54003.65,Compact Utility Tractor,7962,18241,138048,66845,777976,9305
109,-31396.73,Digger,7963,66446,938715,-7968,602835,22609
144,91199.11,Trowel,7964,17286,747049,80716,812030,87707
133,9676.43,Drill Press,7965,39192,469688,50409,782353,-81059
134,3747.69,Chop Saw,7966,-94571,894146,-60279,253462,32368
123,44251.95,Wagon,7967,-99242,605486,63961,647058,-15225
106,-61714.83,Cotton Picker Tractor,7968,-91347,464127,-71621,552466,70837
122,63388.88,Back Hoe,7969,-7066,538086,44643,202451,-82622
143,-38174.8,Thresher,7970,-11594,961753,22768,523753,-26110
131,-46440.88,Grab-Hoe,7971,89729,238155,-59420,961408,14186
147,47428.92,Lawn Tractor,7972,-68859,196676,31603,599239,88473
121,-93278.07,Loader,7973,40149,595144,-13309,535278,66409
113,98475.73,Slurry Tanker,7974,11444,289125,-70160,350752,-36136
130,-62456.35,Spade,7975,-44706,746783,-87707,334101,-88983
112,29251.96,Bale Spear,7976,7671,183773,8413,144427,-68139
110,-69707.08,Mulch Tiller,7977,9496,736297,-83104,673194,20019
138,-95691.64,Bulb Planter,7978,59349,577071,11462,299685,50760
120,-29713.63,Seed Drill,7979,51975,993871,-23683,118446,-37979
115,88739.12,Backhoe,7980,-96019,877872,54824,619217,91678
141,-22172.17,Rake,7981,33844,238201,76178,699847,-98370
137,-16800.03,Seed Drill,7982,-20538,122732,-49979,594807,45615
108,-41893.44,Round Baler,7983,79191,869336,-13068,789703,84403
116,-49718.9,Square Baler,7984,23738,391681,-91821,929757,-12751
126,-56811.18,Fertilizer Spreader,7985,48146,519090,-1173,318394,94265
139,-82274.35,Pick Mattock,7986,56325,721582,-91837,638548,79981
128,53794.34,Saw Mill,7987,-10230,274576,26585,380075,-20805
140,52643.9,Sickle,7988,-55103,362312,-7816,711931,40773
119,-62186.4,Wheelbarrow,7989,49076,442392,-37426,996552,-83186
135,-90187.47,Backpack Sprayer,7990,19113,141131,62703,460045,-98805
124,25623.39,Lawnmower,7991,29513,495972,-33582,794111,10543
149,43246.8,Electric Lawnmower,7992,-76784,866049,-1444,308135,92371
114,87110.86,Grain Auger,7993,-17083,271667,38625,278316,-63944
101,-61466.81,Utility Tractor,7994,-45341,975647,-64077,878528,-83025
105,34378.43,Cotton Stripper Tractor,7995,-83352,139689,-62729,602399,-18832
117,-68615.04,Seeder,7996,-64788,990113,71562,377420,-71233
107,75071.47,Sugarcane Harvester,7997,-71419,608881,92896,613642,-79850
102,-33633.46,Row-Crop Tractor,7998,72013,371097,-97769,934722,-90348
132,56475.43,Work Bench,7999,54326,220382,53512,334401,-21663
